id,合成品名称,合成品ID,背包显示排序,子类顺序,配方类别（0常用，1战斗，2生产，4建筑，6机械，7出现在食谱内，8出现在烹饪台内。填两个表示同时显示到两个分类里）,子类(填的是crafting的id),"插件编辑（大于0开放插件编辑，1：常用,2:装备,3:道具,4:材料,5:建筑,6:装饰,7:机械；填两个表示同时显示到两个分类里",插件编辑模板[0=不是模板，1=作为模板],英文名称,海外开放,必填/插件用,合成品数量,消耗经验,解锁等级(默认是1）,横占格（填3）,竖占格（填3）,组（0不为组1为组，例如木板通用）（关联Itemdef的ItemGroup）,是否随身合成（11616钛金锤（曾经是需要工具箱0，程序特殊处理了），11000空手（曾经是不需要工具箱1，程序特殊处理了），800不完整工匠台，797完整工匠台，794石锅，795烹饪台，150029融合台，201011烘焙箱）,烹饪时长（制作一份所需要的标准时长，单位tick，20tick=1s）,1格材料ID,1格材料数量,1格保留容器ID,2格材料ID,2格材料数量,2格保留容器ID,3格材料ID,3格材料数量,3格保留容器ID,4格材料ID,4格材料数量,4格保留容器ID,5格材料ID,5格材料数量,5格保留容器ID,6格材料ID,6格材料数量,6格保留容器ID,7格材料ID,7格材料数量,7格保留容器ID,8格材料ID,8格材料数量,8格保留容器ID,9格材料ID,9格材料数量,9格保留容器ID,货币ID,货币数量,分数,野人合成检测开关（0需要合成；1不需要合成）,标签
130,象牙白薄板,516,1138,[20],[4],[128],[5],,WhiteStep,,WhiteStep,4,1,,3,3,0,797,0,11323,1,,11500,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
131,海棠红薄板,517,1139,[20],[4],[128],[5],,LightRedStep,,LightRedStep,4,1,,3,3,0,797,0,11323,1,,11506,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
132,落日橙薄板,518,1140,[20],[4],[128],[5],,RedOrangeStep,,RedOrangeStep,4,1,,3,3,0,797,0,11323,1,,11536,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
133,深栗红薄板,519,1141,[20],[4],[128],[5],,DeepRedStep,,DeepRedStep,4,1,,3,3,0,797,0,11323,1,,11512,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
134,楼梯,520,1142,[8],"[4,4]","[21578,21586]",[5],,WoodStair,,WoodStair,2,1,,3,3,0,797,0,11323,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
135,秋叶橙楼梯,521,1143,[8],[4],[21586],[5],,YellowOrangeStair,,YellowOrangeStair,4,1,,3,3,0,797,0,11323,2,,11537,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
136,象牙白楼梯,522,1144,[8],[4],[21586],[5],,WhiteStair,,WhiteStair,4,1,,3,3,0,797,0,11323,2,,11500,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
137,海棠红楼梯,523,1145,[8],[4],[21586],[5],,LightRedStair,,LightRedStair,4,1,,3,3,0,797,0,11323,2,,11506,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
138,落日橙楼梯,524,1146,[8],[4],[21586],[5],,RedOrangeStair,,RedOrangeStair,4,1,,3,3,0,797,0,11323,2,,11536,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
139,深栗红楼梯,525,1147,[8],[4],[21586],[5],,DeepRedStair,,DeepRedStair,4,1,,3,3,0,797,0,11323,2,,11512,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
140,硫黄砖楼梯,532,1148,[8],[4],[21586],[5],,SulfurBrickStair,,SulfurBrickStair,2,1,,3,3,0,797,0,124,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
141,云母楼梯,533,1149,[8],[4],[21586],[5],,SilicaStair,,SilicaStair,1,1,,3,3,0,797,0,11210,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
142,曙光石块,536,1150,[5],[4],[21544],[5],,DawnStone,,DawnStone,1,1,,3,3,0,797,0,11206,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
143,硫黄砖块,537,1151,[5],[4],[21544],[5],,SulfurBrickBlock,,SulfurBrickBlock,1,1,,3,3,0,797,0,124,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
144,水泥砖块,547,1152,[5],[4],[21544],[5],,CementBrickBlock,,CementBrickBlock,1,1,,3,3,0,797,0,11200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
145,青石砖,503,1156,[5],[4],[21544],[5],,MossRockBrick,,MossRockBrick,2,1,,3,3,0,797,0,104,2,,11595,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
146,青石薄板,506,1157,[20],[4],[128],[5],,StoneStep,,StoneStep,4,1,,3,3,0,797,0,104,1,,11595,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
147,黄砖薄板,507,1158,[20],[4],[128],[5],,SandstoneStep,,SandstoneStep,4,1,,3,3,0,797,0,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
148,石质薄板,509,1159,[20],[4],[128],[5],,RockStep,,RockStep,4,1,,3,3,0,797,0,11627,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
149,水泥砖薄板,510,1160,[20],[4],[128],[5],,CementBrickStep,,CementBrickStep,4,1,,3,3,0,797,0,11200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
150,精制石薄板,511,1161,[20],[4],[128],[5],,RockBrickStep,,RockBrickStep,4,1,,3,3,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
151,云母薄板,513,1162,[20],[4],[128],[5],,SilicaStep,,SilicaStep,2,1,,3,3,0,797,0,11210,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
152,黄砖楼梯,527,1163,[8],[4],[21586],[5],,SandstoneStair,,SandstoneStair,2,1,,3,3,0,797,0,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
153,石质楼梯,529,1164,[8],[4],[21586],[5],,RockStair,,RockStair,2,1,,3,3,0,797,0,11627,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
154,水泥砖楼梯,530,1165,[8],[4],[21586],[5],,CementBrickStair,,CementBrickStair,2,1,,3,3,0,797,0,11200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
155,精制石楼梯,531,1166,[8],[4],[21586],[5],,StoneBrickStair,,StoneBrickStair,2,1,,3,3,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
156,碎石墙,548,1167,[3],[4],[21534],[5],,StoneWall,,StoneWall,1,1,,3,3,0,797,0,11627,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
157,青石墙,549,1168,[4],[4],[21534],[5],,MossyWall,,MossyWall,4,1,,3,3,0,797,0,104,4,,11595,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
158,铸铁栅栏,526,1169,[6],[4],[21534],[5],,MithsilverFence,,MithsilverFence,1,1,,3,3,0,797,0,11209,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
159,硫黄砖围栏,538,1170,[6],[4],[21534],[5],,SulfurBrickFence,,SulfurBrickFence,4,1,,3,3,1,797,0,124,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
160,硅石块,412,1172,[5],[4],[21544],[5],,SilicaBlock,,SilicaBlock,1,1,,3,3,0,797,0,11210,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
161,花纹云母块,413,1173,[5],[4],[21544],[5],,PatternedSilicaBlock,,PatternedSilicaBlock,1,1,,3,3,0,797,0,11210,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
162,竖纹云母块,414,1174,[5],[4],[21544],[5],,VerticalSilicaBlock,,VerticalSilicaBlock,1,1,,3,3,0,797,0,11210,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
163,凝能晶,11201,1175,[4],[2],[21577],[4],,CondensedEnergyCrystal,,CondensedEnergyCrystal,8,1,,3,3,0,797,0,416,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,
164,铁棒,11209,108,[20],[2],[21577],[4],,Mithsilver,,Mithsilver,8,1,,3,3,0,797,0,411,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,
166,钨棒,11203,1178,[16],[2],[21577],[4],,TungstenGold,,TungstenGold,8,1,,3,3,0,797,0,408,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,
168,凝能块,416,1180,[5],[4],[21544],[4],,CondensedEnergyBlock,,CondensedEnergyBlock,1,1,,3,3,0,797,0,11201,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
169,铁块,411,1181,[5],[4],[21544],[4],,MithsilverBlock,,MithsilverBlock,1,1,,3,3,0,797,0,11209,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
170,炽炎块,410,1182,[5],[4],[21544],[4],,FlameCrystalBlock,,FlameCrystalBlock,1,1,,3,3,0,797,0,11207,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
172,钨金块,408,1184,[1],"[0,4]","[21585,21544]",[4],,TungstenGoldBlock,,TungstenGoldBlock,1,1,,3,3,0,797,0,11203,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
174,透明玻璃片,649,1186,[1],[4],[21541],[6],,Glasspane,,Glasspane,1,1,,3,3,0,797,0,11305,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
175,细樱桃木树枝,333,1187,[30],[4],[21547],,,FineCherryTreeBranch,,FineCherryTreeBranch,4,1,,3,3,0,797,0,200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
176,细落叶松树枝,335,1188,[30],[4],[21547],,,FineLarchTreeBranch,,FineLarchTreeBranch,4,1,,3,3,0,797,0,201,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
177,细珍木树枝,337,1189,[30],[4],[21547],,,ThinRareTreeBranch,,ThinRareTreeBranch,4,1,,3,3,0,797,0,257,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
178,细核桃树树枝,339,1190,[30],[4],[21547],,,ThinWalnutTreeBranch,,ThinWalnutTreeBranch,4,1,,3,3,0,797,0,205,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
179,细桃花树树枝,341,1191,[30],[4],[21547],,,ThinPeachTreeBranch,,ThinPeachTreeBranch,4,1,,3,3,0,797,0,254,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
180,细白杨木树枝,343,1192,[30],[4],[21547],,,ThinPoplarTreeBranch,,ThinPoplarTreeBranch,4,1,,3,3,0,797,0,202,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
181,细胡杨树枝,479,1193,[30],[4],[21547],,,PopulusEuphraticaBranches,,PopulusEuphraticaBranches,4,1,,3,3,0,797,0,477,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
182,锯齿碎石墙,289,1194,[6],[4],[21534],,,JaggedStonewall,,JaggedStonewall,3,1,,3,3,0,797,0,548,3,,12618,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
183,锯齿青石墙,290,1195,[6],[4],[21534],,,JaggedMossyRockWall,,JaggedMossyRockWall,3,1,,3,3,0,797,0,549,3,,12618,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
184,锯齿星球岩墙,291,1196,[6],[4],[21534],,,JaggedHorasrockwall,,JaggedHorasrockwall,3,1,,3,3,0,797,0,572,3,,12618,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
185,皮草床,150015,1196,[3],[4],[21532],,,FurBed,,FurBed,1,1,,3,3,0,797,0,11323,3,,12623,3,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
186,冰原木门,150016,1196,[3],[4],[21533],,,ColdCrystalWoodenDoor,,ColdCrystalWoodenDoor,1,1,,3,3,1,797,0,11323,5,,11824,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
187,雪人灯,150027,1196,[3],[4],[21522],,,SnowmanChandelier,,SnowmanChandelier,4,1,,3,3,0,797,0,12623,1,,11824,1,,122,4,,,,,,,,,,,,,,,,,,,,,,0.1,,
188,火盆灯,150018,3,[9],[0],[21565],,,IceStreetLights,,IceStreetLights,4,1,,3,3,0,11000,0,11323,2,,11627,1,,11201,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
189,冰原木桌,150020,1196,[1],[4],[21579],,,IceFernWoodenTable,,IceFernWoodenTable,1,1,,3,3,1,797,0,11323,5,,11209,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
190,冰原木椅,150021,1196,[1],[4],[21579],,,IceFernWoodenChair,,IceFernWoodenChair,1,1,,3,3,1,797,0,11323,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
191,冰原木柜,150022,1196,[1],[4],[21584],,,ColdCrystalWoodCabinet,,ColdCrystalWoodCabinet,1,1,,3,3,0,797,0,11323,4,,11329,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
192,冰原方木窗,150023,1196,[1],[4],[21579],,,BrassSquareWoodWindows,,BrassSquareWoodWindows,2,1,,3,3,0,797,0,11323,2,,649,8,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
193,毛绒地毯,150025,1196,[1],[4],[21582],,,Pile carpet,,Pile carpet,1,1,,3,3,0,797,0,14016,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
194,冰原窗帘,150043,1196,[1],[4],[21579],,,IceCrystalCurtains,,IceCrystalCurtains,1,1,,3,3,0,797,0,12600,2,,761,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
195,赫赤红颜料瓶,11514,1222,[3],[2],[21525],[4],,RedDye,,RedDye,8,1,,3,3,0,797,0,12500,1,,11320,8,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
196,鹅毛黄颜料瓶,11504,1224,[3],[2],[21525],[4],,YellowDye,,YellowDye,8,1,,3,3,0,797,0,378,1,,11320,8,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
197,宝石蓝颜料瓶,11532,1623,[3],[2],[21525],[4],,BlueDye,,BlueDye,8,1,,3,3,0,797,0,12583,1,,11320,8,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
198,棉毡,616,1246,[1],[4],[21582],[6],,WhiteRug,,WhiteRug,1,1,,3,3,0,797,0,12600,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
199,皮筏,13807,1278,[12],[2],[21572],[3],,Boat,,Boat,1,1,,3,3,1,797,0,11323,3,,11307,3,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
200,厚实的雪,122,1280,[1],[4],[21582],[6],,SnowBlock,,SnowBlock,1,1,,3,3,0,797,0,115,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
201,炽炎,11207,1055,[13],[2],[21577],[4],,FlameCrystal,,FlameCrystal,8,1,,3,3,0,797,0,410,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,
202,小玻璃瓶,11320,1284,[4],"[4,4]","[21578,21541]",[3],,SmallGlassBottle,,SmallGlassBottle,4,1,,3,3,1,797,0,11305,4,,11323,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
204,皮披风,12205,1251,[41],[1],[21566],[2],,LeatherCloak,,LeatherCloak,1,1,,3,3,0,797,0,11307,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
205,炽炎披风,12206,1253,[10],[1],[21566],[2],,FlameCrystalCloak,,FlameCrystalCloak,1,1,,3,3,0,797,0,11207,3,,12205,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
206,钨金披风,12207,1255,[5],[1],[21566],[2],,TungstenGold-encrustedCloak,,TungstenGold-encrustedCloak,1,1,,3,3,0,797,0,11074,1,,11203,3,,12205,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
207,云母披风,12208,1254,[25],[1],[21566],[2],,KyaniteCloak,,KyaniteCloak,1,1,,3,3,0,797,0,11210,3,,12205,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
208,精铝披风,12209,1252,[20],[1],[21566],[2],,MithsilverCloak,,MithsilverCloak,1,1,,3,3,0,797,0,12758,3,,12205,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
209,低音块,690,1295,,[6],[21546],[7],,BassCube,,BassCube,1,2,,3,3,0,797,0,11664,1,,11210,1,,11329,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
210,中音块,691,1296,,[6],[21546],[7],,MediantCube,,MediantCube,1,2,,3,3,0,797,0,11664,1,,11210,1,,11329,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
211,高音块,692,1297,,[6],[21546],[7],,High-pitchCube,,High-pitchCube,1,2,,3,3,0,797,0,11664,1,,11210,1,,11329,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
212,乐器-鼓,693,1298,,[6],[21546],[7],,Instruments-drum,,Instruments-drum,1,2,,3,3,0,797,0,11664,1,,11210,1,,11329,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
213,乐器-电子,694,1299,,[6],[21546],[7],,ElectronInstrument,,ElectronInstrument,1,2,,3,3,0,797,0,11664,1,,11210,1,,11329,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
214,乐器-综合,695,1300,,[6],[21546],[7],,GeneralInstrument,,GeneralInstrument,1,2,,3,3,0,797,0,11664,1,,11210,1,,11329,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
215,非循环-电子,696,1301,,[6],[21546],[7],,AcyclicElectron,,AcyclicElectron,1,2,,3,3,0,797,0,11664,1,,11206,1,,11209,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
216,循环-鼓,697,1302,,[6],[21546],[7],,Cycling - Drum,,Cycling - Drum,1,2,,3,3,0,797,0,11664,1,,11206,1,,11209,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
217,循环-电子,698,1303,,[6],[21546],[7],,Cycling - electronic,,Cycling - electronic,1,2,,3,3,0,797,0,11664,1,,11206,1,,11209,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
218,循环-氛围,699,1304,,[6],[21546],[7],,Cycling - ambient,,Cycling - ambient,1,2,,3,3,0,797,0,11664,1,,11206,1,,11209,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
219,落日橙门,854,2305,[7],[4],[21533],[6],,RedOrangeDoor,,RedOrangeDoor,1,1,,3,3,1,797,0,11323,6,,11536,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
220,深栗红门,855,2306,[7],[4],[21533],[6],,DeepRedDoor,,DeepRedDoor,1,1,,3,3,1,797,0,11323,6,,11512,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
221,象牙白门,856,2307,[7],[4],[21533],[6],,WhiteDoor,,WhiteDoor,1,1,,3,3,1,797,0,11323,6,,11500,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
222,炽炎门,857,2308,[7],"[4,6]","[21533,21543]",[6],,FlameCrystalDoor,,FlameCrystalDoor,1,1,,3,3,0,797,0,11664,3,,11207,3,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
223,海棠红门,858,2309,[7],[4],[21533],[6],,LightRedDoor,,LightRedDoor,1,1,,3,3,1,797,0,11323,6,,11506,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
224,琥珀黄门,859,2310,[7],[4],[21533],[6],,FruitwoodDoor,,FruitwoodDoor,1,1,,3,3,1,797,0,11323,6,,11543,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
225,秋叶橙门,860,2311,[7],[4],[21533],[6],,YellowOrangeDoor,,YellowOrangeDoor,1,1,,3,3,1,797,0,11323,6,,11537,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
226,木纹灯,861,2312,[5],[4],[21522],[6],,WoodGrainLamp,,WoodGrainLamp,1,1,,3,3,1,797,0,11323,4,,536,1,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,
227,象牙白玻璃灯,862,2313,[6],[4],[21522],[6],,WhiteGlassLamp,,WhiteGlassLamp,1,1,,3,3,0,797,0,632,1,,11206,1,,11500,1,,,,,,,,,,,,,,,,,,,,,,0.2,,
228,朱砂橙玻璃灯,863,2314,[6],[4],[21522],[6],,OrangeGlassLamp,,OrangeGlassLamp,1,1,,3,3,0,797,0,632,1,,11206,1,,11501,1,,,,,,,,,,,,,,,,,,,,,,0.2,,
229,胭脂红玻璃灯,864,2315,[6],[4],[21522],[6],,RedPurpleGlassLamp,,RedPurpleGlassLamp,1,1,,3,3,0,797,0,632,1,,11206,1,,11502,1,,,,,,,,,,,,,,,,,,,,,,0.2,,
230,天青蓝玻璃灯,865,2316,[6],[4],[21522],[6],,LightBlueGlassLamp,,LightBlueGlassLamp,1,1,,3,3,0,797,0,632,1,,11206,1,,11503,1,,,,,,,,,,,,,,,,,,,,,,0.2,,
231,鹅毛黄玻璃灯,866,2317,[6],[4],[21522],[6],,YellowGlassLamp,,YellowGlassLamp,1,1,,3,3,0,797,0,632,1,,11206,1,,11504,1,,,,,,,,,,,,,,,,,,,,,,0.2,,
232,松花绿玻璃灯,867,2318,[6],[4],[21522],[6],,LightGreenGlassLamp,,LightGreenGlassLamp,1,1,,3,3,0,797,0,632,1,,11206,1,,11505,1,,,,,,,,,,,,,,,,,,,,,,0.2,,
233,海棠红玻璃灯,868,2319,[6],[4],[21522],[6],,LightRedGlassLamp,,LightRedGlassLamp,1,1,,3,3,0,797,0,632,1,,11206,1,,11506,1,,,,,,,,,,,,,,,,,,,,,,0.2,,
234,苍石灰玻璃灯,869,2320,[6],[4],[21522],[6],,GreyGlassLamp,,GreyGlassLamp,1,1,,3,3,0,797,0,632,1,,11206,1,,11507,1,,,,,,,,,,,,,,,,,,,,,,0.2,,
235,浅苍灰玻璃灯,870,2321,[6],[4],[21522],[6],,LightGreyGlassLamp,,LightGreyGlassLamp,1,1,,3,3,0,797,0,632,1,,11206,1,,11508,1,,,,,,,,,,,,,,,,,,,,,,0.2,,
236,青碧绿玻璃灯,871,2322,[6],[4],[21522],[6],,BlueGreenGlassLamp,,BlueGreenGlassLamp,1,1,,3,3,0,797,0,632,1,,11206,1,,11509,1,,,,,,,,,,,,,,,,,,,,,,0.2,,
237,青莲紫玻璃灯,872,2323,[6],[4],[21522],[6],,PurpleGlassLamp,,PurpleGlassLamp,1,1,,3,3,0,797,0,632,1,,11206,1,,11510,1,,,,,,,,,,,,,,,,,,,,,,0.2,,
238,宝石蓝玻璃灯,873,2324,[6],[4],[21522],[6],,BlueGlassLamp,,BlueGlassLamp,1,1,,3,3,0,797,0,632,1,,11206,1,,11532,1,,,,,,,,,,,,,,,,,,,,,,0.2,,
239,深栗红玻璃灯,874,2325,[6],[4],[21522],[6],,DeepRedGlassLamp,,DeepRedGlassLamp,1,1,,3,3,0,797,0,632,1,,11206,1,,11512,1,,,,,,,,,,,,,,,,,,,,,,0.2,,
240,翡翠绿玻璃灯,875,2326,[6],[4],[21522],[6],,GreenGlassLamp,,GreenGlassLamp,1,1,,3,3,0,797,0,632,1,,11206,1,,11513,1,,,,,,,,,,,,,,,,,,,,,,0.2,,
241,赫赤红玻璃灯,876,2327,[6],[4],[21522],[6],,RedGlassLamp,,RedGlassLamp,1,1,,3,3,0,797,0,632,1,,11206,1,,11514,1,,,,,,,,,,,,,,,,,,,,,,0.2,,
242,煤乌黑玻璃灯,877,2328,[6],[4],[21522],[6],,BlackGlassLamp,,BlackGlassLamp,1,1,,3,3,0,797,0,632,1,,11206,1,,11515,1,,,,,,,,,,,,,,,,,,,,,,0.2,,
243,精致木床,883,2329,[5],[4],[21532],[6],,WoodenBed,,WoodenBed,1,1,,3,3,0,797,0,11307,3,,11323,3,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
244,豪华木床,884,2330,[5],[4],[21532],[6],,LuxuryBed,,LuxuryBed,1,1,,3,3,0,797,0,11307,3,,11323,3,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
245,公主床,885,2331,[5],[4],[21532],[6],,RoyalBed,,RoyalBed,1,1,,3,3,0,797,0,11307,3,,11323,3,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
246,熔岩号角,11215,1332,[6],[0],[21585],,,LavaHorn,,LavaHorn,1,1,,3,3,0,797,0,11217,1,,11220,1,,,,,,,,,,,,,,,,,,,,,,,,,100,,
247,混乱号角,11216,1333,[7],[0],[21585],,,ChaosHorn,,ChaosHorn,1,1,,3,3,0,797,0,11217,1,,11219,1,,,,,,,,,,,,,,,,,,,,,,,,,100,,
248,生命结晶,11217,1334,[9],[2],[21577],,,LifeCrystal,,LifeCrystal,1,1,,3,3,0,797,0,11223,3,,11211,15,,,,,,,,,,,,,,,,,,,,,,,,,50,,
249,岩石结晶,11218,1335,[10],[2],[21577],,,LavaCrystal,,LavaCrystal,1,1,,3,3,0,797,0,536,2,,412,2,,,,,,,,,,,,,,,,,,,,,,,,,50,,
250,混乱结晶,11219,1336,[11],[2],[21577],,,ChaosCrystal,,ChaosCrystal,1,1,,3,3,0,797,0,11224,3,,180,1,,132,1,,,,,,,,,,,,,,,,,,,,,,50,,
251,宝石结晶,11220,1337,[12],[2],[21577],,,GemCrystal,,GemCrystal,1,1,,3,3,0,797,0,536,2,,410,2,,132,1,,,,,,,,,,,,,,,,,,,,,,50,,
252,龙骨弓,12056,1155,[4],[1],[21517],,,DragonBoneBow,,DragonBoneBow,1,1,,3,3,0,797,0,11221,3,,710,9,,,,,,,,,,,,,,,,,,,,,,,,,50,,
253,熔岩披风,12210,1256,[10],[1],[21566],,,LavaCloak,,LavaCloak,1,1,,3,3,0,797,0,12205,1,,11222,1,,,,,,,,,,,,,,,,,,,,,,,,,50,,
254,一捆玉米,11223,1340,[4],[2],[21573],,,ABundleofCorn,,ABundleofCorn,1,1,,3,3,0,797,0,200141,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,
255,一叠皮革,11224,1341,[13],[2],[21577],,,APileofLeather,,APileofLeather,1,1,,3,3,0,797,0,11307,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
256,椅子,965,2342,[2],[4],[21579],[6],,WoodChair,,WoodChair,1,1,,3,3,1,797,0,11323,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
257,桌子,966,2343,[2],[4],[21579],[6],,WoodTable,,WoodTable,1,1,,3,3,1,797,0,11323,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
258,沙发,967,2344,[2],[4],[21579],[6],,WoodSofa,,WoodSofa,1,1,,3,3,1,797,0,11323,4,,11307,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
259,棕色壁炉,968,2345,[4],[2],[21598],[6],,BrownFireplace,,BrownFireplace,1,1,,3,3,0,797,0,104,5,,11323,3,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
260,柜子,969,2346,[1],[4],[21584],[6],,WoodCabinet,,WoodCabinet,1,1,,3,3,0,797,0,11323,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
261,象牙白椅子,970,2347,[2],[4],[21579],[6],,WhiteChair,,WhiteChair,1,1,,3,3,1,797,0,11323,5,,11500,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
262,象牙白桌子,971,2348,[2],[4],[21579],[6],,WhiteTable,,WhiteTable,1,1,,3,3,1,797,0,11323,5,,11500,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
263,象牙白沙发,972,2349,[2],[4],[21579],[6],,WhiteSofa,,WhiteSofa,1,1,,3,3,1,797,0,11323,4,,11307,1,,11500,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
