ID[整型],名称[string],界面大类[整型](1事件 2条件 3动作 4取值 5流程控制 6变量 7自定义),界面子类[整型]【1通用，2游戏，3玩家，4生物，5方块，6道具，7变量，8控制，9自定义，10数学，11组，12计时器，13界面，14特效，15音频，16图文信息，17开发者，18赋值，19数据存储，21区域，22位置，23数值，24字符串，25布尔值，26生物类型，27排行榜，28一维表，29世界，30二维表，31对象，32角色，33实体，34投掷物，35掉落物，36蓝图】,形状类型[数值](1事件 2条件 3动作 4取值 5重复执行 6次数重复执行 7重复执行直到 8退出循环 9如果那么 如果那么否则 10保持等待直到),简略显示[数值]【在库里是否缩略显示，1=是，0=否】,描述[string],图标[string],"3.0组件场景筛选（-3 完全不显示,-2 只在选择器中使用,-1 全显示,0 实体 ，1  生物，2  玩家， 3 世界，4 空对象，5 方块5，6 UI，7 道具，8 状态，9 地形，11 配方，12 方块材质，13 熔炼编辑，14 区域，15 投掷物，16 位置，17 掉落物，1001 持续效果，1002 瞬时效果）",传参[string],左右值标记[整型]1常量0变量,返回值[整型],参数1类型[string],参数1默认值[string],参数2类型,参数2默认值,参数3类型,参数3默认值,参数4类型,参数4默认值,参数5类型,参数5默认值,参数6类型,参数6默认值,参数7类型,参数7默认值,参数8类型,参数8默认值,参数9类型,参数9默认值,参数10类型,参数10默认值,参数11类型,参数11默认值,显示控制（0=默认全部可见 1=仅开发者可见 2=仅999渠道可见 3=4位数迷你号可见  4 = 仅国内可见  5 = 仅海外可见 6 = 仅国内开发者可见 7 = 仅海外开发者可见）,积木间距值（间距值默认为60，超过60会开始变高）,说明,是否显示详细说明（0和空不显示，1显示）,创建的版本,,,
1040017,此生物进行攻击,1,4,1,0,当 此类生物 开始攻击,20,暂时不要,80006|40003|80008|80007|80009|60010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,118,,
1040018,此生物攻击命中,1,4,1,0,当 此类生物 攻击命中目标,20,暂时不要,80006|40003|80008|80007|80009|60010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,119,,
1040021,此生物击败目标,1,4,1,0,当 此类生物 击败目标,20,暂时不要,80006|40003|80008|80007|80009|60010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,120,,
1040019,此生物造成伤害,1,4,1,0,当 此类生物 对目标造成伤害,20,暂时不要,80006|40003|80008|80007|80009|60010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,121,,
1040016,此生物受到伤害,1,4,1,0,当 此类生物 受到伤害,20,暂时不要,80006|40003|80008|60010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,122,,
1040020,此生物被击败,1,4,1,0,当 此类生物 被击败,20,暂时不要,80006|40003|80008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,123,,
1040024,此生物属性改变,1,4,1,0,当 此类生物 %1属性改变,11,暂时不要,80006|40003|80008,,,1035|1|2,5|210001,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,124,,
1040022,此生物行动状态改变,1,4,1,0,当 此类生物 开始%1,16,暂时不要,80006|40003|80008,,,1034|1|2,5|200003,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,125,,
1040023,此生物发生碰撞,1,4,1,0,当 此类生物 碰撞任意玩家/生物,16,暂时不要,80006|40003|80008|80007|80009|60010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,126,,
1040026,此生物获得状态,1,4,1,0,当 此类生物 获得状态,21,暂时不要,80006|40003|80008|40006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,127,,
1040027,此生物失去状态,1,4,1,0,当 此类生物 失去状态,21,暂时不要,80006|40003|80008|40006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,128,,
1040028,此生物被玩家点击,1,4,1,0,当 此类生物 被玩家点击,11,暂时不要,80006|40003|80008|60010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,129,,
1050005,方块被创建,1,5,1,0,当 方块 被创建,4,"3,6",40003|40009|60505020,,,,,,,,,,,,,,,,,,,,,,,,,0,,306459,1,1.42.0,130,,
60107001,方块被破坏,1,5,1,0,当 方块 被%1,4,"3,6",40003|40009|60009|80006|80008|60506007|60505007|60505020,,,3036|1|2,5|3360002,,,,,,,,,,,,,,,,,,,,,0,100,306460,1,1.44.0,131,,
1050002,方块被破坏,1,5,1,0,当 方块 被破坏,4,暂时不要,40003|40009,,,,,,,,,,,,,,,,,,,,,,,,,0,,306016,1,1.42.0,132,,
60107091,此类方块被创建,1,5,1,0,当此类方块被创建,4,5,40003|40009|60506007|60505020,,,,,,,,,,,,,,,,,,,,,,,,,0,,306461,1,1.44.0,133,,
60107092,此类方块被破坏,1,5,1,0,当此类方块被%1,4,5,40003|40009|60009|80006|80008|60506007|60505007|60505020,,,3036|1|2,5|3360002,,,,,,,,,,,,,,,,,,,,,0,100,306462,1,1.44.0,134,,
1050018,方块颜色改变,1,5,1,0,当 方块 颜色发生改变,4,暂时不要,40003|40009|60009|80006|80008,,,,,,,,,,,,,,,,,,,,,,,,,0,,306386,1,1.42.0,135,,
1050008,方块被挖掘,1,5,1,0,当 方块 被挖掘,4,暂时不要,40003|40009|60009|80006|80008,,,,,,,,,,,,,,,,,,,,,,,,,,,306231,1,1.42.0,136,,
1050001,方块被挖掘完毕,1,5,1,0,当 方块 被挖掘完毕,4,暂时不要,40003|40009|60009|80006|80008,,,,,,,,,,,,,,,,,,,,,,,,,0,,306379,1,1.42.0,137,,
1050009,方块被挖掘中断,1,5,1,0,当 方块 被挖掘但中断,4,暂时不要,40003|40009|60009|80006|80008,,,,,,,,,,,,,,,,,,,,,,,,,,100,306380,1,1.42.0,138,,
1050003,方块开关状态改变,1,5,1,0,当 方块 开关状态发生改变,4,暂时不要,40003|40009,,,,,,,,,,,,,,,,,,,,,,,,,0,100,306381,1,1.42.0,139,,
60107002,方块开关状态改变,1,5,1,0,当 方块 %1 发生改变,4,"3,6",40003|40009|60505020,,,3037|1|2,5|3370001,,,,,,,,,,,,,,,,,,,,,0,,306463,1,1.44.0,140,,
60107093,此类方块开关状态改变,1,5,1,0,当此类方块%1发生改变,4,5,40003|40009|60505020,,,3037|1|2,5|3370001,,,,,,,,,,,,,,,,,,,,,0,,306464,1,1.44.0,141,,
1050004,储存容器道具发生改变,1,5,1,0,当 储存容器 内道具发生改变,4,暂时不要,40003|40009|90014,,,,,,,,,,,,,,,,,,,,,,,,,0,,306383,1,1.42.0,142,,
60107003,储存容器道具发生改变,1,5,1,0,当 储存容器 内 %1,4,"3,6",40003|40009|90014|60505020,,,3038|1|2,5|3380001,,,,,,,,,,,,,,,,,,,,,0,100,306465,1,1.44.0,143,,
60107094,此类储存容器道具发生改变,1,5,1,0,当 储存容器 内 %1,4,5,40003|40009|90014|60505020,,,3038|1|2,5|3380001,,,,,,,,,,,,,,,,,,,,,0,100,306466,1,1.44.0,144,,
1050006,储存容器被放入道具,1,5,1,0,当 储存容器 被放入道具,4,暂时不要,40003|40009|90014,,,,,,,,,,,,,,,,,,,,,,,,,0,,306384,1,1.42.0,145,,
1050007,储存容器被取出道具,1,5,1,0,当 储存容器 被取出道具,4,暂时不要,40003|40009|90014,,,,,,,,,,,,,,,,,,,,,,,,,0,,306385,1,1.42.0,146,,
1050014,此方块被创建,1,5,1,0,当 此类方块 被创建,4,暂时不要,40003|40009,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,1.42.0,147,,
1050013,此方块被破坏,1,5,1,0,当 此类方块 被破坏,4,暂时不要,60009|80006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,148,,
1050010,此方块被挖掘,1,5,1,0,当 此类方块 被挖掘,4,暂时不要,60009|80006|80008|40003|40009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,149,,
1050011,此方块被挖掘完毕,1,5,1,0,当 此类方块 完成挖掘,4,暂时不要,60009|80006|80008|40003|40009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,150,,
1050012,此方块被挖掘中断,1,5,1,0,当 此类方块 挖掘中断,4,暂时不要,60009|80006|80008|40003|40009,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,1.42.0,151,,
1050015,此方块开关状态改变,1,5,1,0,当 此类方块 的开关状态发生改变,4,暂时不要,60009|80006|80008|40003|40009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,152,,
1050016,此方块被获取,1,5,1,0,当 玩家/生物 获取此类方块 ,4,暂时不要,60009|80006|80008|40003|40009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,153,,
1050017,此方块被玩家点击,1,5,1,0,当 玩家 点击此类方块,4,暂时不要,60009|40003|40009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,154,,
1020015,当蓝图放置时,1,5,1,0,当 蓝图 被放置,4,暂时不要,40022,,,,,,,,,,,,,,,,,,,,,,,,,,,306382,1,1.42.0,155,,
1060009,此道具被获取,1,6,1,0,当 此类道具 被玩家/生物获取,2,暂时不要,60009|80006|80008|90016|40003|90014,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,1.42.0,156,,
1060010,此道具被丢弃,1,6,1,0,当 此类道具 被丢弃,2,暂时不要,60009|90016|40003|90014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,157,,
1060011,此道具消失,1,6,1,0,当 此类道具 掉落物消失,2,暂时不要,40003|90014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,158,,
1060015,此道具被消耗,1,6,1,0,当 此类道具 被消耗,2,暂时不要,40003|90014|80006|80008|60009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,159,,
1060020,此道具被使用,1,6,1,0,当 此类道具 被玩家使用,2,暂时不要,40003|90014|60009,,,,,,,,,,,,,,,,,,,,,,,,,,,306024,1,1.42.0,160,,
1060012,此道具损坏,1,6,1,0,当 此类道具 损坏,2,暂时不要,40003|90014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,161,,
1060013,此投掷物击中目标,1,6,1,0,当 此类投掷物 击中任意目标,2,暂时不要,90015|40003|90014|80007|80009|60010|40009|60011|80012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,162,,
1060014,此投掷物被创建或消耗,1,6,1,0,当 此类投掷物 被创建或消耗,2,暂时不要,90015|40003|90014|80006|80008|60009|60011|80012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,163,,
1060016,此包裹被打开,1,6,1,0,当 此类包裹道具 被打开,2,暂时不要,40003|90014|60009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,164,,
1060017,此装备被穿上,1,6,1,0,当 此类装备道具 被穿上,2,暂时不要,40003|90014|60009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,165,,
1060018,此装备被脱下,1,6,1,0,当 此类装备道具 被脱下,2,暂时不要,40003|90014|60009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,166,,
1060019,此装备被破坏,1,6,1,0,当 此类装备道具 被玩家/生物破坏,2,暂时不要,40003|90014|60009,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,1.42.0,167,,
1130001,音乐播放,1,15,1,0,当 2D音乐 开始播放,17,暂时不要,60009|40017|40003,,,,,,,,,,,,,,,,,,,,,,,,,,,306395,1,1.42.0,168,,
1120002,界面被打开,1,13,1,0,当前界面被打开,6,暂时不要,40014|40003|60009,,,,,,,,,,,,,,,,,,,,,,,,,,,306021,1,1.42.0,169,,
1120003,界面关闭,1,13,1,0,当前界面关闭,6,暂时不要,40014|40003|60009,,,,,,,,,,,,,,,,,,,,,,,,,,,306399,1,1.42.0,170,,
60109001,界面被打开|关闭,1,13,1,0,当前界面被%1,6,6,40014|40003|60009|60505020,,,1013|1|2,5|100001,,,,,,,,,,,,,,,,,,,,,,100,306467,1,1.44.0,171,,
1120006,当前界面的 按钮 被松开,1,13,1,1,当前界面的%1被松开,6,暂时不要,60009|40013|40003,,,1075|1|0,,,,,,,,,,,,,,,,,,,,,,,,306022,1,1.42.0,172,,
1120007,当前界面的 按钮 被按下,1,13,1,1,当前界面的%1被按下,6,暂时不要,60009|40013|40003,,,1075|1|0,,,,,,,,,,,,,,,,,,,,,,,,306023,1,1.42.0,173,,
1120001,按钮被松开,1,13,1,0,当前界面任意按钮被松开,6,暂时不要,60009|40013|40003,,,,,,,,,,,,,,,,,,,,,,,,,,,306402,1,1.42.0,174,,
1120004,按钮被按下,1,13,1,0,当前界面任意按钮被按下,6,暂时不要,60009|40013|40003,,,,,,,,,,,,,,,,,,,,,,,,,,100,306403,1,1.42.0,175,,
60109002,当前界面的 按钮 被点按,1,13,1,1,当前界面的%1被%2,6,6,60009|40013|40003|60505020,,,1075|1|0,,3021|1|2,5|3210001,,,,,,,,,,,,,,,,,,,,,306468,1,1.44.0,176,,
60109004,当前界面的 任意按钮 被点按,1,13,1,0,当前界面任意按钮被%1,6,6,60009|40013|40003|60505020,,,3021|1|2,5|3210001,,,,,,,,,,,,,,,,,,,,,,100,306469,1,1.44.0,177,,
1120009,当前界面的 模型 被松开,1,13,1,1,当前界面的%1被松开,6,暂时不要,60009|40013|40003,,,1075|1|0,,,,,,,,,,,,,,,,,,,,,,,,306400,1,1.42.0,178,,
1120010,当前界面的 模型 被按下,1,13,1,1,当前界面的%1被按下,6,暂时不要,60009|40013|40003,,,1075|1|0,,,,,,,,,,,,,,,,,,,,,,,,306401,1,1.42.0,179,,
60109003,当前界面的 模型 被点按,1,13,1,1,当前界面的%1被%2,6,6,60009|40013|40003|60505020,,,1075|1|0,,3021|1|2,5|3210001,,,,,,,,,,,,,,,,,,,,100,306470,1,1.44.0,180,,
60109005,当前界面的 滚动容器 被滑动,1,13,1,1,当前界面的%1%2,6,6,60009|40013|40003|60505020,,,1075|1|0,,3153|1|2,5|4530001,,,,,,,,,,,,,,,,,,,,100,306470,1,1.53.0,180,,
1120005,玩家在界面输入字符串,1,13,1,0,当 玩家 在界面输入任意字符串,6,6,60009|40015|40013|60506007,,,,0|60009,,,,,,,,,,,,,,,,,,,,,,,306471,1,1.42.0,181,,
1120008,当 玩家 在当前界面的输入框输入内容,1,13,1,1,当 玩家 在当前界面的%1输入内容,6,6,60009|40015|40013|60506007,,,1075|1|0,,,,,,,,,,,,,,,,,,,,,,,100,306472,1,1.42.0,182,,
1120011,当前界面的 元件 动画装载器播放完毕,1,13,1,1,当前界面的%1播放动画完毕,6,6,60009|40013|40003|60505020,,,1075|1|0,,,,,,,,,,,,,,,,,,,,,,,100,306473,1,1.42.0,183,,
60113001,当特效创建在任意位置,1,14,1,0,当 特效 创建在%1,13,"3,6",90016|40003|40007|60009|80006|90015|60505020,,,3018|1|2,5|3180001,,,,,,,,,,,,,,,,,,,,,0,100,306474,1,1.44.0,184,,
1140001,大会员购买（1个月）,1,17,1,0,当 玩家 购买1个月大会员,8,暂时不要,60009|40003,,,,0|60009,,,,,,,,,,,,,,,,,,,,,6,,,,1.42.0,185,,
1140002,大会员购买（3个月）,1,17,1,0,当 玩家 购买3个月大会员,8,暂时不要,60009|40003,,,,0|60009,,,,,,,,,,,,,,,,,,,,,6,,,,1.42.0,186,,
1140003,任意玩家购买或提取开发者商店道具,1,17,1,,当 玩家 购买或提取开发者商店道具,8,-1,90014|60009|40003|60505020,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1.42.0,187,,
60105003,对象被创建、生物创建、玩家创建、投掷物创建、掉落物创建、实体创建、区域创建,1,31,1,0,当 %1 被创建,31,"3,6",80006|80008|40003|60009|60505007|90016|60526001|90015|60510001|40022|60505020,,,3030|1|2,5|3300002,,,,,,,,,,,,,,,,,,,,,0,,306475,1,1.44.0,188,,
60101001,当对象的当前组件属性发生改变,1,31,1,1,当%1的当前组件%2的%3发生改变时,11,"0,1,2,3,4,6,14,16",,,,1048|1|0,,3002|0|0,,3003|0|0,,,,,,,,,,,,,,,,,,,100,,,1.44.0,189,,
60101003,当此组件卸载时,1,31,1,0,当此组件卸载时,31,"0,1,2,4,6,14,16,1001",80006|80008|40003|60009|60505007|90016|60526001|90015,,,,,,,,,,,,,,,,,,,,,,,,,,100,306476,1,1.44.0,190,,
60105001,当对象发生碰撞,1,31,1,1,当 %1和%2 %3,31,"3,6",80006|80008|40003|60009|60505007|90016|60526001|90015|80007|60526001|60526002|60010|80007|80009|60505007|60505008|60506008|60506007|60505020,,,3030|1|2,5|3300001,3030|1|2,5|3300001,3035|1|2,5|3350001,,,,,,,,,,,,,,,,,0,,306477,1,1.44.0,191,,
60105002,当对象进入区域,1,31,1,1,当 %1 %2 %3,31,"3,6",80006|80008|40003|60009|60505007|90016|60526001|90015|60505020,,,3030|1|2,5|3300001,3025|1|2,5|3250001,3016|1|0,,,,,,,,,,,,,,,,,,0,,306815,1,1.44.0,192,,
60105004,当此对象播放动画时,1,31,1,1,当此对象播放动作时,31,"0,1,2,4,14,16,1001",80006|80008|40003|60009|60505007|90016|60526001|90015|60502005|60505020,,,,,,,,,,,,,,,,,,,,,,,,,,,306816,1,1.44.0,193,,
60106002,当角色攻击|击败目标,1,32,1,1,当 %1 %2,32,"3,6",80006|60009|60506007|40003|60010|80007|80009|40023|60506008|60505020,,,3022|1|2,5|3220001,3026|1|2,5|3260001,,,,,,,,,,,,,,,,,,,0,,306817,1,1.44.0,194,,
60106502,当此角色进行攻击,1,32,1,0,当 此角色%1,32,"1,2,1001,",80006|60009|60506007|40003|60010|80007|80009|40023|60506008|60505020,,,3026|1|2,5|3260001,,,,,,,,,,,,,,,,,,,,,0,,306818,1,1.44.0,195,,
60106013,此角色被玩家点击,1,32,1,0,当 此角色 被玩家点击,32,"1,2,1001,",60506007|60009|80006|40003|60010|80007|60505020,,,,,,,,,,,,,,,,,,,,,,,,,0,,306819,1,1.44.0,196,,
60106010,此角色发生碰撞,1,32,1,0,当 此角色和%1 %2,32,"1,2",60506007|60009|80006|40003|60010|80007|60505020,,,3030|1|2,5|3300001,3035|1|2,5|3350001,,,,,,,,,,,,,,,,,,,0,,306028,1,1.44.0,197,,
60106001,当角色被攻击|被击败,1,32,1,1,当 %1 %2,32,"3,6",40003|60009|80006|60506007|60010|80007|60506008|80008|60505020,,,3022|1|2,5|3220001,3023|1|2,5|3230001,,,,,,,,,,,,,,,,,,,0,100,306820,1,1.44.0,198,,
60106501,当此角色被攻击,1,32,1,0,当 此角色 %1,32,"1,2,1001,",40003|60009|80006|60506007|60010|80007|60506008|80008|60505020,,,3023|1|2,5|3230001,,,,,,,,,,,,,,,,,,,,,0,100,306821,1,1.44.0,199,,
60106005,当角色属性改变,1,32,1,1,当 %1 的%2属性改变,32,"3,6",80006|60009|40003|60506007|60505020|60501056,,,3022|1|2,5|3220001,3104|1|2,5|4040001,,,,,,,,,,,,,,,,,,,0,,306822,1,1.44.0,200,,
60106801,当此角色属性改变,1,32,1,0,当 此角色 的%1属性改变,32,"1,2,1001,",80006|60009|40003|60506007|60505020|60501056,,,3104|1|2,5|4040001,,,,,,,,,,,,,,,,,,,,,0,,306823,1,1.44.0,201,,
60106009,当角色权限改变,1,32,1,1,当 %1%2权限发生改变,32,"3,6",40003|60506007|60009|80006|60501013|60505020,,,3022|1|2,5|3220001,3108|1|2,5|4080001,,,,,,,,,,,,,,,,,,,0,,306478,1,1.44.0,202,,
60106509,当此角色权限改变,1,32,1,0,当 此角色 %1权限发生改变,32,"1,2,1001,",40003|60506007|60009|80006|60501013|60505020,,,3108|1|2,5|4080001,,,,,,,,,,,,,,,,,,,,,0,,306479,1,1.44.0,203,,
60106004,当角色获得状态,1,32,1,1,当 %1 %2 状态,32,"3,6",40003|40006|60506007|60009|80006|60505020,,,3022|1|2,5|3220001,3029|1|2,5|3290001,,,,,,,,,,,,,,,,,,,0,,306480,1,1.44.0,204,,
60106504,此角色获得|失去状态,1,32,1,1,当 此角色%1 状态,3,"1,2,1001,",40003|40006|60506007|60009|80006|60505020,,,3029|1|2,5|3290001,,,,,,,,,,,,,,,,,,,,,0,100,306481,1,1.44.0,205,,
60106006,当角色举起角色,1,32,1,1,当 %1 %2 %3,32,"3,6",80006|60009|60506007|40003|60010|80007|80009|60506008|60505020,,,3022|1|2,5|3220001,3117|1|2,5|4170001,3022|1|2,5|3220001,,,,,,,,,,,,,,,,,0,,,,1.46.0,206,,
60132016,角色骑乘,1,32,1,0,当%1 骑乘坐骑/载具,3,"3,6",60009|40003|80007|80009|60505020,,,3022|1|2,5|3220001,,,,,,,,,,,,,,,,,,,,,0,,306211,1,1.42.0,207,,
60132017,角色取消骑乘,1,32,1,0,当 %1 取消骑乘,3,"3,6",60009|40003|80007|80009|60505020,,,3022|1|2,5|3220001,,,,,,,,,,,,,,,,,,,,,0,100,306212,1,1.42.0,208,,
60132516,此角色骑乘,1,32,1,0,当 此角色 骑乘坐骑/载具,3,"1,2,1001,",60009|40003|80007|80009|60505020,,,,,,,,,,,,,,,,,,,,,,,,,0,,306211,1,1.42.0,209,,
60132517,此角色取消骑乘,1,32,1,0,当 此角色 取消骑乘,3,"1,2,1001,",60009|40003|80007|80009|60505020,,,,,,,,,,,,,,,,,,,,,,,,,0,100,306212,1,1.42.0,210,,
60106007,当角色主模型改变,1,32,1,1,当 %1 的主模型改变,32,"3,6",80006|60009|40003|60506007|60505020,,,3022|1|2,5|3220001,,,,,,,,,,,,,,,,,,,,,0,,306822,1,1.56.0,200,,
60103008,当玩家运动状态发生改变,1,3,1,1,当 玩家%1,3,暂时不要,40003|60505007|60009|80006|60501013|60505020,,,3111|1|2,5|4110002,,,,,,,,,,,,,,,,,,,,,,,306482,1,1.44.0,211,,
60103009,当玩家运动状态发生改变,1,3,1,1,当 玩家%2%1,3,"3,6",40003|60505007|60009|80006|60501013|60505020,,,3111|1|2,5|4110002,3025|1|2,5|3250001,,,,,,,,,,,,,,,,,,,,,306482,1,1.44.0,211,,
60103508,当此玩家运动状态发生改变,1,3,1,0,当 此玩家%1,32,暂时不要,40003|60505007|60009|80006|60501013|60505020,,,3111|1|2,5|4110002,,,,,,,,,,,,,,,,,,,,,,,306483,1,1.44.0,212,,
60103509,当此玩家运动状态发生改变,1,3,1,0,当 此玩家%2%1,32,"2,1001,",40003|60505007|60009|80006|60501013|60505020,,,3111|1|2,5|4110002,3025|1|2,5|3250001,,,,,,,,,,,,,,,,,,,,,306483,1,1.44.0,212,,
1060008,投掷物创建,1,34,1,0,当 投掷物 被创建,34,"3,6",90015|90014|60009|80006|80008|40003|60011|80012|60510001|60505020,,,,,,,,,,,,,,,,,,,,,,,,,0,,306484,1,1.42.0,213,,
1060001,投掷物击中目标,1,34,1,0,当 投掷物 击中任意玩家/生物/方块,34,暂时不要,90015|90014|60010|80007|80009|40003|60011|80012|60510001,,,,,,,,,,,,,,,,,,,,,,,,,0,,306030,1,1.42.0,214,,
60110001,投掷物击中任意对象,1,34,1,0,当 投掷物 击中 %1,34,"3,6",90015|90014|60010|80007|80009|40003|60011|80012|60510001|60505020,,,3028|1|2,5|3280001,,,,,,,,,,,,,,,,,,,,,0,,306485,1,1.44.0,215,,
1060002,投掷物进入区域,1,34,1,0,当 投掷物 进入%1,34,暂时不要,90015|90014|40003|60011|80012|60510001,,,1001|1|0,,,,,,,,,,,,,,,,,,,,,,0,,306387,1,1.42.0,216,,
1060003,投掷物离开区域,1,34,1,0,当 投掷物 离开%1,34,暂时不要,90015|90014|40003|60011|80012|60510001,,,1001|1|0,,,,,,,,,,,,,,,,,,,,,,0,,306388,1,1.42.0,217,,
1060021,当掉落物创建,1,35,1,1,当掉落物以%1被创建,35,"3,6",90016|40003|90014|60505020,,,1100|1|0,5|690004,,,,,,,,,,,,,,,,,,,,,0,,306486,1,1.44.0,218,,
1060022,当掉落物以任意方式被创建,1,35,1,0,当掉落物以任意方式被创建,35,暂时不要,90016|40003|90014,,,,,,,,,,,,,,,,,,,,,,,,,0,100,306394,1,1.42.0,219,,
1060006,掉落物被拾取,1,35,1,0,当 掉落物 被拾取,35,暂时不要,90016|90014|40003,,,,,,,,,,,,,,,,,,,,,,,,,0,,306389,1,1.42.0,220,,
1060007,掉落物消失,1,35,1,0,当 掉落物 消失,35,暂时不要,90016|90014|40003,,,,,,,,,,,,,,,,,,,,,,,,,0,100,306390,1,1.42.0,221,,
60111001,掉落物被拾取,1,35,1,0,当 掉落物 %1,35,"3,6",90016|90014|40003|60009|60505020,,,3039|1|2,5|3390001,,,,,,,,,,,,,,,,,,,,,0,,306487,1,1.44.0,222,,
1060004,掉落物进入区域,1,35,1,0,当 掉落物 进入%1,35,暂时不要,90016|90014|40003,,,1001|1|0,,,,,,,,,,,,,,,,,,,,,,0,,306391,1,1.42.0,223,,
1060005,掉落物离开区域,1,35,1,0,当 掉落物 离开%1,35,暂时不要,90016|90014|40003,,,1001|1|0,,,,,,,,,,,,,,,,,,,,,,0,,306392,1,1.42.0,224,,
2020001,游戏时间,2,2,2,1,%1%2%3,,-1,,1,13,1005|1|0,3|30001,1016|1|2,5|120001,1005|1|0,,,,,,,,,,,,,,,,,,0,,306488,1,1.42.0,225,,
2020003,天气判断,2,2,2,1,%1%2%3,,-1,,1,13,1000|1|0,3|100018,1012|1|2,5|90001,1000|1|0,5|10003,,,,,,,,,,,,,,,,,0,,306489,1,1.42.0,226,,
2020004,重力判断,2,2,2,1,%1%2%3,,-1,,1,13,1005|1|0,3|30003,1016|1|2,5|120001,1005|1|0,,,,,,,,,,,,,,,,,,0,95,306490,1,1.42.0,227,,
60402006,位置所在区域是否加载,2,2,2,1,%1所在区域是否加载，位置在%2,,-1,,1,13,1002|1|0,,3143|1|0,3|60505020,,,,,,,,,,,,,,,,,,,,,,,,,,
60402005,游戏模式判断,2,2,2,1,当前%1%2,,-1,,1,13,3100|1|2,5|4000001,3127|1|2,5|4270001,,,,,,,,,,,,,,,,,,,0,,,1,1.45.0,228,,
60402004,地形组判断,2,2,2,1,%1%2%3,,-1,,1,13,1137|1|0,3|60502002,1012|1|2,5|90001,1137|1|0,5|990010,,,,,,,,,,,,,,,,,0,,,1,1.45.0,229,,
2010005,位置的坐标值,2,2,2,1,%1%2%3,,-1,,1,13,1005|1|0,3|20006,1016|1|2,5|120001,1005|1|0,,,,,,,,,,,,,,,,,,0,,306491,1,1.42.0,230,,
100006,位置处于区域判断,2,2,2,1,%1%2处于%3中,,-1,,1,13,1002|1|0,,1012|1|2,5|90001,1001|1|0,,,,,,,,,,,,,,,,,,,,306492,1,1.42.0,231,,
2090001,位置与位置之间的距离,2,2,2,1,%1%2%3,,-1,,1,13,1005|1|0,3|100002,1016|1|2,5|120001,1005|1|0,,,,,,,,,,,,,,,,,,0,,306493,1,1.42.0,232,,
2010006,位置与位置的水平角度,2,2,2,1,%1%2%3,,-1,,1,13,1005|1|0,3|60524004,1016|1|2,5|120001,1005|1|0,,,,,,,,,,,,,,,,,,0,,306494,1,1.42.0,233,,
2010007,位置与位置的垂直角度,2,2,2,1,%1%2%3,,暂时不要,,1,13,1005|1|0,3|20008,1016|1|2,5|120001,1005|1|0,,,,,,,,,,,,,,,,,,0,95,,,1.42.0,234,,
2030001,队伍属性判断,2,2,2,1,%1%2%3,,暂时不要,,1,13,1005|1|0,3|40001,1016|1|2,5|120001,1005|1|0,,,,,,,,,,,,,,,,,,0,,,,1.42.0,235,,
60402002,播放动作判断,2,2,2,1,%1%2%3,,-1,,1,13,3112|1|0,2|100100,1012|1|2,5|90001,3112|1|0,2|100100,,,,,,,,,,,,,,,,,,,306495,1,1.44.0,236,,
2140001,状态判断,2,2,2,1,%1%2%3,,-1,,1,13,1037|1|0,3|40006,1012|1|2,5|90001,1037|1|0,2|4001,,,,,,,,,,,,,,,,,0,,306496,1,1.42.0,237,,
