序号,类型（1=富文本，2=图片文件）,富文本,显示时间（tick，-1=无限时间）,底图文件,底图宽度（-1=自适应）,底图高度（-1=自适应）,组（数组，这个气泡id归属的组）,
100953,1,敢来惹事就该有这下场！,100,,100,-1,100953,
100954,1,搞定！这种坏家伙可别想兴风作浪,100,,100,-1,100953,
100955,1,坏东西跑远了，不追啦,100,,100,-1,100955,
100956,1,算你识相，溜得比脱钩的鱼还快,100,,100,-1,100955,
100957,1,主人别怕，这点小风浪我来解决,100,,100,-1,100957,
100958,1,敢动我们渔村的人，接受制裁吧！,100,,100,-1,100957,
100959,1,我的@item_12721#太旧了，你能给我把新的吗？我会报答你的,100,,100,-1,100957,
101099-101399,,冰原 村民,,,,,,
101100,,我要去捕猎啦！,100,,100,-1,101100,
101101,,目标出现！前往狩猎！,100,,100,-1,101100,
101102,,小心！有野外生物入侵了！,100,,100,-1,101100,
101103,,"噜噜噜噜噜...
开始捕猎行动！",100,,100,-1,101100,
101104,,找个箱子存放狩猎品，放哪里好呢？,100,,100,-1,,
101105,,嗨，你在这里干什么呢？,100,,100,-1,101105|101119,
101106,,老远就注意到你了，可以交个朋友吗？,100,,100,-1,101105|101119,
101107,,你好啊，远道而来的冒险家，很高兴认识你！,100,,100,-1,101105|101119,
101108,,你就是那个大名鼎鼎的传奇冒险家吧，太高兴见到你了！,100,,100,-1,101105|101119,
101109,,嘿嘿，能和你一起玩耍吗？,100,,100,-1,101105|101119,
101110,,这是什么东西，看起来很好吃的样子！,100,,100,-1,101110,
101111,,哇，你手上这个东西好香啊~,100,,100,-1,101110,
101112,,你手上的东西有水果冰沙@item_12538#好吃吗？,100,,100,-1,101110,
101113,,你在吃什么呢？,100,,100,-1,101110,
101114,,嘿，我也有一把武器，是我们冰原部落用来狩猎用的,100,,100,-1,,
101115,,哇，你手上这把武器也忒帅了吧！,100,,100,-1,101115,
101116,,这个东西很危险！不用时最好收起来为好,100,,100,-1,101115,
101117,,你要和我一起去捕猎一只雪兔@item_13910#么,100,,100,-1,101115,
101118,,你也会捕猎吗？,100,,101,-1,101115,
101119,,跟我分享一下你最近的冒险故事吧！,100,,100,-1,101119|101145,
101120,,在寒冷的冬天吃上一只烤兔肉@item_12533#，心里也会暖暖的~,100,,100,-1,101119|101145,
101121,,有聚物手套@item_11231#吗，我们一起去滚雪球吧！,100,,100,-1,101119|101145,
101122,,我认为你可能需要一件防寒胸甲@item_12313#,100,,100,-1,101119|101145,
101123,,你有去过雪山顶上吗？眺望整片生灵的感觉,100,,100,-1,101119|101145,
101124,,如果你在雪原探险，一定要小心冰灵守卫@item_13915#！,100,,100,-1,101119|101145,
101125,,你有见过一种会散放冰雾的蘑菇吗？,100,,100,-1,101119|101145,
101126,,传说，在冰原的深处雪山顶，藏着冰陨巨魔！,100,,100,-1,101119|101145,
101127,,你知道庇佑雪莲@item_764#吗？传说长在副雪山峰上,100,,100,-1,101119|101145,
101128,,听村里的阿婆说，用冬温花@item_761#做出的食物可以御寒保温,100,,100,-1,101119|101145,
101129,,听闻在冰原的深处住着一个神秘的冰原商人@item_13012#，你有见过吗？,100,,100,-1,101119|101145,
101130,,你知道藏狐@item_13914#吗？听村子里的人说都没有见过，真好想一睹真容,100,,100,-1,101119|101145,
101131,,广袤无垠的冰原大陆上，时常发生暴风雪，你可要注意小心,100,,100,-1,101119|101145,
101132,,白雪庇护了每一寸土地，净化了每一片生灵，村子因而得到安宁与延续...,100,,100,-1,101119|101145,
101133,,你吃过香煎兔肉@item_12534#么，超级好吃哦！,100,,100,-1,101119|101145,
101134,,击败牦牛@item_13912#获取牦牛肉@item_12535#，晾干后就得到牦牛肉干@item_12537#啦！,100,,100,-1,101119|101145,
101135,,我曾经养过一只小冰熊@item_13820#，后来放归了大自然，因为阿哥说那里才是它的家,100,,100,-1,101119|101145,
101136,,嗯…一种熟悉的感觉，我们是不是哪里见过？,100,,101,-1,101119|101145|101000,
101137,,嗯...我想，你可能是认错人了...,100,,100,-1,101119|101145|101000,
101138,,只要给我一个雪兔皮草@item_12623#，我就可以帮你捕猎哟~,100,,100,-1,101119|101145|101000,
101139,,你知道去哪里弄件雪兔皮草@item_12623#么，听说御冬效果杠杠滴！,100,,100,-1,101119|101145|101000,
101140,,诶？你这家伙，是从哪里冒来的？,100,,100,-1,101119|101145|101000,
101141,,怎么从来没有见过你呢？,100,,100,-1,101119|101145|101000,
101142,,寒冬腊月冻得慌，但是有雪兔皮草@item_12623#就不怕啦,100,,100,-1,101119|101145|101000,
101143,,我最喜欢的就是雪兔皮草了@item_12623#！,100,,100,-1,101119|101145|101000,
101144,,耶？你怎么跟大家不太一样？,100,,100,-1,101119|101145|101000,
101145,,嗨，你最近还好吗？,100,,100,-1,101145,
101146,,嘿，你听说了吗...#@*%$…,100,,100,-1,101145,
101147,,喂喂，你上次偷偷跑哪里去玩啦？,100,,100,-1,101145,
101148,,你怎么在这儿，迷路了吗？,100,,100,-1,101148,
101149,,你这穿着是哪个地方的特色么，好奇怪呀,100,,100,-1,101148,
101150,,你怎么穿这么少啊，不冷么~,100,,100,-1,101148,
101151,,你从哪个地方来的呀？,100,,100,-1,101148,
101152,,快跟我讲讲，你们那里的故事吧！,100,,100,-1,101148,
101153,,暖暖的很安心~,100,,100,-1,101153,
101154,,温暖的火光，让我又充满了力量！,100,,100,-1,101153,
101155,,篝火@item_1200#的余温，让整个人都暖洋洋的~,100,,101,-1,101153,
101156,,今天目标-狩猎一只雪兔@item_13910#,100,,100,-1,101156,
101157,,今天目标-狩猎一只耗牛@item_13912#,100,,100,-1,101156,
101158,,哪里可以找到冰熊@item_13412#呢？,100,,100,-1,101156,
101159,,哪里可以找到企鹅@item_13409#呢？,100,,100,-1,101156,
101160,,好想来一碗热气腾腾的一碗熟米饭@item_12529#,100,,100,-1,101156,
101161,,村子外面会是什么样子的呢？,100,,100,-1,101156,
101162,,谁来教教我怎么堆雪人啊？,100,,100,-1,101156,
101163,,村子常常受到野外生物的侵袭，得注重起来了！,100,,100,-1,101156,
101164,,真希望每天都能像今天一样祥和安宁~,100,,100,-1,101156,
101165,,嗯~真是悠闲又自在~,100,,100,-1,101156|101172,
101166,,有人跟我聊聊天吗？,100,,100,-1,101156|101172,
101167,,真是奇怪...,100,,100,-1,101156|101172,
101168,,好无聊啊...,100,,100,-1,101156|101172,
101169,,阿巴阿巴，怎么还没到吃饭时间~,100,,100,-1,101156|101172,
101170,,嗯...接下来要干些什么呢？,100,,100,-1,101156|101172,
101171,,诶，这是什么东西？,100,,100,-1,101156|101172,
101172,,村庄外的世界原来是这个样子的,100,,100,-1,101172,
101173,,喔~这里还从来没来过呢,100,,100,-1,101172,
101174,,这里是哪里呢？,100,,101,-1,101172,
101175,,我又找不到回家的路了，呜呜~,100,,100,-1,101172,
101176,,我好像，在野外迷路了！,100,,100,-1,101172,
101500-101699,,小孩,,,,,,
101501,1,睡饱啦！今天玩什么好呢？,100,,100,-1,101501,
101502,1,耶！新的一天开始啦！,100,,100,-1,101501,
101503,1,不知道他们起床没，找他们玩去。,100,,100,-1,101501,
101504,1,今天会发生什么有趣的事呢？,100,,100,-1,101501,
101505,1,昨晚做了个恶梦，吓死我了…………,100,,100,-1,101501,
101506,1,咦！我怎么记不起昨天的梦是了？,100,,100,-1,101501,
101507,1,嘿嘿，今天去哪儿探险好呢？,100,,100,-1,101501,
101508,1,我好像迷路了，你能带我到村庄吗？,100,,100,-1,101508,
101509,1,你的衣服真漂亮！是哪里买的？,100,,100,-1,101509,
101510,1,那个……好吃吗？,100,,100,-1,101509,
101511,1,嘿！一起玩吧！,100,,100,-1,101509,
101512,1,你从哪儿来呀？能跟我讲讲外面的故事吗？,100,,100,-1,101509,
101513,1,快来看我发现的好东西！,100,,100,-1,101509,
101514,1,我能跟着你走一会儿吗？就一会儿……,100,,100,-1,101509,
101515,1,你看起来……很厉害的样子……（小声）,100,,100,-1,101509,
101516,1,你累不累？要不要坐下来休息？,100,,100,-1,101509,
101517,1,哇！你身后有只大怪物！（骗你的啦~）,100,,100,-1,101509,
101518,1,我告诉你一个秘密……其实我是#￥%&*,100,,100,-1,101509,
101519,1,你相信世界上有（奇幻生物）吗？我觉得它们一定存在！,100,,100,-1,101509,
101520,1,这里有什么好玩的呢？,100,,100,-1,101520,
101521,1,唔……好吃……,100,,100,-1,101520,
101522,1,影子变短了……是不是该回家啦？,100,,100,-1,101520,
101523,1,如果我有只小狗，现在就在这儿陪我散步了。,100,,100,-1,101520,
101524,1,把松果放在这条路中间，看谁会踩到～,100,,100,-1,101520,
101525,1,带我一起玩嘛！,100,,100,-1,101520,
101526,1,等等我呀～,100,,100,-1,101525,
101527,1,你去哪儿？我也要去！,100,,100,-1,101525,
101528,1,你……你打不赢我的！,100,,100,-1,101528,
101529,1,我比你还厉害呢！,100,,100,-1,101528,
101530,1,哼，我才不怕！,100,,100,-1,101528,
101531,1,你别跑呀！,100,,100,-1,101531,
101532,1,是不是怕我啦？哈哈哈！,100,,100,-1,101531,
101533,1,我还会追上你的！,100,,100,-1,101531,
101534,1,谁在打我！好痛！,100,,100,-1,101534,
101535,1,谁欺负我！我要还手啦！,100,,100,-1,101534,
101536,1,不许打我！我要告诉妈妈！,100,,100,-1,101534,
101537,1,不许欺负哥哥姐姐们！,100,,100,-1,101537,
101538,1,我来帮你！,100,,100,-1,101537,
101539,1,我们一起打败他！,100,,100,-1,101537,
101540,1,别怕！我在这里！,100,,100,-1,101537,
101541,1,我们一起战斗吧！,100,,100,-1,101537,
101542,1,唔……好吃……（咂嘴）,100,,100,-1,101542,
101543,1,赢了！我是第一！,100,,100,-1,101542,
101544,1,是我的……我的奖品……,100,,100,-1,101542,
101545,1,巨人……绿色的巨人……,100,,100,-1,101542,
101546,1,怪物……床底下有……（发抖）,100,,100,-1,101542,
101547,1,他们的@item_12054#真好玩！,100,,100,-1,101509,
101548,1,好想也有个@item_12054#一起玩呀。,100,,100,-1,101509,
101700-101899,,助手萌宝,,,,,,
101701,1,你等等，上次合成的物品我都丢给你吧。,100,,100,-1,101701,丢出上次目标时说的话
101702,1,你等等啊，上次那玩意儿我还留着呢……接好！,100,,100,-1,101701,
101703,1,正好清清背包，上次做的这个给你啦！别嫌旧啊！,100,,100,-1,101701,
101704,1,上次留下的材料，我放到箱子里先。,100,,100,-1,101701,材料放入箱子时说的话
101705,1,新活儿来咯！看我用三秒冲到合成台！,100,,100,-1,101705,助手接收到消息后，要去合成物品前说的话
101706,1,材料材料…配方配方…这次要来个大的！,100,,100,-1,101705,
101707,1,等我做出来，一定闪瞎所有人的眼！,100,,100,-1,101705,
101708,1,合成台怎么放这么远…我要申请搬家！,100,,100,-1,101705,
101709,1,前面的帅哥/美女别走啦！新鲜出炉的宝贝来咯！,300,,100,-1,101709,完成合成后以到玩家身边时说的话
101710,1,来了来了！热乎的！刚出炉的！,300,,100,-1,101709,
101711,1,别跑别跑！东西做好了！我追得好辛苦啊～,300,,100,-1,101709,
101712,1,找不到人，东西我都放箱子里吧。,300,,100,-1,,找不到玩家，将物品放到箱子里
101713,1,材料啥都没有合成不了啊~~~,100,,100,-1,101713,没有材料时
101714,1,什么鬼都没有！这怎么搞？不干了不干了！,100,,100,-1,101713,
101715,1,材料箱比我的口袋还干净…今天放假！,100,,100,-1,101713,
101716,1,没有材料我就是个摆设！我要去睡觉了，哼！,100,,100,-1,101713,
101717,1,这么大个村，连个工匠台@item_797#都没有，这活干不了。,100,,100,-1,101717,没有合成台时
101718,1,工匠台呢？我那么大一个工匠台呢？谁偷了？！,100,,100,-1,101717,
101719,1,这不能怪我啊！是工匠台自己长腿跑了！,100,,100,-1,101717,
101720,1,要不…咱们今天跳过合成这一步？直接变出来？,100,,100,-1,101717,
101721,1,当当当当～瞧瞧这宝贝，我做的！,100,,100,-1,101721,合成成功后
101722,1,这光泽，这质感，完美！不愧是我～,100,,100,-1,101721,
101723,1,怎么样？厉害吧？夸我夸我！,100,,100,-1,101721,
101724,1,好无聊啊…怎么还没活儿…我要长蘑菇了…,100,,100,-1,101724,闲逛待机
101725,1,要不要偷偷改一下配方？…算了，上次炸得够惨。,100,,100,-1,101724,
101726,1,老板～理理我嘛～给我点事做，不然我可要恶作剧了哦！,100,,100,-1,101724,
101727,1,这东西没法合成,100,,100,-1,,
101728,1,给我工匠台@item_797#，我可以帮你制造东西。,100,,100,-1,101728,
101729,1,谁给我工匠台@item_797#，我就是谁的小弟。,100,,100,-1,101728,
101730,1,老大，给我一个工匠台@item_797#，我就可以帮你制造东西。,100,,100,-1,101728,
101731,1,可以给我一个@item_200141#吗，我可以帮你干活,100,,100,-1,101731,
101732,1,我最喜欢@item_200141#了，要是有一个就好了,100,,100,-1,101731,
101900-102099,,草原村民,,,,,,
101901,1,警告！有怪物入侵村庄！,100,,100,-1,101901,
101902,1,你不该闯进来的！,100,,100,-1,101901,
101903,1,坏东西竟敢踏进来，找打！,100,,100,-1,101901,
101904,1,不知天高地厚的怪物！,100,,100,-1,101901,
101905,1,这里不是你撒野的地方，看打!,100,,100,-1,101901,
101906,1,草原的规矩就是揍跑入侵者！,100,,100,-1,101901,
101907,1,我来维护村庄安宁,100,,100,-1,101901,
101908,1,看你伤的不轻，我来给你疗疗伤，别担心,100,,100,-1,101908,
101909,1,坚持住，有我在，马上就能恢复力气啦！,100,,100,-1,101908,
101910,1,你的安危交给我，闭上眼睛感受治愈的温柔,100,,100,-1,101908,
101911,1,能量已注入，你的伤痛正在消散,100,,100,-1,101911,
101912,1,伤口正在愈合，再检查一下,100,,100,-1,101911,
101913,1,让治愈的微光抚平你的伤口,100,,100,-1,101911,
101914,1,嘿朋友，今天过的怎么样？,100,,100,-1,101914,
101915,1,咱这大草原，四季气候宜人,100,,100,-1,101914,
101916,1,@item_13284#喂饱后要等段时间才能继续投喂，最多能养到原来两倍大哦！,100,,100,-1,101914,
101917,1,前阵子囤的@item_150932#可派上大用场了，瞧瞧这里的草长得多旺盛,100,,100,-1,101914,
101918,1,来客啦！草原的风没把你吹着吧！,100,,100,-1,101914,
101919,1,嘿！老远就瞅见你了，这是要往哪去？,100,,100,-1,101914,
101920,1,草原的路，走的越久，越觉得有意思,100,,100,-1,101914,
101921,1,瞧你这架势，是来草原寻什么宝贝？,100,,100,-1,101914,
101922,1,抱歉，治愈之力还在恢复，你再稍等片刻！,100,,100,-1,101922,
101923,1,刚才消耗过大，暂时没法为你疗伤！,100,,100,-1,101922,
101924,1,疗伤的劲还没缓过来，在等一阵就能帮你啦！,100,,100,-1,101922,
101925,1,草原的夜色美的很，要是不着急走，不妨留一晚看看,100,,100,-1,101925,
101926,1,真是一个俊俏秀气的冒险家,100,,100,-1,101925,
101927,1,谁说牛听不懂音乐，我家的@item_13290#就喜欢听我弹琴,100,,100,-1,101925,
101928,1,尝试给@item_13292#装饰点花朵，立马变得可爱多了,100,,100,-1,101925,
101929,1,你这衣裳真好看，跟草原上的野花似得,100,,100,-1,101925,
101930,1,咱们这的人，日子过得慢，却也踏实,100,,100,-1,101925,
101931,1,你这行囊鼓鼓的，装的都是什么好东西？,100,,100,-1,101925,
101932,1,如果在野外战斗受伤了，就来村庄里找我治疗,100,,100,-1,101925,
101933,1,我出来找走失的羊，迷了回家的路！,100,,100,-1,101933,
101934,1,草原太大，绕晕了，你能捎我回去吗？,100,,100,-1,101933,
101935,1,你回村的话，带我一块走好不好？,100,,100,-1,101933,
101936,1,@item_13286#非常护崽，不要轻易攻击它们的幼崽,100,,100,-1,101914,
101937,1,给@item_13288#挤完奶后，得让它歇上一阵子，还得多喂些草料帮它恢复体力，这样下次才能接着挤奶。,100,,100,-1,101914,
101938,1,@item_13284#只要体力足，那体型越壮，睡醒了拉的@item_11311#就越多，错不了！,100,,100,-1,101914,
101939,1,农作物种植在@item_4#旁边，生长更快哦！,100,,100,-1,101914,
101940,1,挤完@item_13290#的奶，要留出一段休养时间，并且多加喂食帮它恢复元气，这样下次才能顺利挤奶。,100,,100,-1,101925,
101941,1,@item_13292#薅完毛可得歇阵子，得等毛重新长出来，这期间还得喂饱咯，让它攒足力气！,100,,100,-1,101925,
