id,特效名,备注,插件库开放[0代表不开放，1=开放 ],触发器开放[0代表不开放，1=开放 ],分类（1=烟雾 2=爆炸 3=光效 4=粒子 5=火焰 6=环境 7=提示）,特效类型（1=ent类型 2=emo类型 3=两者都有 4=prefab类型）,播放模式（1=循环播放，2=播放后结束，3=播放后停留）,播放时长（单位秒，对非循环生效）(弃用),特效路径,音效名称,图标名字
2703,mob_100068_hq2,,0,0,7,2,2,10,mob_100068_hq2,,
2704,mob_100068_hq3,,0,0,7,2,2,10,mob_100068_hq3,,
2705,mob_100068_hq4,,0,0,7,2,2,10,mob_100068_hq4,,
2706,mob_100068_hq5,,0,0,7,2,2,10,mob_100068_hq5,,
2707,mob_100068_xr,,0,0,7,2,2,10,mob_100068_xr,,
2708,mob_100068_zh,,0,0,7,2,2,10,mob_100068_zh,,
2709,nianshou_huoyan1,,0,0,7,2,2,10,nianshou_huoyan1,,
2710,nianshou_huoyan2,,0,0,7,2,2,10,nianshou_huoyan2,,
2711,nianshou_paoxiao,,0,0,7,2,2,10,nianshou_paoxiao,,
2712,Note91,,0,0,7,2,2,10,Note91,,
2713,Note92,,0,0,7,2,2,10,Note92,,
2714,protection,,0,0,7,2,2,10,protection,,
2715,Rainbow93,,0,0,7,2,2,10,Rainbow93,,
2716,reward,,0,0,7,2,2,10,reward,,
2717,reward00,,0,0,7,2,2,10,reward00,,
2718,reward02,,0,0,7,2,2,10,reward02,,
2719,reward2,,0,0,7,2,2,10,reward2,,
2720,reward03,,0,0,7,2,2,10,reward03,,
2721,reward3,,0,0,7,2,2,10,reward3,,
2722,reward04,,0,0,7,2,2,10,reward04,,
2723,reward4,,0,0,7,2,2,10,reward4,,
2724,sandworm_gun_growl,,0,0,7,2,2,10,sandworm_gun_growl,,
2725,screw_fly,,0,0,7,2,2,10,screw_fly,,
2726,sea_01_bianshen,,0,0,7,2,2,10,sea_01_bianshen,,
2727,sea_03_fumo,,0,0,7,2,2,10,sea_03_fumo,,
2728,sea_06_zidan,,0,0,7,2,2,10,sea_06_zidan,,
2729,sea_09_huahuanpohuai,,0,0,7,2,2,10,sea_09_huahuanpohuai,,
2730,sea_24_dianji,,0,0,7,2,2,10,sea_24_dianji,,
2731,sea_26_flight,,0,0,7,2,2,10,sea_26_flight,,
2732,sea_31_qianfu,,0,0,7,2,2,10,sea_31_qianfu,,
2733,sea_32_fire ,,0,0,7,2,2,10,sea_32_fire ,,
2734,sea_33_fire ,,0,0,7,2,2,10,sea_33_fire ,,
2735,sea_34_fire ,,0,0,7,2,2,10,sea_34_fire ,,
2736,sea_38_kongqiqiu,,0,0,7,2,2,10,sea_38_kongqiqiu,,
2737,sea_41_dianji,,0,0,7,2,2,10,sea_41_dianji,,
2738,Shoot103,,0,0,7,2,2,10,Shoot103,,
2739,shop_unlock_05,,0,0,7,2,2,10,shop_unlock_05,,
2740,shop_unlock_zi,,0,0,7,2,2,10,shop_unlock_zi,,
2741,shou02,,0,0,7,2,2,10,shou02,,
2742,skin80_body,,0,0,7,2,2,10,skin80_body,,
2743,skin80_showup,,0,0,7,2,2,10,skin80_showup,,
2744,skin81_body,,0,0,7,2,2,10,skin81_body,,
2745,skin81_showup,,0,0,7,2,2,10,skin81_showup,,
2746,skin82_body,,0,0,7,2,2,10,skin82_body,,
2747,skin82_showup,,0,0,7,2,2,10,skin82_showup,,
2748,Star159,,0,0,7,2,2,10,Star159,,
2749,start150,,0,0,7,2,2,10,start150,,
2750,Sunshine93,,0,0,7,2,2,10,Sunshine93,,
2751,swan_fly,,0,0,7,2,2,10,swan_fly,,
2752,tear,,0,0,7,2,2,10,tear,,
2753,Throw172,,0,0,7,2,2,10,Throw172,,
2754,ui_3898_1,,0,0,7,2,2,10,ui_3898_1,,
2755,ui_penqi,,0,0,7,2,2,10,ui_penqi,,
2756,Wings124,,0,0,7,2,2,10,Wings124,,
2757,zipinzhi_1,,0,0,7,2,2,10,zipinzhi_1,,
2758,zipinzhi_2,,0,0,7,2,2,10,zipinzhi_2,,
2759,zipinzhi_3,,0,0,7,2,2,10,zipinzhi_3,,
2760,zipinzhi_4,,0,0,7,2,2,10,zipinzhi_4,,
2761,zipinzhi_5,,0,0,7,2,2,10,zipinzhi_5,,
2762,zipinzhi_6,,0,0,7,2,2,10,zipinzhi_6,,
2763,128_yanhua1,,0,0,7,1,2,10,128_yanhua1,,
2764,128_yanhua2,,0,0,7,1,2,10,128_yanhua2,,
2765,916_experience_1,,0,0,7,1,2,10,916_experience_1,,
2766,12754,,0,0,7,1,2,10,12754,,
2767,12837,,0,0,7,1,2,10,12837,,
2768,12839,,0,0,7,1,2,10,12839,,
2769,140047_3,,0,0,7,1,2,10,140047_3,,
2770,140048_3,,0,0,7,1,2,10,140048_3,,
2771,140049_3,,0,0,7,1,2,10,140049_3,,
2772,140050_3,,0,0,7,1,2,10,140050_3,,
2773,140051_3,,0,0,7,1,2,10,140051_3,,
2774,140052_3,,0,0,7,1,2,10,140052_3,,
2775,140053_3,,0,0,7,1,2,10,140053_3,,
2776,140054_3,,0,0,7,1,2,10,140054_3,,
2777,140055_3,,0,0,7,1,2,10,140055_3,,
2778,140061_3,,0,0,7,1,2,10,140061_3,,
2779,140077_3,,0,0,7,1,2,10,140077_3,,
2780,140078_3,,0,0,7,1,2,10,140078_3,,
2781,140083_3,,0,0,7,1,2,10,140083_3,,
2782,140084_3,,0,0,7,1,2,10,140084_3,,
2783,140085_3,,0,0,7,1,2,10,140085_3,,
2784,140089_3,,0,0,7,1,2,10,140089_3,,
2785,140102_3,,0,0,7,1,2,10,140102_3,,
2786,140105_3,,0,0,7,1,2,10,140105_3,,
2787,140107_3,,0,0,7,1,2,10,140107_3,,
2788,140109_3,,0,0,7,1,2,10,140109_3,,
2789,140110_3,,0,0,7,1,2,10,140110_3,,
2790,140112_3,,0,0,7,1,2,10,140112_3,,
2791,140114_3,,0,0,7,1,2,10,140114_3,,
2792,140118_3,,0,0,7,1,2,10,140118_3,,
2793,140119_3,,0,0,7,1,2,10,140119_3,,
2794,140121_3,,0,0,7,1,2,10,140121_3,,
2795,140125_4,,0,0,7,1,2,10,140125_4,,
2796,140126_3,,0,0,7,1,2,10,140126_3,,
2797,140127_3,,0,0,7,1,2,10,140127_3,,
2798,140128_3,,0,0,7,1,2,10,140128_3,,
2799,140129_3,,0,0,7,1,2,10,140129_3,,
2800,140130_3,,0,0,7,1,2,10,140130_3,,
2801,140131_3,,0,0,7,1,2,10,140131_3,,
2802,140132_3,,0,0,7,1,2,10,140132_3,,
2803,140133_3,,0,0,7,1,2,10,140133_3,,
2804,140134_3,,0,1,7,1,2,10,140134_3,,
2805,140138_3,,0,0,7,1,2,10,140138_3,,
2806,140146_3,,0,0,7,1,2,10,140146_3,,
2807,140148_3,,0,0,7,1,2,10,140148_3,,
2808,140149_3,,0,0,7,1,2,10,140149_3,,
2809,140153_3,,0,0,7,1,2,10,140153_3,,
2810,140154_3,,0,0,7,1,2,10,140154_3,,
2811,140159_3,,0,0,7,1,2,10,140159_3,,
2812,140160_3,,0,0,7,1,2,10,140160_3,,
2813,140166_3,,0,0,7,1,2,10,140166_3,,
2814,140170_3,,0,0,7,1,2,10,140170_3,,
2815,140171_3,,0,0,7,1,2,10,140171_3,,
2816,140176_3,,0,0,7,1,2,10,140176_3,,
2817,140180_3,,0,0,7,1,2,10,140180_3,,
2818,140181_3,,0,0,7,1,2,10,140181_3,,
2819,140184_3,,0,0,7,1,2,10,140184_3,,
2820,140185_3,,0,0,7,1,2,10,140185_3,,
2821,140186_3,,0,0,7,1,2,10,140186_3,,
2822,140187_3,,0,0,7,1,2,10,140187_3,,
2823,140191_3,,0,0,7,1,2,10,140191_3,,
2824,140196_3,,0,0,7,1,2,10,140196_3,,
2825,140198_3,,0,0,7,1,2,10,140198_3,,
2826,140200_3,,0,0,7,1,2,10,140200_3,,
2827,140201_3,,0,0,7,1,2,10,140201_3,,
2828,140204_3,,0,0,7,1,2,10,140204_3,,
2829,140205_3,,0,0,7,1,2,10,140205_3,,
2830,140211_3,,0,0,7,1,2,10,140211_3,,
2831,140218_3,,0,0,7,1,2,10,140218_3,,
2832,140219_3,,0,0,7,1,2,10,140219_3,,
2833,140220_3,,0,0,7,1,2,10,140220_3,,
2834,140222_3,,0,0,7,1,2,10,140222_3,,
2835,140229_3,,0,0,7,1,2,10,140229_3,,
2836,140232_3,,0,0,7,1,2,10,140232_3,,
2837,140233_3,,0,0,7,1,2,10,140233_3,,
2838,140245_3,,0,0,7,1,2,10,140245_3,,
2839,140248_3,,0,0,7,1,2,10,140248_3,,
2840,140250_3,,0,0,7,1,2,10,140250_3,,
2841,140257_3,,0,0,7,1,2,10,140257_3,,
2842,140260_3,,0,0,7,1,2,10,140260_3,,
2843,140267_3,,0,0,7,1,2,10,140267_3,,
2844,140282_2,,0,0,7,1,2,10,140282_2,,
2845,140282_3,,0,0,7,1,2,10,140282_3,,
2846,140292_3,,0,0,7,1,2,10,140292_3,,
2847,140293_3,,0,0,7,1,2,10,140293_3,,
2848,140298_3,,0,0,7,1,2,10,140298_3,,
2849,140309_3,,0,0,7,1,2,10,140309_3,,
2850,140310_3,,0,0,7,1,2,10,140310_3,,
2851,140313_3,,0,0,7,1,2,10,140313_3,,
2852,140321_3,,0,0,7,1,2,10,140321_3,,
2853,140322_3,,0,0,7,1,2,10,140322_3,,
2854,140323_3,,0,0,7,1,2,10,140323_3,,
2855,150012_3,,0,0,7,1,2,10,150012_3,,
2856,150015_3,,0,0,7,1,2,10,150015_3,,
2857,150018_3,,0,0,7,1,2,10,150018_3,,
2858,150021_3,,0,0,7,1,2,10,150021_3,,
2859,150024_3,,0,0,7,1,2,10,150024_3,,
2860,150027_3,,0,0,7,1,2,10,150027_3,,
2861,150030_3,,0,0,7,1,2,10,150030_3,,
2862,150033_3,,0,0,7,1,2,10,150033_3,,
2863,150036_3,,0,0,7,1,2,10,150036_3,,
2864,150039_3,,0,0,7,1,2,10,150039_3,,
2865,150042_3,,0,0,7,1,2,10,150042_3,,
2866,150045_3,,0,0,7,1,2,10,150045_3,,
2867,150048_3,,0,0,7,1,2,10,150048_3,,
2868,150072_3,,0,0,7,1,2,10,150072_3,,
2869,150075_3,,0,0,7,1,2,10,150075_3,,
2870,150078_3,,0,0,7,1,2,10,150078_3,,
2871,150081_3,,0,0,7,1,2,10,150081_3,,
2872,150084_3,,0,0,7,1,2,10,150084_3,,
2873,150087_3,,0,0,7,1,2,10,150087_3,,
2874,150090_3,,0,0,7,1,2,10,150090_3,,
2875,150093_3,,0,0,7,1,2,10,150093_3,,
2876,150096_3,,0,0,7,1,2,10,150096_3,,
2877,absorb_claws,,0,0,7,1,2,10,absorb_claws,,
2878,aotu_xun,,0,1,7,1,2,10,aotu_xun,,
2879,bilu_wood,,0,0,7,1,2,10,bilu_wood,,
2880,boli,,0,0,7,1,2,10,boli,,
2881,boli2,,0,0,7,1,2,10,boli2,,
2882,boss_10068_chlz,,0,0,7,1,2,10,boss_10068_chlz,,
2883,boss_10068_delivery,,0,0,7,1,2,10,boss_10068_delivery,,
2884,bossblock1_room,,0,0,7,1,2,10,bossblock1_room,,
2885,Break107,,0,0,7,1,2,10,Break107,,
2886,crab_destroy,,0,0,7,1,2,10,crab_destroy,,
2887,cursestone,,0,0,7,1,2,10,cursestone,,
2888,Delivery158,,0,0,7,1,2,10,Delivery158,,
2889,Delivery159,,0,0,7,1,2,10,Delivery159,,
2890,feng_1,,0,0,7,1,2,10,feng_1,,
2891,glow,,0,0,7,1,2,10,glow,,
2892,gu_omod,,0,0,7,1,2,10,gu_omod,,
2893,hand2,,0,0,7,1,2,10,hand2,,
2894,home_pollen,,0,0,7,1,2,10,home_pollen,,
2895,home_pollen1,,0,0,7,1,2,10,home_pollen1,,
2896,horse_3454_1,,0,0,7,1,2,10,horse_3454_1,,
2897,horse_3454_2,,0,0,7,1,2,10,horse_3454_2,,
2898,horse_3478_callstar_fire,,0,0,7,1,2,10,horse_3478_callstar_fire,,
2899,huoyan_long,,0,0,7,1,2,10,huoyan_long,,
2900,item_584,,0,0,7,1,2,10,item_584,,
2901,item_1168,,0,0,7,1,2,10,item_1168,,
2902,item_1200_aroma,,0,0,7,1,2,10,item_1200_aroma,,
2903,item_1200_bigfire,,0,0,7,1,2,10,item_1200_bigfire,,
2904,item_1200_middlefire,,0,0,7,1,2,10,item_1200_middlefire,,
2905,item_1200_smallfire,,0,0,7,1,2,10,item_1200_smallfire,,
2906,item_1200_smoke,,0,0,7,1,2,10,item_1200_smoke,,
2907,item_1200_spark,,0,0,7,1,2,10,item_1200_spark,,
2908,item_11582_tuowei,,0,0,7,1,2,10,item_11582_tuowei,,
2909,item_11585_tuowei,,0,0,7,1,2,10,item_11585_tuowei,,
2910,item_11586_tuowei,,0,0,7,1,2,10,item_11586_tuowei,,
2911,item_11587_tuowei,,0,0,7,1,2,10,item_11587_tuowei,,
2912,item_11589_tuowei,,0,0,7,1,2,10,item_11589_tuowei,,
2913,item_11590_tuowei,,0,0,7,1,2,10,item_11590_tuowei,,
2914,item_12299_1,,0,0,7,1,2,10,item_12299_1,,
2915,item_15508,,0,0,7,1,2,10,item_15508,,
2916,item_boss_yujing,,0,0,7,1,2,10,item_boss_yujing,,
2917,item_boss_yujing2,,0,0,7,1,2,10,item_boss_yujing2,,
2918,item_fang,,0,0,7,1,2,10,item_fang,,
2919,item_fuhuo,,0,0,7,1,2,10,item_fuhuo,,
2920,item_guangquan_1,,0,0,7,1,2,10,item_guangquan_1,,
2921,item_guangquan_lan,,0,0,7,1,2,10,item_guangquan_lan,,
2922,item_jitan_huo,,0,0,7,1,2,10,item_jitan_huo,,
2923,item_jitan_qiu,,0,1,7,1,2,10,item_jitan_qiu,,
2924,item_lizi_huang,,0,0,7,1,2,10,item_lizi_huang,,
2925,item_lizi_lan,,0,0,7,1,2,10,item_lizi_lan,,
2926,item_qidong,,0,0,7,1,2,10,item_qidong,,
2927,item_staffgather_cure,,0,0,7,1,2,10,item_staffgather_cure,,
2928,item_staffgather_fire,,0,0,7,1,2,10,item_staffgather_fire,,
2929,item_staffgather_normal,,0,0,7,1,2,10,item_staffgather_normal,,
2930,item_staffgather_poison,,0,0,7,1,2,10,item_staffgather_poison,,
2931,item_staffgather_thunder,,0,0,7,1,2,10,item_staffgather_thunder,,
2932,item_tiaodai,,0,0,7,1,2,10,item_tiaodai,,
2933,item_ui_get,,0,0,7,1,2,10,item_ui_get,,
2934,item_ui_get1,,0,0,7,1,2,10,item_ui_get1,,
2935,item_xfuhuo,,0,0,7,1,2,10,item_xfuhuo,,
2936,item_xingzhan_ds,,0,0,7,1,2,10,item_xingzhan_ds,,
2937,item_xingzhan_zb,,0,0,7,1,2,10,item_xingzhan_zb,,
2938,item_yanjiang,,0,0,7,1,2,10,item_yanjiang,,
2939,jiayuan_mh_03,,0,0,7,1,2,10,jiayuan_mh_03,,
2940,jin,,0,0,7,1,2,10,jin,,
2941,jytlizi,,0,0,7,1,2,10,jytlizi,,
2942,jyttuowei,,0,0,7,1,2,10,jyttuowei,,
2943,lan,,0,0,7,1,2,10,lan,,
2944,LithiumBoard,,0,0,7,1,2,10,LithiumBoard,,
2945,LithiumBoard2,,0,0,7,1,2,10,LithiumBoard2,,
2946,manghe_1,,0,1,7,1,2,10,manghe_1,,
2947,mechBird87,,0,0,7,1,2,10,mechBird87,,
2948,mist,,0,0,7,1,2,10,mist,,
2949,mob_3200_agonal,,0,0,7,1,2,10,mob_3200_agonal,,
2950,mob_3200_betray,,0,0,7,1,2,10,mob_3200_betray,,
2951,mob_3200_die,,0,0,7,1,2,10,mob_3200_die,,
2952,mob_3200_make,,0,0,7,1,2,10,mob_3200_make,,
2953,mob_3200_normal,,0,0,7,1,2,10,mob_3200_normal,,
2954,mob_100068_bosssw,,0,0,7,1,2,10,mob_100068_bosssw,,
2955,Mountain117,,0,0,7,1,2,10,Mountain117,,
2956,niudanji,,0,0,7,1,2,10,niudanji,,
2957,portal_boom,,0,0,7,1,2,10,portal_boom,,
2958,qiyuan,,0,0,7,1,2,10,qiyuan,,
2959,sea_02_shandianlian,,0,0,7,1,2,10,sea_02_shandianlian,,
2960,sea_04_baozha,,0,0,7,1,2,10,sea_04_baozha,,
2961,sea_05_fashe,,0,0,7,1,2,10,sea_05_fashe,,
2962,sea_07_shouji,,0,0,7,1,2,10,sea_07_shouji,,
2963,sea_11_baozha,,0,0,7,1,2,10,sea_11_baozha,,
2964,sea_14_kaishui,,0,0,7,1,2,10,sea_14_kaishui,,
2965,sea_15_diaoyu,,0,0,7,1,2,10,sea_15_diaoyu,,
2966,sea_16_diaoyu,,0,0,7,1,2,10,sea_16_diaoyu,,
2967,sea_17_diaoyu,,0,0,7,1,2,10,sea_17_diaoyu,,
2968,sea_18_diaoyu,,0,0,7,1,2,10,sea_18_diaoyu,,
2969,sea_19_diaoyu,,0,0,7,1,2,10,sea_19_diaoyu,,
2970,sea_20_diaoyu,,0,0,7,1,2,10,sea_20_diaoyu,,
2971,sea_25_haiou,,0,0,7,1,2,10,sea_25_haiou,,
2972,sea_26_end,,0,0,7,1,2,10,sea_26_end,,
2973,sea_26_start,,0,1,7,1,2,10,sea_26_start,,
2974,sea_32_fire,,0,0,7,1,2,10,sea_32_fire,,
2975,sea_33_fire,,0,0,7,1,2,10,sea_33_fire,,
2976,sea_33_xingshi,,0,0,7,1,2,10,sea_33_xingshi,,
2977,sea_34_fire,,0,0,7,1,2,10,sea_34_fire,,
2978,sea_34_xingshi,,0,0,7,1,2,10,sea_34_xingshi,,
2979,sea_37_haishen,,0,0,7,1,2,10,sea_37_haishen,,
2980,sea_39_baozha,,0,0,7,1,2,10,sea_39_baozha,,
2981,sea_40_baozha,,0,1,7,1,2,10,sea_40_baozha,,
2982,sea_snow,,0,0,7,1,2,10,sea_snow,,
2983,shandian,,0,0,7,1,2,10,shandian,,
2984,shazi_1,,0,0,7,1,2,10,shazi_1,,
2985,skin80_bs,,0,0,7,1,2,10,skin80_bs,,
2986,Sleep99,,0,0,7,1,2,10,Sleep99,,
2987,smoke_fire,,0,0,7,1,2,10,smoke_fire,,
2988,staffshot_cure,,0,1,7,1,2,10,staffshot_cure,,
2989,staffshot_fire,,0,1,7,1,2,10,staffshot_fire,,
2990,staffshot_normal,,0,1,7,1,2,10,staffshot_normal,,
2991,staffshot_poison,,0,1,7,1,2,10,staffshot_poison,,
2992,staffshot_thunder,,0,1,7,1,2,10,staffshot_thunder,,
2993,thruster_flam_1,,0,0,7,1,2,10,thruster_flam_1,,
2994,thruster_flam_2,,0,0,7,1,2,10,thruster_flam_2,,
2995,thruster_flam_3,,0,0,7,1,2,10,thruster_flam_3,,
2996,tornado1,,0,0,7,1,2,10,tornado1,,
2997,ui_bg_ar,,0,0,7,1,2,10,ui_bg_ar,,
2998,ui_bg_xingxing,,0,0,7,1,2,10,ui_bg_xingxing,,
2999,ui_boss_fire,,0,0,7,1,2,10,ui_boss_fire,,
3000,ui_boss_hudun,,0,0,7,1,2,10,ui_boss_hudun,,
3001,ui_choukaji,,0,0,7,1,2,10,ui_choukaji,,
3002,ui_df_ar,,0,0,7,1,2,10,ui_df_ar,,
3003,ui_fruit_activity,,0,0,7,1,2,10,ui_fruit_activity,,
3004,ui_fruit_activity1,,0,0,7,1,2,10,ui_fruit_activity1,,
3005,ui_fruit_activity2,,0,0,7,1,2,10,ui_fruit_activity2,,
3006,ui_fruit_activity3,,0,0,7,1,2,10,ui_fruit_activity3,,
3007,ui_fruit_activity4,,0,0,7,1,2,10,ui_fruit_activity4,,
3008,ui_home_coordinate,,0,0,7,1,2,10,ui_home_coordinate,,
3009,ui_jk_ar,,0,0,7,1,2,10,ui_jk_ar,,
3010,ui_jk2_ar,,0,0,7,1,2,10,ui_jk2_ar,,
3011,ui_jz_ar,,0,0,7,1,2,10,ui_jz_ar,,
3012,ui_kk_ar,,0,0,7,1,2,10,ui_kk_ar,,
3013,ui_love_xiao,,0,0,7,1,2,10,ui_love_xiao,,
3014,ui_lz_ar,,0,0,7,1,2,10,ui_lz_ar,,
3015,ui_lz2_ar,,0,0,7,1,2,10,ui_lz2_ar,,
3016,ui_qd_ar,,0,0,7,1,2,10,ui_qd_ar,,
3017,ui_sz_ar,,0,0,7,1,2,10,ui_sz_ar,,
3018,ui_xz_ar,,0,0,7,1,2,10,ui_xz_ar,,
3019,ui_xz2_ar,,0,0,7,1,2,10,ui_xz2_ar,,
3020,ui_yindao,,0,0,7,1,2,10,ui_yindao,,
3021,ui_zp_deng,,0,0,7,1,2,10,ui_zp_deng,,
3022,ui_zp_dou,,0,0,7,1,2,10,ui_zp_dou,,
3023,wutai_bai,,0,0,7,1,2,10,wutai_bai,,
3024,wutai_cheng,,0,0,7,1,2,10,wutai_cheng,,
3025,wutai_lan,,0,0,7,1,2,10,wutai_lan,,
3026,wutai_zi,,0,0,7,1,2,10,wutai_zi,,
3027,yifu,,0,0,7,1,2,10,yifu,,
3028,yindao,,0,0,7,1,2,10,yindao,,
3029,yuexiangka_changjingtexiao,,0,0,7,1,2,10,yuexiangka_changjingtexiao,,
3030,zaohuo1,,0,0,7,1,2,10,zaohuo1,,
3031,zi,,0,0,7,1,2,10,zi,,
3032,iceair,,1,1,1,3,1,10,iceair,,particles01
3033,icebreak,,1,1,2,3,2,10,icebreak,,particles02
3034,1017fire,,1,1,5,3,2,10,1017,,particles05
3035,,,1,1,7,3,2,10,1034001,,particles07
3036,,,1,1,7,3,2,10,1034002,,particles07
3037,blizzard,,1,1,6,3,2,10,changjing_baofengxue,,particles06
3038,ice_hit,,1,1,2,3,2,10,ice_bingbang_jineng,,particles02
3039,bingjingmogu_smoke_01,,1,1,1,3,2,10,ice_bingjingmogu_01_prop,,particles01
3040,bingjingmogu_smoke_02,,1,1,1,3,2,10,ice_bingjingmogu_02_prop,,particles01
3041,bingjingmogu_smoke_03,,1,1,1,3,2,10,ice_bingjingmogu_03_prop,,particles01
3042,bingshibaozha,,1,1,2,3,2,10,ice_bingshi_boss,,particles02
3043,ice_bingwuping_prop,,1,1,1,3,2,10,ice_bingwuping_prop,,particles01
3044,ice_bingwushouji_jineng,,1,1,2,3,2,10,ice_bingwushouji_jineng,,particles02
3045,ice_boss_bingdong_01,,1,1,2,3,2,10,ice_boss_bingdong_01,,particles02
3046,ice_fazhang_01,,1,1,3,3,2,10,ice_fazhang_01,,particles03
3047,ice_fazhang_prop,,1,1,7,3,2,10,ice_fazhang_prop,,particles07
3048,ice_qicaihua_01,,1,1,4,3,2,10,ice_qicaihua_01,,particles04
3049,aroma,,1,1,1,3,2,10,item_1200_aroma,,particles01
3050,item_1200_bigfire,,1,1,5,3,2,10,item_1200_bigfire,,particles05
3051,item_1200_middlefire,,1,1,5,3,2,10,item_1200_middlefire,,particles05
3052,item_1200_smallfire,,1,1,5,3,2,10,item_1200_smallfire,,particles05
3053,item_1200_smoke,,1,1,1,3,2,10,item_1200_smoke,,particles01
3054,item_12836,,1,1,2,3,2,10,item_12836,,particles02
3055,Wl_changjing_lizi,,1,1,6,3,2,10,Wl_changjing_lizi,,particles06
3056,Wl_changjing_yanwu,,1,1,1,3,2,10,Wl_changjing_yanwu,,particles01
3057,Wl_changjing_yezi,,1,1,6,3,2,10,Wl_changjing_yezi,,particles06
3058,Wl_changjing_yu1,,1,1,6,3,2,10,Wl_changjing_yu1,,particles06
3059,Wl_changjing_yu2,,1,1,6,3,2,10,Wl_changjing_yu2,,particles06
3060,Wl_jianzao_T,,1,1,2,3,2,10,Wl_jianzao_T,,particles02
3061,wl_jitan_01,,1,1,7,3,2,10,wl_jitan_01,,particles07
3062,wl_jitan_02,,1,1,7,3,2,10,wl_jitan_02,,particles07
3063,dao_xishou,,1,1,3,3,2,10,dao_xishou,,particles03
3064,dao_shifang,,1,1,3,3,2,10,dao_shifang,,particles03
3065,mao_xishou,,1,1,3,3,2,10,mao_xishou,,particles03
3066,mao_shifang,,,,3,3,2,10,mao_shifang,,particles03
3067,mao_Line,,1,1,4,3,2,10,mao_Line,,particles04
3068,nengliang_baozha,,1,1,3,3,2,10,nengliang_baozha,,particles03
3069,nengliang_xiqu,,1,1,3,3,2,10,nengliang_xiqu,,particles03
3070,nengliang_xishou,,1,1,3,3,2,10,nengliang_xishou,,particles03
3071,zhiwushenzhang,,1,1,3,3,2,10,zhiwushenzhang,,particles03
3072,xukongbuff,,1,1,3,3,2,10,buff,,particles03
3073,chuizi_shifang,,1,1,3,3,2,10,chuizi_shifang,,particles03
3074,jianqi_new,,1,1,3,3,2,10,jianqi_new,,particles03
3075,jianqi_new2,,1,1,3,3,2,10,jianqi_new2,,particles03
3076,jianqi_new_white,,1,1,3,3,2,10,jianqi_new_white,,particles03
3077,jianqi_new_white2,,1,1,3,3,2,10,jianqi_new_white2,,particles03
3078,jianqi_new_bw,,1,1,3,3,2,10,jianqi_new_bw,,particles03
3079,jianqi_new_db,,1,1,3,3,2,10,jianqi_new_db,,particles03
3080,jianqi_new_dw,,1,1,3,3,2,10,jianqi_new_dw,,particles03
3081,[水墨]云,,1,1,6,3,1,10,smoke_guohuan,,particles03
3082,[水墨]1,,1,1,6,3,1,10,shuimo1,,particles03
3083,[水墨]2,,1,1,6,3,1,10,shuimo22,,particles03
3084,[水墨]雾,,1,1,6,3,1,10,smoke_guohuan2,,particles03
3085,[水墨]雪,,1,1,6,3,1,10,guofeng_xue,,particles03
3086,[水墨]枫叶,,1,1,6,3,1,10,guofeng_fengye,,particles03
3087,[水墨]烟雾,,1,1,6,3,1,10,smoke_guohuan_3,,particles03
3088,[水墨]烟雾缭绕1,,1,1,6,3,1,10,feng_01,,particles03
3089,[水墨]烟雾缭绕2,,1,1,6,3,1,10,feng_02,,particles03
3090,新枪械生物击中特效,,1,1,4,3,1,10,Zombies_shouji,,particles03
3091,新枪械方块击中特效,,1,1,4,3,1,10,Zombies_shouji,,particles03
3092,手枪抛壳,,1,1,6,3,1,10,Zombies_zidan_01,,particles03
3093,开火,,1,1,6,3,1,10,Zombies_qiangkou_02,,particles03
3094,感染状态,,1,1,1,3,1,10,Zombies_ganran_buff,,particles03
3095,基地技能加速,,1,1,3,3,1,10,Zombies_kejiqiang_jiasu,,particles03
3096,基地技能加固,,1,1,3,3,1,10,Zombies_kejiqiang_jiagu,,particles03
3097,基地范围,,1,1,3,3,1,10,Zombies_kejiqiang,,particles03
3098,子弹轨迹特效,,1,1,6,3,1,10,Zombies_danhen_01,,particles03
3099,步枪抛壳,,1,1,6,3,1,10,Zombies_zidan_03,,particles03
3100,霰弹枪抛壳,,1,1,6,3,1,10,Zombies_penzi,,particles03
3101,基材厂特效,,1,1,6,3,1,10,Zombies_build_scc,,particles06
3102,科技农场特效,,1,1,6,3,1,10,Zombies_build_kjnc,,particles06
3103,铸造厂特效,,1,1,6,3,1,10,Zombies_build_ylc,,particles06
3104,木材厂特效,,1,1,6,3,1,10,Zombies_build_fmc,,particles06
3105,食品厂特效,,1,1,6,3,1,10,Zombies_build_spc,,particles06
3106,矿产特性,,1,1,6,3,1,10,Zombies_build_ckc,,particles06
3107,军械所特效,,1,1,6,3,1,10,Zombies_build_jxs,,particles06
3108,基地完好特效,,1,1,6,3,1,10,Zombies_build_jidi,,particles06
3109,基地破损特效,,1,1,6,3,1,10,Zombies_build_jidiposun,,particles06
3110,建材厂特效,,1,1,6,3,1,10,Zombies_build_jcc,,particles06
3111,装备工厂特效,,1,1,6,3,1,10,Zombies_build_zbgc,,particles06
3112,交易中心特效,,1,1,6,3,1,10,Zombies_build_jyzx,,particles06
3113,空投进场特效,,1,1,7,3,1,10,Zombies_kongtou_01,,particles07
3114,空投消失特效,,1,1,7,3,1,10,Zombies_kongtou_02,,particles07
