id,音效名,备注,插件库开放[0代表不开放，1=开放 ],触发器开放[0代表不开放，1=开放 ],分类（1=脚步，2=行为，3=受击，4=待机，5=技能，6=环境，7=背景音乐，8=提示，9=其它）,音效路径,图标名字,时长(ms)
20189,ent.3191.foot,,0,1,1,ent.3191.foot,sounds01,1000
20190,ent.3170.foot,,0,1,1,ent.3170.foot,sounds01,1000
20191,ent.3174.foot,,0,1,1,ent.3174.foot,sounds01,1000
20192,ent.3178.foot,,0,1,1,ent.3178.foot,sounds01,1000
20193,ent.3185.foot,,0,1,1,ent.3185.foot,sounds01,1000
20194,ent.3193.foot,,0,1,1,ent.3193.foot,sounds01,1000
20195,ent.3197.foot,,0,1,1,ent.3197.foot,sounds01,1000
20196,ent.3200.foot,,0,1,1,ent.3200.foot,sounds01,1000
20197,ent.3201.foot,,0,1,1,ent.3201.foot,sounds01,1000
20198,ent.3202.foot,,0,1,1,ent.3202.foot,sounds01,1000
20199,ent.3200.foot1,,0,1,1,ent.3200.foot1,sounds01,1000
20200,ent.3224.seaspiritidle1,,0,1,1,ent.3224.seaspiritidle1,sounds01,1000
20201,ent.3403.foot,,0,1,1,ent.3403.foot,sounds01,1000
20202,ent.3885.foot,,0,1,1,ent.3885.foot,sounds01,1000
20203,ent.3401.foot,,0,1,1,ent.3401.foot,sounds01,1000
20204,ent.3407.foot,,0,1,1,ent.3407.foot,sounds01,1000
20205,ent.3400.foot,,0,1,1,ent.3400.foot,sounds01,1000
20206,ent.3402.foot,,0,1,1,ent.3402.foot,sounds01,1000
20207,ent.3408.foot,,0,1,1,ent.3408.foot,sounds01,1000
20208,ent.3409.foot,,0,1,1,ent.3409.foot,sounds01,1000
20209,ent.3421.foot,,0,1,1,ent.3421.foot,sounds01,1000
20210,ent.3423.foot,,0,1,1,ent.3423.foot,sounds01,1000
20211,ent.3424.foot,,0,1,1,ent.3424.foot,sounds01,1000
20212,ent.3501.foot,,0,1,1,ent.3501.foot,sounds01,1000
20213,ent.3502.fly,,0,1,1,ent.3502.fly,sounds01,1000
20214,ent.3505.foot,,0,1,1,ent.3505.foot,sounds01,1000
20215,ent.3506.foot,,0,1,1,ent.3506.foot,sounds01,1000
20216,ent.3507.foot,,0,1,1,ent.3507.foot,sounds01,1000
20217,ent.3508.foot,,0,1,1,ent.3508.foot,sounds01,1000
20218,ent.3621.foot1,,0,1,1,ent.3621.foot1,sounds01,1000
20219,ent.3822.foot,,0,1,1,ent.3822.foot,sounds01,1000
20220,ent.3881.foot,,0,1,1,ent.3881.foot,sounds01,1000
20221,ent.3883.foot,,0,1,1,ent.3883.foot,sounds01,1000
20222,ent.3892.foot,,0,1,1,ent.3892.foot,sounds01,1000
20223,ent.3912.foot,,0,1,1,ent.3912.foot,sounds01,1000
20224,ent.3914.foot,,0,1,1,ent.3914.foot,sounds01,1000
20225,ent.3915.foot,,0,1,1,ent.3915.foot,sounds01,1000
20226,ent.3224.seaspiritattack1,,0,1,1,ent.3224.seaspiritattack1,sounds01,1000
20227,ent.3626.hit1,,0,1,1,ent.3626.hit1,sounds01,1000
20228,ent.3623.bubble1,,0,1,1,ent.3623.bubble1,sounds01,1000
20229,ent.3822.atk,,0,1,5,ent.3822.atk,sounds05,1000
20230,ent.3824.atk_pincers,,0,1,5,ent.3824.atk_pincers,sounds05,1000
20231,ent.3826.atk,,0,1,5,ent.3826.atk,sounds05,1000
20232,ent.3892.attack,,0,1,5,ent.3892.attack,sounds05,1000
20233,ent.3912.attack,,0,1,5,ent.3912.attack,sounds05,1000
20234,MP5_Reload,模板枪换弹,1,1,2,item.15000.MP5_Reload,sounds02,1000
20235,MP5_Reload_E,模板枪打空换弹,1,1,2,item.15000.MP5_Reload_E,sounds02,1000
20236,MP5_Fire,模板枪开火,1,1,2,item.15000.MP5_Fire,sounds02,1000
20237,carstart,汽车启动,1,1,2,phy.carstart,sounds02,1000
20238,MachBoss_Acctack,boss定点打击,0,0,5,ent.3938.MachBoss_Acctack,sounds02,1000
20239,MachBoss_Acctackpre,boss定点打击蓄力,0,0,5,ent.3938.MachBoss_Acctackpre,sounds02,1000
20240,MachBoss_Dash1,boss冲刺蓄力,0,0,5,ent.3938.MachBoss_Dash1,sounds02,1000
20241,MachBoss_Dash2,boss冲刺中,0,0,5,ent.3938.MachBoss_Dash2,sounds02,1000
20242,MachBoss_Dizz,boss眩晕,0,0,5,ent.3938.MachBoss_Dizz,sounds02,1000
20243,MachBoss_Head_fire1,boss喷火蓄力,0,0,5,ent.3938.MachBoss_Head_fire1,sounds02,1000
20244,MachBoss_Head_fire2,boss喷火地上,0,0,5,ent.3938.MachBoss_Head_fire2,sounds02,1000
20245,MachBoss_Part,boss部位破坏,0,0,5,ent.3938.MachBoss_Part,sounds02,1000
20246,MachBoss_Shoot1,boss发射蓄力,0,0,5,ent.3938.MachBoss_Shoot1,sounds02,1000
20247,MachBoss_Shoot2,boss发射,0,0,5,ent.3938.MachBoss_Shoot2,sounds02,1000
20248,MachBoss_Shoot3,boss发射命中,0,0,5,ent.3938.MachBoss_Shoot3,sounds02,1000
20249,MachBoss_Zhaohuan1,boss召唤,0,0,5,ent.3938.MachBoss_Zhaohuan1,sounds02,1000
20250,MachBoss_Zhaohuan2,boss召唤位置,0,0,5,ent.3938.MachBoss_Zhaohuan2,sounds02,1000
20251,MachEliteMelee_Attack,近战精英攻击,0,0,5,ent.3938.MachEliteMelee_Attack,sounds02,1000
20252,MachEliteMelee_Catch,近战精英抓人,0,0,5,ent.3938.MachEliteMelee_Catch,sounds02,1000
20253,MachEliteRanged_Boom,远程精英命中,0,0,5,ent.3938.MachEliteRanged_Boom,sounds02,1000
20254,MachEliteRanged_Heal1,远程精英治疗自己,0,0,5,ent.3938.MachEliteRanged_Heal1,sounds02,1000
20255,MachEliteRanged_Heal2,远程精英治疗他人,0,0,5,ent.3938.MachEliteRanged_Heal2,sounds02,1000
20256,MachEliteRanged_Shoot,远程精英发射,0,0,5,ent.3938.MachEliteRanged_Shoot,sounds02,1000
20257,MachSmall_Attack,近战小怪攻击,0,0,5,ent.3938.MachSmall_Attack,sounds02,1000
20258,MachSmallRanged_Hit,远程小怪命中,0,0,5,ent.3938.MachSmallRanged_Hit,sounds02,1000
20259,MachSmallRanged_Shoot,远程小怪发射,0,0,5,ent.3938.MachSmallRanged_Shoot,sounds02,1000
20260,die,阵亡-沙漠年轻男村民,1,1,3,ent.3204.die,sounds03,1000
20261,foot,脚步-沙漠年轻男村民,1,1,1,ent.3204.foot,sounds01,600
20262,hit,受伤-沙漠年轻男村民,1,1,3,ent.3204.fit,sounds03,700
20263,idle1,待机-沙漠年轻男村民,1,1,4,ent.3204.idle1,sounds04,800
20264,die,阵亡-沙漠中年男村民,1,1,3,ent.3205.die,sounds03,1000
20265,foot,脚步-沙漠中年男村民,1,1,1,ent.3205.foot,sounds01,600
20266,hit,受伤-沙漠中年男村民,1,1,3,ent.3205.fit,sounds03,700
20267,idle1,待机-沙漠中年男村民,1,1,4,ent.3205.idle1,sounds04,800
20268,die,阵亡-沙漠年轻女村民,1,1,3,ent.3206.die,sounds03,1000
20269,foot,脚步-沙漠年轻女村民,1,1,1,ent.3206.foot,sounds01,600
20270,hit,受伤-沙漠年轻女村民,1,1,3,ent.3206.fit,sounds03,700
20271,idle1,待机-沙漠年轻女村民,1,1,4,ent.3206.idle1,sounds04,800
20272,runeengrave,铭刻完成音效,1,1,4,misc.runeengrave,sounds04,1000
20273,buff_countdown,Buff倒计时,1,1,5,buff.buff_countdown,sounds05,3000
20274,buff_explosion,Buff爆炸,1,1,5,buff.buff_explosion,sounds05,2533
20275,buff_starcloud,Buff星云,1,1,5,buff.buff_starcloud,sounds05,1065
20276,fireSmall,,0,1,5,misc.fireSmall,sounds05,1295
20277,magicBullet,,0,1,5,misc.magicBullet,sounds05,1727
20278,magicCharge,,0,1,5,misc.magicCharge,sounds05,4000
20279,magicBullet_hit,,0,1,5,misc.magicBullet_hit,sounds05,2482
20280,buff_stagFocus,,0,1,3,buff.buff_stagFocus,sounds03,10000
20281,Bow_Draw_1,初级符能弓拉弓,1,1,5,newAtkSys.Bow_Draw_1,sounds05,1000
20282,Bow_Draw_2,中级符能弓拉弓,1,1,5,newAtkSys.Bow_Draw_2,sounds05,1000
20283,Bow_Draw_3,高级符能弓拉弓,1,1,5,newAtkSys.Bow_Draw_3,sounds05,1000
20284,Bow_UP,符能弓蓄满,1,1,5,newAtkSys.Bow_UP,sounds05,2000
20285,Bow_Fire_1,初级符能弓发射,1,1,5,newAtkSys.Bow_Fire_1,sounds05,1000
20286,Bow_Fire_2,中级符能弓发射,1,1,5,newAtkSys.Bow_Fire_2,sounds05,1000
20287,Bow_Fire_3,高级符能弓发射,1,1,5,newAtkSys.Bow_Fire_3,sounds05,1000
20288,Arrow,分裂/追踪箭击中,1,1,5,newAtkSys.Arrow,sounds05,2000
20289,Arrow_Freeze,冰冻箭击中,1,1,5,newAtkSys.Arrow_Freeze,sounds05,2000
20290,Arrow_Blaze,火焰箭击中,1,1,5,newAtkSys.Arrow_Blaze,sounds05,2000
20291,Arrow_Bolt,雷电箭击中,1,1,5,newAtkSys.Arrow_Bolt,sounds05,2000
20292,Arrow_Magic,魔弓箭击中,1,1,5,newAtkSys.Arrow_Magic,sounds05,2000
20293,Fireball_Fire,火球术 施法,1,1,5,newAtkSys.Fireball_Fire,sounds05,1000
20294,Fireball_Hit,火球术 击中,1,1,5,newAtkSys.Fireball_Hit,sounds05,2000
20295,Frozen_Orb_Fire,冰球术 施法,1,1,5,newAtkSys.Frozen_Orb_Fire,sounds05,1000
20296,Frozen_Orb_Hit,冰球术 击中,1,1,5,newAtkSys.Frozen_Orb_Hit,sounds05,1000
20297,Lightning_Orb_Fire,雷球术 施法,1,1,5,newAtkSys.Lightning_Orb_Fire,sounds05,2000
20298,Lightning_Orb_Hit,雷球术 击中,1,1,5,newAtkSys.Lightning_Orb_Hit,sounds05,2000
20299,Stone_Wall_Draw,石墙术 施法,1,1,5,newAtkSys.Stone_Wall_Draw,sounds05,2500
20300,Stone_Wall_UP,石墙术 蓄满,1,1,5,newAtkSys.Stone_Wall_UP,sounds05,1000
20301,Stone_Wall_Fire,石墙术 释放,1,1,5,newAtkSys.Stone_Wall_Fire,sounds05,1500
20302,Blizzard_Fire,暴风雪 施法,1,1,5,newAtkSys.Blizzard_Fire,sounds05,2333
20303,Blizzard_Hit,暴风雪 释放,1,1,5,newAtkSys.Blizzard_Hit,sounds05,7000
20304,Homing_Missile_Fire,追踪飞弹 施法,1,1,5,newAtkSys.Homing_Missile_Fire,sounds05,1500
20305,Homing_Missile_Hit,追踪飞弹 击中,1,1,5,newAtkSys.Homing_Missile_Hit,sounds05,1000
20306,Chain_Lightning_Fire,连锁闪电 施法,1,1,5,newAtkSys.Chain_Lightning_Fire,sounds05,1000
20307,Chain_Lightning_Hit,连锁闪电 击中,1,1,5,newAtkSys.Chain_Lightning_Hit,sounds05,1000
20308,Cute_Beast_Fire,萌兽冲击 施法,1,1,5,newAtkSys.Cute_Beast_Fire,sounds05,1500
20309,Flame_Dragon_Fire,龙息术 施法,1,1,5,newAtkSys.Flame_Dragon_Fire,sounds05,2000
20310,Flame_Dragon_DoT,龙息术 华莱士喷射,1,1,5,newAtkSys.Flame_Dragon_DoT,sounds05,3000
20311,Nature_Orb_Draw,自然之球 施法,1,1,5,newAtkSys.Nature_Orb_Draw,sounds05,1314
20312,Nature_Orb_Hit,自然之球 击中,1,1,5,newAtkSys.Nature_Orb_Hit,sounds05,1000
20313,MG_Charge,符能机枪 施法,1,1,5,newAtkSys.MG_Charge,sounds05,3000
20314,MG_Fire,符能机枪 发射,1,1,5,newAtkSys.MG_Fire,sounds05,1300
20315,MG_Hit,符能机枪 击中,1,1,5,newAtkSys.MG_Hit,sounds05,1500
20316,Staff_Fire,法杖发射,1,1,5,newAtkSys.Staff_Fire,sounds05,1000
20317,ZeroG_Magic,卷轴 低重力术,1,1,5,newAtkSys.ZeroG_Magic,sounds05,2000
20318,Fairy_Magic,卷轴 草精灵术,1,1,5,newAtkSys.Fairy_Magic,sounds05,666
20319,Switch_Magic,卷轴 互换位置术,1,1,5,newAtkSys.Switch_Magic,sounds05,2000
20320,Launch_Magic,卷轴 击飞术,1,1,5,newAtkSys.Launch_Magic,sounds05,2000
20321,Fireworks_Magic,卷轴 喷花烟花术,1,1,5,newAtkSys.Fireworks_Magic,sounds05,2000
20322,Rush_Ready,冲锋 起手蹬地,1,1,5,newAtkSys.Rush_Ready,sounds05,1000
20323,Rush_B,冲锋 突进飞行,1,1,5,newAtkSys.Rush_B,sounds05,1000
20324,Claymore_Fire,蓄力大剑 挥砍释放,1,1,5,newAtkSys.Claymore_Fire,sounds05,1000
20325,Whirlwind_Fire,旋风斩 起手开转,1,1,5,newAtkSys.Whirlwind_Fire,sounds05,500
20326,Whirlwind_DoT,旋风斩 盖伦转转转,1,1,5,newAtkSys.Whirlwind_DoT,sounds05,3000
20327,Shadow_Smoke,暗影步 黑雾,1,1,5,newAtkSys.Shadow_Smoke,sounds05,1000
20328,Shadow_Blink,暗影步 穿梭,1,1,5,newAtkSys.Shadow_Blink,sounds05,500
20329,Blood_Fire,血浪 起手,1,1,5,newAtkSys.Blood_Fire,sounds05,1000
20330,Blood_Shockwave,血浪 刀波,1,1,5,newAtkSys.Blood_Shockwave,sounds05,1000
20331,Cute_Beast_Hit,萌兽冲击 击中,1,1,5,newAtkSys.Cute_Beast_Hit,sounds05,1000
20332,Transform_Magic,卷轴 方块转化,1,1,5,newAtkSys.Transform_Magic,sounds05,1000
20333,com_eat,通用进食,1,1,2,ent.3364.com_eat,sounds02,3000
20334,elder_attack,代理村长 攻击,1,1,2,ent.3364.elder_attack,sounds02,1000
20335,elder_cozy,代理村长 舒服,1,1,2,ent.3364.elder_cozy,sounds02,1000
20336,elder_die,代理村长 死亡,1,1,3,ent.3364.elder_die,sounds03,1000
20337,elder_goofy,代理村长 搞怪,1,1,2,ent.3364.elder_goofy,sounds02,1000
20338,elder_haha,代理村长 大笑,1,1,2,ent.3364.elder_haha,sounds02,1000
20339,elder_hit,代理村长 受击,1,1,3,ent.3364.elder_hit,sounds03,1000
20340,elder_like,代理村长 喜欢,1,1,2,ent.3364.elder_like,sounds02,1000
20341,elder_reject,代理村长 拒绝,1,1,2,ent.3364.elder_reject,sounds02,1000
20342,elder_tell,代理村长 讲述,1,1,2,ent.3364.elder_tell,sounds02,1000
20343,elder_weep,代理村长 委屈,1,1,2,ent.3364.elder_weep,sounds02,3000
20344,magic_heavy,法术强力攻击,1,1,5,ent.3364.magic_heavy,sounds05,2333
20345,magic_inspect,法术检视,1,1,5,ent.3364.magic_inspect,sounds05,2000
20346,dullshroom_foot,呆呆菇 脚步,1,1,1,ent.3339.dullshroom_foot,sounds01,666
20347,dullshroom_hit,呆呆菇 受击,1,1,3,ent.3339.dullshroom_hit,sounds03,666
20348,dullshroom_idle,呆呆菇 待机,1,1,4,ent.3339.dullshroom_idle,sounds04,666
20349,dullshroom_sneeze,呆呆菇 颤动,1,1,2,ent.3339.dullshroom_sneeze,sounds02,666
20350,dullshroom_snort,呆呆菇 哈气,1,1,2,ent.3339.dullshroom_snort,sounds02,666
20351,unicorn_attack,独角兽 攻击,1,1,2,ent.3347.unicorn_attack,sounds02,888
20352,unicorn_chime,独角兽 轻鸣,1,1,2,ent.3347.unicorn_chime,sounds02,2000
20353,unicorn_die,独角兽 死亡,1,1,3,ent.3347.unicorn_die,sounds03,1000
20354,unicorn_foot,独角兽 脚步,1,1,1,ent.3347.unicorn_foot,sounds01,2000
20355,unicorn_hit,独角兽 受击,1,1,3,ent.3347.unicorn_hit,sounds03,1000
20356,unicorn_idle,独角兽 待机,1,1,4,ent.3347.unicorn_idle,sounds04,666
20357,unicorn_jump,独角兽 魔法跳跃,1,1,2,ent.3347.unicorn_jump,sounds02,1000
20358,unicorn_snort,独角兽 哈气,1,1,2,ent.3347.unicorn_snort,sounds02,1000
20359,unicorn_step_heavy,独角兽 猛踏地面,1,1,2,ent.3347.unicorn_step_heavy,sounds02,2000
20360,unicorn_step_light,独角兽 轻踏地面,1,1,2,ent.3347.unicorn_step_light,sounds02,2000
20361,pixie_curious,精灵 好奇,1,1,2,ent.3346.pixie_curious,sounds02,666
20362,pixie_die,精灵 死亡,1,1,3,ent.3346.pixie_die,sounds03,666
20363,pixie_fly,精灵 飞行,1,1,2,ent.3346.pixie_fly,sounds02,1500
20364,pixie_foot,精灵 脚步,1,1,1,ent.3346.pixie_foot,sounds01,1000
20365,pixie_hit,精灵 受击,1,1,3,ent.3346.pixie_hit,sounds03,1000
20366,pixie_playdie,精灵 装死/待机,1,1,2,ent.3346.pixie_playdie,sounds02,1000
20367,pixie_snort,精灵 哈气,1,1,2,ent.3346.pixie_snort,sounds02,1000
20368,slime_attack,虚空凝胶怪 攻击,1,1,2,ent.3341.slime_attack,sounds02,1000
20369,slime_bow,凝胶怪 聚爆,1,1,2,ent.3341.slime_bow,sounds02,1500
20370,slime_breed,凝胶怪 分裂,1,1,2,ent.3341.slime_breed,sounds02,3000
20371,slime_die,凝胶怪 死亡,1,1,3,ent.3341.slime_die,sounds03,1000
20372,slime_foot,凝胶怪 脚步,1,1,1,ent.3341.slime_foot,sounds01,1000
20373,slime_hit,凝胶怪 受击,1,1,3,ent.3341.slime_hit,sounds03,1000
20374,slime_idle,凝胶怪 待机,1,1,4,ent.3341.slime_idle,sounds04,6000
20375,slime_Q,凝胶怪 Q弹,1,1,2,ent.3341.slime_Q,sounds02,3000
20376,slime_snort,凝胶怪 哈气,1,1,2,ent.3341.slime_snort,sounds02,1000
20377,frog_die,奇幻蛙 死亡,1,1,3,ent.3340.frog_die,sounds03,1000
20378,frog_foot,奇幻蛙 脚步,1,1,1,ent.3340.frog_foot,sounds01,1000
20379,frog_gaga,奇幻蛙 呱呱叫,1,1,2,ent.3340.frog_gaga,sounds02,1000
20380,frog_hit,奇幻蛙 受击,1,1,3,ent.3340.frog_hit,sounds03,1000
20381,frog_idle,奇幻蛙 待机,1,1,4,ent.3340.frog_idle,sounds04,1000
20382,frog_snort,奇幻蛙 哈气,1,1,2,ent.3340.frog_snort,sounds02,1000
20383,starrypig_die,星斑野猪 死亡,1,1,3,ent.3342.starrypig_die,sounds03,1000
20384,starrypig_foot,星斑野猪 脚步,1,1,1,ent.3342.starrypig_foot,sounds01,1000
20385,starrypig_hit,星斑野猪 受击,1,1,3,ent.3342.starrypig_hit,sounds03,1000
20386,starrypig_idle,星斑野猪 待机,1,1,4,ent.3342.starrypig_idle,sounds04,1500
20387,starrypig_snort,星斑野猪 哈气,1,1,2,ent.3342.starrypig_snort,sounds02,3000
20388,starrypig_suck,星斑野猪 暴风吸入,1,1,2,ent.3342.starrypig_suck,sounds02,1500
20389,owl_attack,夜鸮 攻击,1,1,2,ent.3344.owl_attack,sounds02,1000
20390,owl_die,夜鸮 死亡,1,1,3,ent.3344.owl_die,sounds03,1000
20391,owl_foot,夜鸮 脚步,1,1,1,ent.3344.owl_foot,sounds01,500
20392,owl_hit,夜鸮 受击,1,1,3,ent.3344.owl_hit,sounds03,500
20393,owl_idle,夜鸮 待机,1,1,4,ent.3344.owl_idle,sounds04,2000
20394,owl_snort,夜鸮 哈气,1,1,2,ent.3344.owl_snort,sounds02,2000
20395,ranger_die,游侠猫 死亡,1,1,3,ent.3345.ranger_die,sounds03,1000
20396,ranger_hit,游侠猫 受击,1,1,3,ent.3345.ranger_hit,sounds03,1000
20397,ranger_idle,游侠猫 待机,1,1,4,ent.3345.ranger_idle,sounds04,1500
20398,com_fall,通用 摔倒,1,1,2,ent.3326.com_fall,sounds02,1000
20399,com_fart,通用 放屁,1,1,2,ent.3326.com_fart,sounds02,1000
20400,dogman_cozy,狗人村民 舒服,1,1,2,ent.3326.dogman_cozy,sounds02,1500
20401,dogman_goofy,狗人村民 搞怪,1,1,2,ent.3326.dogman_goofy,sounds02,1500
20402,dogman_haha,狗人村民 大笑,1,1,2,ent.3326.dogman_haha,sounds02,1500
20403,dogman_like,狗人村民 狗狗开心,1,1,2,ent.3326.dogman_like,sounds02,1000
20404,dogman_no,狗人村民 狗狗拒绝,1,1,2,ent.3326.dogman_no,sounds02,1000
20405,dogman_tell,狗人村民 讲述,1,1,2,ent.3326.dogman_tell,sounds02,1000
20406,dogman_weep,狗人村民 委屈,1,1,2,ent.3326.dogman_weep,sounds02,1000
20407,dogman_die,狗人 死亡,1,1,3,ent.3326.dogman_die,sounds03,1000
20408,dogman_hit,狗人 受击,1,1,3,ent.3326.dogman_hit,sounds03,1000
20409,dogman_idle,狗人 待机,1,1,4,ent.3326.dogman_idle,sounds04,1000
20410,catman_cast,钓鱼猫猫人 甩杆,1,1,2,ent.3336.catman_cast,sounds02,1000
20411,catman_cozy,猫人村民 舒服,1,1,2,ent.3327.catman_cozy,sounds02,1000
20412,catman_goofy,猫人村民 搞怪,1,1,2,ent.3327.catman_goofy,sounds02,1000
20413,catman_haha,猫人村民 大笑,1,1,2,ent.3327.catman_haha,sounds02,1500
20414,catman_like,猫人村民 猫猫开心,1,1,2,ent.3327.catman_like,sounds02,1000
20415,catman_no,猫人村民 猫猫拒绝,1,1,2,ent.3327.catman_no,sounds02,1000
20416,catman_reel,钓鱼猫猫人 收杆,1,1,2,ent.3336.catman_reel,sounds02,1000
20417,catman_tell,猫人村民 讲述,1,1,2,ent.3327.catman_tell,sounds02,1000
20418,catman_weep,猫人村民 委屈,1,1,2,ent.3327.catman_weep,sounds02,1000
20419,music_play01,演奏家 演奏01,1,1,7,ent.3337.music_play01,sounds07,14000
20420,music_play02,演奏家 演奏02,1,1,7,ent.3337.music_play02,sounds07,14000
20421,catman_die,猫人 死亡,1,1,3,ent.3327.catman_die,sounds03,1000
20422,catman_hit,猫人 受击,1,1,3,ent.3327.catman_hit,sounds03,1000
20423,catman_idle,猫人 待机,1,1,4,ent.3327.catman_idle,sounds04,1000
20424,pigman_cough,猪人长老 咳嗽,1,1,2,ent.3328.pigman_cough,sounds02,1000
20425,pigman_drink,魔法厨师 品鉴,1,1,2,ent.3333.pigman_drink,sounds02,1000
20426,pigman_cozy,猪人村民 舒服,1,1,2,ent.3328.pigman_cozy,sounds02,1000
20427,pigman_goofy,猪人村民 搞怪,1,1,2,ent.3328.pigman_goofy,sounds02,1000
20428,pigman_haha,猪人村民 大笑,1,1,2,ent.3328.pigman_haha,sounds02,2333
20429,pigman_like,猪人村民 猪猪开心,1,1,2,ent.3328.pigman_like,sounds02,2000
20430,pigman_no,猪人村民 猪猪拒绝,1,1,2,ent.3328.pigman_no,sounds02,1000
20431,pigman_tell,猪人村民 讲述,1,1,2,ent.3328.pigman_tell,sounds02,2000
20432,pigman_weep,猪人村民 委屈,1,1,2,ent.3328.pigman_weep,sounds02,12000
20433,pigman_die,猪人 死亡,1,1,3,ent.3328.pigman_die,sounds03,1000
20434,pigman_hit,猪人 受击,1,1,3,ent.3328.pigman_hit,sounds03,1000
20435,pigman_idle,猪人 待机,1,1,4,ent.3328.pigman_idle,sounds04,1000
20436,frogman_die,蛙人 死亡,1,1,3,ent.3351.frogman_die,sounds03,1000
20437,frogman_hit,蛙人 受击,1,1,3,ent.3351.frogman_hit,sounds03,1000
20438,frogman_idle,蛙人 待机,1,1,4,ent.3351.frogman_idle,sounds04,1000
20439,orc_foot,兽人通用 脚步,1,1,1,ent.3364.orc_foot,sounds01,500
20440,orc_melee,兽人通用 近战攻击,1,1,2,ent.3329.orc_melee,sounds02,1000
20441,orc_ranged,兽人通用 远程攻击,1,1,2,ent.3331.orc_ranged,sounds02,1000
20442,golem_attack,晶石巨像 攻击,1,1,2,ent.3362.golem_attack,sounds02,1000
20443,golem_die,晶石巨像 死亡,1,1,3,ent.3362.golem_die,sounds03,1000
20444,golem_foot,晶石巨像 脚步,1,1,1,ent.3362.golem_foot,sounds01,666
20445,golem_hit,晶石巨像 受击,1,1,3,ent.3362.golem_hit,sounds03,1000
20446,golem_idle,晶石巨像 待机,1,1,4,ent.3362.golem_idle,sounds04,2000
20447,golem_pulse,晶石巨像 脉冲,1,1,2,ent.3362.golem_pulse,sounds02,3000
20448,golem_smash,晶石巨像 猛砸,1,1,2,ent.3362.golem_smash,sounds02,2000
20449,smallgolem_attack,晶石小怪 攻击,1,1,2,ent.3361.smallgolem_attack,sounds02,1000
20450,smallgolem_die,晶石小怪 死亡,1,1,3,ent.3361.smallgolem_die,sounds03,500
20451,smallgolem_foot,晶石小怪 脚步,1,1,1,ent.3361.smallgolem_foot,sounds01,1000
20452,smallgolem_hit,晶石小怪 受击,1,1,3,ent.3361.smallgolem_hit,sounds03,500
20453,maneater_attack,食人花 攻击01,1,1,2,ent.3350.maneater_attack,sounds02,2000
20454,maneater_attack2,食人花 攻击02(废弃),1,1,2,ent.maneater_attack2,sounds02,2000
20455,maneater_bloom,食人花 开花,1,1,2,ent.3350.maneater_bloom,sounds02,2000
20456,maneater_die,食人花 死亡,1,1,3,ent.3350.maneater_die,sounds03,1000
20457,maneater_foot,食人花 脚步,1,1,1,ent.3350.maneater_foot,sounds01,600
20458,maneater_hit,食人花 受击,1,1,3,ent.3350.maneater_hit,sounds03,600
20459,maneater_idle,食人花 待机,1,1,4,ent.3350.maneater_idle,sounds04,1000
20460,shroom_man_clap,蘑菇村民 拍手,1,1,2,ent.3325.shroom_man_clap,sounds02,500
20461,shroom_man_die,蘑菇村民 死亡,1,1,3,ent.3325.shroom_man_die,sounds03,1000
20462,shroom_man_foot,蘑菇村民 脚步,1,1,1,ent.3325.shroom_man_foot,sounds01,1000
20463,shroom_man_happy,蘑菇村民 开心,1,1,2,ent.3325.shroom_man_happy,sounds02,1500
20464,shroom_man_hit,蘑菇村民 受击,1,1,3,ent.3325.shroom_man_hit,sounds03,1000
20465,shroom_man_playdie,蘑菇村民 装死,1,1,2,ent.3325.shroom_man_playdie,sounds02,500
20466,shroom_man_Q,蘑菇村民 Q弹,1,1,2,ent.3325.shroom_man_Q,sounds02,1000
20467,shroom_man_speak,蘑菇村民 说话,1,1,2,ent.3325.shroom_man_speak,sounds02,6000
20468,250Music,二百舞音乐,1,1,7,ent.3325.250Music,sounds07,8000
20469,happy_music,欢快演奏,1,1,7,ent.3323.happy_music,sounds07,14000
20470,lyrical_music,治愈演奏,1,1,7,ent.3323.lyrical_music,sounds07,14000
20471,sos_music,危险警报,1,1,7,ent.3323.sos_music,sounds07,3000
20472,shroom_man_attack,蘑菇战士 攻击,1,1,2,ent.3322.shroom_man_attack,sounds02,1000
20473,shroom_man_cast,蘑菇法师 施法,1,1,2,ent.3321.shroom_man_cast,sounds02,2000
20474,shroom_man_envy,蘑菇战士 羡慕,1,1,2,ent.3322.shroom_man_envy,sounds02,1000
20475,shroom_man_hum,蘑菇舞者 哼唱,1,1,2,ent.3324.shroom_man_hum,sounds02,6000
20476,shroom_man_mutter,蘑菇舞者 自言自语,1,1,2,ent.3324.shroom_man_mutter,sounds02,1000
20477,shroom_man_Pay,蘑菇商人 收款,1,1,8,ent.3320.shroom_man_Pay,sounds08,1500
20478,shroom_man_scare,蘑菇商人 惊吓,1,1,2,ent.3320.shroom_man_scare,sounds02,1000
20479,shroom_man_thrust,蘑菇战士 戳刺,1,1,2,ent.3322.shroom_man_thrust,sounds02,2000
20480,shroom_man_tidy,蘑菇商人 整理,1,1,2,ent.3320.shroom_man_tidy,sounds02,4000
20481,com_zzz,通用 睡觉,1,1,2,ent.3364.com_zzz,sounds02,4000
20482,shroom_king_die,蘑菇国王 死亡,1,1,3,ent.3319.shroom_king_die,sounds03,1000
20483,shroom_king_happy,蘑菇国王 开心,1,1,2,ent.3319.shroom_king_happy,sounds02,2000
