ID[整型],名称[string],界面大类[整型](1事件 2条件 3动作 4取值 5流程控制 6变量 7自定义),界面子类[整型]【1通用，2游戏，3玩家，4生物，5方块，6道具，7变量，8控制，9自定义，10数学，11组，12计时器，13界面，14特效，15音频，16图文信息，17开发者，18赋值，19数据存储，21区域，22位置，23数值，24字符串，25布尔值，26生物类型，27排行榜，28一维表，29世界，30二维表，36蓝图】,形状类型[数值](1事件 2条件 3动作 4取值 5重复执行 6次数重复执行 7重复执行直到 8退出循环 9如果那么 如果那么否则 10保持等待直到),简略显示[数值]【在库里是否缩略显示，1=是，0=否】,描述[string],图标[string],使用场景过滤[string],传参[string],左右值标记[整型],返回值[整型],参数1类型[string],参数1默认值[string],参数2类型,参数2默认值,参数3类型,参数3默认值,参数4类型,参数4默认值,参数5类型,参数5默认值,参数6类型,参数6默认值,参数7类型,参数7默认值,参数8类型,参数8默认值,参数9类型,参数9默认值,参数10类型,参数10默认值,参数11类型,参数11默认值,显示控制（0=默认全部可见 1=仅开发者可见 2=仅999渠道可见 3=4位数迷你号可见  4 = 仅国内可见  5 = 仅海外可见 6 = 仅国内开发者可见 7 = 仅海外开发者可见）,积木间距值（间距值默认为60，超过60会开始变高）,说明,是否显示详细说明（0和空不显示，1显示）,
3110009,显示计时器窗口,3,12,3,1,对%1显示%2窗口，标题%3,12,"1,1,0,1,1,0",,,,1019|1|0,,1040|1|0,,1010|1|0,1|9310015,,,,,,,,,,,,,,,,,0,,306179,,494
3110010,隐藏计时器窗口,3,12,3,1,对%1隐藏%2窗口,12,"1,1,0,1,1,0",,,,1019|1|0,,1040|1|0,,,,,,,,,,,,,,,,,,,,0,,306180,,495
3190009,打开界面,3,13,3,1,使%1打开%2,3,"1,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,,,,,,,,,,,,,,,,,,,,,306052,1,496
3190010,关闭界面,3,13,3,1,使%1关闭%2,3,"1,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,,,,,,,,,,,,,,,,,,,,,306053,1,497
3190007,显示元件,3,13,3,1,使%1设置%2的%3的展示属性为显示,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,,,,,,,,,,,,,,,,,,,,,498
3190001,隐藏元件,3,13,3,1,使%1设置%2的%3的展示属性为隐藏,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,,,,,,,,,,,,,,,,,,,,,499
3190008,旋转元件,3,13,3,1,使%1设置%2的%3按照顺时针旋转%4,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1005|1|0,1|90,,,,,,,,,,,,,,,,,306405,,500
3190004,设置元件的大小,3,13,3,1,使%1设置%2的%3的宽为%4，高为%5,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1005|1|0,1|100,1005|1|0,1|100,,,,,,,,,,,,,,100,306407,,501
3190002,设置文本内容,3,13,3,1,使%1设置%2的%3的文本为%4,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1010|1|0,1|300198,,,,,,,,,,,,,,,,,306054,1,502
3190005,设置文本字体大小,3,13,3,1,使%1设置%2的%3的字体为%4,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1005|1|0,1|16,,,,,,,,,,,,,,,,100,306406,,503
3190003,设置图案\按钮内容,3,13,3,1,使%1设置%2的%3的图案为%4,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1076|1|0,2|10100,,,,,,,,,,,,,,,,,306103,,504
3190029,设置元件的模型内容,3,13,3,1,使%1设置%2的%3的模型为%4,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1060|1|0,2|163,,,,,,,,,,,,,,,,,306408,,505
3190030,设置元件的模型缩放,3,13,3,1,使%1设置%2的%3的模型缩放为%4,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1005|1|0,1|100,,,,,,,,,,,,,,,,,306409,,506
3190031,设置元件的模型朝向,3,13,3,1,使%1设置%2的%3的朝向为%4,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1005|1|0,1|90,,,,,,,,,,,,,,,,,306410,,507
3190032,设置元件的模型动作,3,13,3,1,"使%1设置%2的%3播放动画表情%4,播放模式%5",3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1041|1|0,2|12,1102|1|2,5|700004,1149|1|2,5|1500001,1151|1|2,5|1520001,1091|1|0,1|10,1149|1|2,5|1500001,,,,,,100,306411,,508
3190033,设置滚动容器跳转至坐标,3,13,3,1,使%1设置%2的%3跳转至坐标X%4 Y%5,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1005|1|0,1|100,1005|1|0,1|100,1091|1|0,1|100,1149|1|2,5|1500001,,,,,,,,,,,306412,,509
3190034,设置滚动容器可滚动方向,3,13,3,1,使%1设置%2的%3的可滚动方向为%4,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1146|1|2,5|1470001,,,1149|1|2,5|1500001,1151|1|2,5|1520001,1091|1|0,1|10,1149|1|2,5|1500001,,,,,,,306413,,510
3190035,设置滚动容器滑动条图案,3,13,3,1,使%1设置%2的%3的滚动条图案为%4,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1076|1|0,2|10100,,,1091|1|0,1|100,1149|1|2,5|1500001,,,,,,,,,,100,306414,,511
3190040,设置元件相对位置,3,13,3,1,使%1设置%2的%3的相对父元件为: 水平方向%4，偏移%5 %6 垂直方向%7，偏移%8 %9,3,"0,0,0,0,0,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1150|1|2,5|1510001,1091|1|0,1|10,1149|1|2,5|1500001,1151|1|2,5|1520001,1091|1|0,1|10,1149|1|2,5|1500001,,,,,,,,,512
3190041,设置元件相对大小,3,13,3,1,使%1设置%2的%3的相对父元件宽为%4%5，高为%6%7,3,"0,0,0,0,0,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1091|1|0,1|100,1149|1|2,5|1500001,1091|1|0,1|100,1149|1|2,5|1500001,,,,,,,,,,,,,513
3190042,动态创建元件,3,13,3,1,"为%1在%2创建%3的空元件,将元件id赋值给%4",3,"0,0,0,0,0,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1152|1|2,5|1530001,1010|1|0,,,,,,,,,,,,,,,,,,,,514
3190043,克隆元件,3,13,3,1,"为%1在%2克隆%3,将克隆体id赋值给%4",3,"0,0,0,0,0,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1010|1|0,,,,,,,,,,,,,,,,,,,,515
3190044,修改元件父元件,3,13,3,1,修改%1设置%2的%3的父元件为%4,3,"0,0,0,0,0,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1075|1|0,,,,,,,,,,,,,,,,,,,,516
3190045,设置动画装载器内容,3,13,3,1,使%1设置%2的%3播放动画 %4 动画序号 %5 ，播放模式 %6,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1153|1|0,2|10001,1005|1|0,1|1,1086|1|2,5|610001,,,,,,,,,,,,100,,,517
3190046,设置进度条元件图案,3,13,3,1,使%1设置%2的%3的%4图案为%5,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1154|1|2,5|1540001,1076|1|0,2|10100,,,,,,,,,,,,,,,,,518
3190047,设置进度条元件数值,3,13,3,1,使%1设置%2的%3的%4数值为%5,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1114|1|2,5|1130003,1005|1|0,1|100,,,,,,,,,,,,,,,,,519
3190048,平滑增加进度条当前值,3,13,3,1,使%1设置%2的%3 当前进度在%4 秒内 %5 %6,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1005|1|0,1|3,1120|1|2,5|840001,1005|1|0,1|50,,,,,,,,,,,,100,,,520
3190049,平滑设置进度条进度值,3,13,3,1,使%1设置%2的%3 当前进度在%4 秒内变化至 %5,3,"0,0,0,0,0,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1005|1|0,1|3,1005|1|0,1|100,,,,,,,,,,,,,,100,,,521
3190006,设置元件颜色,3,13,3,1,使%1设置%2的%3的颜色为%4,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1056|1|0,1|0xF44336,,,1149|1|2,5|1500001,1151|1|2,5|1520001,1091|1|0,1|10,1149|1|2,5|1500001,,,,,,,306415,,522
3190011,设置元件透明度,3,13,3,1,使%1设置%2的%3的不透明度为%4,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1005|1|0,1|90,,,1091|1|0,1|100,1149|1|2,5|1500001,,,,,,,,,,,306416,,523
3190013,设置元件位置,3,13,3,1,使%1设置%2的%3的坐标为X%4 Y%5,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1005|1|0,1|100,1005|1|0,1|100,,,,,,,,,,,,,,100,306417,,524
3190012,切换页面状态,3,13,3,1,使%1的%2切换为%3,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1079|1|0,,,,,,,,,,,,,,,,,,,,306105,,525
3190014,切换页面状态(智能动画),3,13,3,1,使%1的%2切换为%3 动画 %4 时长%5 秒,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1079|1|0,,1112|1|2,5|850002,1005|1|0,1|2,,,,,,,,,,,,,,100,306106,,526
3190015,打开界面(动效),3,13,3,1,使%1打开%2动效 %3 时长%4秒,3,"1,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1115|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,527
3190016,关闭界面(动效),3,13,3,1,使%1关闭%2动效 %3 时长%4秒,3,"1,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1116|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,528
3190017,显示元件(动效),3,13,3,1,使%1设置%2的%3显示，动效 %4 时长%5秒,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1115|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,306420,,529
3190018,隐藏元件(动效),3,13,3,1,使%1设置%2的%3隐藏，动效 %4 时长%5秒,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1116|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,100,306421,,530
3190019,播放元件动效,3,13,3,1,使%1设置%2的%3播放动效 %4,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1121|1|0,3|310001,,,,,,,,,,,,,,,,,306422,,531
3190020,播放元件动效并等待,3,13,3,1,使%1设置%2的%3播放动效 %4 并等待,3,"0,0,0,0,0,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1121|1|0,3|310001,,,,,,,,,,,,,,,,,,,532
3190021,设置文本内容(动效),3,13,3,1,使%1设置%2的%3的文本为%4并播放动效 %5,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1010|1|0,1|300198,1122|1|0,3|310002,,,,,,,,,,,,,,,,,533
3190028,停止元件所有动效,3,13,3,1,使%1设置%2的%3停止播放所有动效,4,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,,,,,,,,,,,,,,,,,,100,,,534
3190022,平滑移动元件至坐标,3,13,3,1,使%1设置%2的%3平滑运动%4,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1123|1|0,3|310003,,,,,,,,,,,,,,,,,306423,,535
3190023,平滑增加元件坐标,3,13,3,1,使%1设置%2的%3平滑运动%4,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1123|1|0,3|310004,,,,,,,,,,,,,,,,,306424,,536
3190024,平滑缩放元件至宽高,3,13,3,1,使%1设置%2的%3平滑运动%4,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1123|1|0,3|310005,,,,,,,,,,,,,,,,,306104,,537
3190025,平滑增加元件宽高,3,13,3,1,使%1设置%2的%3平滑运动%4,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1123|1|0,3|310006,,,,,,,,,,,,,,,,,306425,,538
3190026,平滑旋转元件至角度,3,13,3,1,使%1设置%2的%3平滑运动%4,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1123|1|0,3|310007,,,,,,,,,,,,,,,,,306426,,539
3190027,平滑增加元件角度,3,13,3,1,使%1设置%2的%3平滑运动%4,3,"0,0,0,1,1,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1123|1|0,3|310008,,,,,,,,,,,,,,,,,306427,,540
3130001,在位置上播放特效,3,14,3,1,在%1上播放%2，大小%3，%4秒,7,"1,1,0,1,1,0",,,,1002|1|0,3|40003,1045|1|0,2|1024,1005|1|0,1|1,1005|1|0,1|10,,,,,,,,,,,,,,,0,,306048,1,541
3130002,在玩家身上播放特效,3,14,3,1,在%1上播放%2，大小%3，%4秒,7,"1,1,0,1,1,0",,,,1018|1|0,3|60009,1045|1|0,2|1024,1005|1|0,1|1,1005|1|0,1|10,,,,,,,,,,,,,,,0,,306189,,542
3130003,在生物身上播放特效,3,14,3,1,在%1上播放%2，大小%3，%4秒,7,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1045|1|0,2|1024,1005|1|0,1|1,1005|1|0,1|10,,,,,,,,,,,,,,,0,,306190,,543
3130004,在投掷物上播放特效,3,14,3,1,在%1上播放%2，大小%3，%4秒,7,"1,1,0,1,1,0",,,,1044|1|0,3|90015,1045|1|0,2|1024,1005|1|0,1|1,1005|1|0,1|10,,,,,,,,,,,,,,,0,,306191,,544
3130013,在掉落物上播放特效,3,14,3,1,在%1上播放%2，大小%3，%4秒,7,"1,1,0,1,1,0",,,,1030|1|0,3|90016,1045|1|0,2|1024,1005|1|0,1|1,1005|1|0,1|10,,,,,,,,,,,,,,,0,,306192,,545
3130015,对玩家手持道具播放特效,3,14,3,1,对%1手持道具播放%2，大小为%3,7,"1,1,0,1,1,0",,,,1018|1|0,3|60009,1045|1|0,2|1293,1005|1|0,1|1,,,,,,,,,,,,,,,,,0,,306193,,546
3130017,对玩家道具类型播放特效,3,14,3,1,对%1持有的所有%2播放%3，大小为%4,7,"1,1,0,1,1,0",,,,1018|1|0,3|60009,1028|1|0,2|12005,1045|1|0,2|1293,1005|1|0,1|1,,,,,,,,,,,,,,,0,100,306194,,547
3130005,删除位置上的特效,3,14,3,1,删除%1上的%2,7,"1,1,0,1,1,0",,,,1002|1|0,3|40003,1045|1|0,,,,,,,,,,,,,,,,,,,,0,,306228,,548
3130006,删除玩家身上的特效,3,14,3,1,删除%1身上的%2,7,"1,1,0,1,1,0",,,,1018|1|0,3|60009,1045|1|0,,,,,,,,,,,,,,,,,,,,0,,306195,,549
3130007,删除生物身上的特效,3,14,3,1,删除%1身上的%2,7,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1045|1|0,,,,,,,,,,,,,,,,,,,,0,,306196,,550
3130008,删除投掷物上的特效,3,14,3,1,删除%1上的%2,7,"1,1,0,1,1,0",,,,1044|1|0,3|90015,1045|1|0,,,,,,,,,,,,,,,,,,,,0,100,306197,,551
3130014,删除掉落物上的特效,3,14,3,1,删除%1上的%2,7,"1,1,0,1,1,0",,,,1030|1|0,3|90016,1045|1|0,2|1024,,,,,,,,,,,,,,,,,,,0,,306198,,552
3130016,删除玩家手持道具上的特效,3,14,3,1,删除%1手持道具的%2,7,"1,1,0,1,1,0",,,,1018|1|0,3|60009,1045|1|0,2|1293,,,,,,,,,,,,,,,,,,,0,,306199,,553
3130018,删除玩家快捷栏道具上的特效,3,14,3,1,删除%1快捷栏的所有%2的%3,7,"1,1,0,1,1,0",,,,1018|1|0,3|60009,1028|1|0,2|12005,1045|1|0,2|1293,,,,,,,,,,,,,,,,,0,,306200,,554
3130009,设置位置特效大小,3,14,3,1,设置%1上的%2大小为%3,7,"1,1,0,1,1,0",,,,1002|1|0,3|40003,1045|1|0,2|1024,1005|1|0,1|1,,,,,,,,,,,,,,,,,0,,306201,,555
3130010,设置玩家特效大小,3,14,3,1,设置%1上的%2大小为%3,7,"1,1,0,1,1,0",,,,1018|1|0,3|60009,1045|1|0,2|1024,1005|1|0,1|1,,,,,,,,,,,,,,,,,0,,306202,,556
3130011,设置生物特效大小,3,14,3,1,设置%1上的%2大小为%3,7,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1045|1|0,2|1024,1005|1|0,1|1,,,,,,,,,,,,,,,,,0,,306203,,557
3130012,设置投掷物特效大小,3,14,3,1,设置%1上的%2大小为%3,7,"1,1,0,1,1,0",,,,1044|1|0,3|90015,1045|1|0,2|1024,1005|1|0,1|1,,,,,,,,,,,,,,,,,0,,306204,,558
3140012,使玩家播放音效,3,15,3,1,使%1播放场景%2，音量%3，音调%4，循环播放%5,11,"1,1,0,1,1,0",,,,1018|1|0,3|60009,1046|1|0,,1005|1|0,1|100,1005|1|0,1|1,1014|1|0,5|320002,,,,,,,,,,,,,0,,306219,,559
3140013,使生物播放音效,3,15,3,1,使%1播放场景%2，音量%3，音调%4，循环播放%5,11,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1046|1|0,,1005|1|0,1|100,1005|1|0,1|1,1014|1|0,5|320002,,,,,,,,,,,,,0,,306339,,560
3140014,在位置上播放音效,3,15,3,1,在%1播放场景%2，音量%3，音调%4，循环播放%5,11,"1,1,0,1,1,0",,,,1002|1|0,3|40003,1046|1|0,,1005|1|0,1|100,1005|1|0,1|1,1014|1|0,5|320002,,,,,,,,,,,,,0,100,306340,,561
3140015,关闭玩家音效,3,15,3,1,关闭%1身上正在播放的%2,11,"1,1,0,1,1,0",,,,1018|1|0,3|60009,1046|1|0,,,,,,,,,,,,,,,,,,,,0,,306341,,562
3140016,关闭生物音效,3,15,3,1,关闭%1身上正在播放的%2,11,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1046|1|0,,,,,,,,,,,,,,,,,,,,0,,306342,,563
3140017,关闭位置音效,3,15,3,1,关闭%1上正在播放的%2,11,"1,1,0,1,1,0",,,,1002|1|0,3|40003,1046|1|0,,,,,,,,,,,,,,,,,,,,0,100,,,564
3140019,对玩家播放界面音效,3,15,3,1,对%1播放界面%2，音量%3，音调%4，循环播放%5,11,"1,1,0,1,1,0",,,,1018|1|0,3|60009,1046|1|0,,1005|1|0,1|100,1005|1|0,1|1,1014|1|0,5|320002,,,,,,,,,,,,,0,,306218,,565
3140021,关闭玩家界面音效,3,15,3,1,关闭%1正在播放的界面%2,11,"1,1,0,1,1,0",,,,1018|1|0,3|60009,1046|1|0,,,,,,,,,,,,,,,,,,,,0,,306343,,566
3140018,对玩家组播放界面音效,3,15,3,1,对%1播放界面%2，音量%3，音调%4，循环播放%5,11,"1,1,0,1,1,0",,,,1019|1|0,,1046|1|0,,1005|1|0,1|100,1005|1|0,1|1,1014|1|0,5|320002,,,,,,,,,,,,,0,,306344,,567
3140020,关闭玩家组界面音效,3,15,3,1,关闭%1正在播放的界面%2,11,"1,1,0,1,1,0",,,,1019|1|0,,1046|1|0,,,,,,,,,,,,,,,,,,,,0,,306345,,568
3140022,对玩家播放界面音乐,3,15,3,1,对%1播放界面%2，音量%3，循环播放%4,11,"1,1,0,1,1,0",,,,1018|1|0,3|60009,1080|1|0,,1005|1|0,1|100,1014|1|0,5|320002,,,,,,,,,,,,,,,,,306337,,569
3140023,暂停/恢复玩家界面音乐,3,15,3,1,%1%2正在播放的界面音乐,11,"1,1,0,1,1,0",,,,1081|1|2,5|580001,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,100,306338,,570
3170001,在位置上创建图文信息,3,16,3,1,在%1上创建%2,10,"1,1,0,1,1,0",,,,1002|1|0,3|40003,1057|1|0,3|150001,,,,,,,,,,,,,,,,,,,,,306328,,571
3170002,在玩家身上创建图文信息,3,16,3,1,在%1身上创建%2，向%3偏移距离%4,10,"1,1,0,1,1,0",,,,1018|1|0,3|60009,1057|1|0,3|150001,1047|1|0,5|350001,1005|1|0,1|100,,,,,,,,,,,,,,,,,306107,,572
3170003,在生物身上创建图文信息,3,16,3,1,在%1身上创建%2，向%3偏移距离%4,10,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1057|1|0,3|150001,1047|1|0,5|350001,1005|1|0,1|100,,,,,,,,,,,,,,,,,306329,,573
3170004,在投掷物上创建图文信息,3,16,3,1,在%1上创建%2，向%3偏移%4,10,"1,1,0,1,1,0",,,,1044|1|0,3|90015,1057|1|0,3|150001,1047|1|0,5|350001,1005|1|0,1|100,,,,,,,,,,,,,,,,100,306330,,574
3170005,删除位置上的图文信息类型,3,16,3,1,删除%1上编号为%2的%3,10,"1,1,0,1,1,0",,,,1002|1|0,3|40003,1005|1|0,1|1,1058|1|2,5|490001,,,,,,,,,,,,,,,,,,,306331,,575
3170006,删除玩家身上的图文信息类型,3,16,3,1,删除%1身上编号为%2的%3,10,"1,1,0,1,1,0",,,,1018|1|0,3|60009,1005|1|0,1|1,1058|1|2,5|490001,,,,,,,,,,,,,,,,,,,306108,,576
3170007,删除生物身上的图文信息类型,3,16,3,1,删除%1身上编号为%2的%3,10,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1005|1|0,1|1,1058|1|2,5|490001,,,,,,,,,,,,,,,,,,,306332,,577
3170008,删除投掷物上的图文信息类型,3,16,3,1,删除%1上编号为%2的%3,10,"1,1,0,1,1,0",,,,1044|1|0,3|90015,1005|1|0,1|1,1058|1|2,5|490001,,,,,,,,,,,,,,,,,,100,306333,,578
3170009,在位置上创建平面图文信息,3,16,3,1,在%1上创建%2，向X轴偏移%3，Y轴偏移%4,10,"1,1,0,1,1,0",,,,1002|1|0,3|40003,1057|1|0,3|150001,1005|1|0,1|0,1005|1|0,1|100,,,,,,,,,,,,,,,,,306334,,579
3170010,在玩家身上创建平面图文信息,3,16,3,1,在%1身上创建%2，向X轴偏移%3，Y轴偏移%4,10,"1,1,0,1,1,0",,,,1018|1|0,3|60009,1057|1|0,3|150001,1005|1|0,1|0,1005|1|0,1|100,,,,,,,,,,,,,,,,,306334,,580
3170011,在生物身上创建平面图文信息,3,16,3,1,在%1身上创建%2，向X轴偏移%3，Y轴偏移%4,10,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1057|1|0,3|150001,1005|1|0,1|0,1005|1|0,1|100,,,,,,,,,,,,,,,,,306335,,581
3170012,在投掷物上创建平面图文信息,3,16,3,1,在%1身上创建%2，向X轴偏移%3，Y轴偏移%4,10,"1,1,0,1,1,0",,,,1044|1|0,3|90015,1057|1|0,3|150001,1005|1|0,1|0,1005|1|0,1|100,,,,,,,,,,,,,,,,,306336,,582
3160001,播放广告(老),3,17,3,1,对%1播放广告，广告位名字%2，并且运行%3(老),4,"1,0,0,0,1,0",,,,1018|1|0,3|60009,1010|1|0,,1038|1|0,,,,,,,,,,,,,,,,,,2,,,,583
3160010,显示皮肤购买窗口,3,17,3,1,对%1显示%2的购买窗口，推荐语%3,4,"1,0,0,0,1,0",,,,1018|1|0,3|60009,1138|1|0,,1010|1|0,,,,,,,,,,,,,,,,,,6,,,,584
3160002,打开开发者商店（老）,3,17,3,1,使%1打开开发者商店(仅按下按钮和松开按钮可触发),4,"0,0,0,0,1,0",,,,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,1,,,,585
3160003,显示商品购买窗口,3,17,3,1,对%1显示%2的购买窗口，推荐语%3,4,"1,0,0,0,1,0",,,,1018|1|0,3|60009,1059|1|0,,1010|1|0,,,,,,,,,,,,,,,,,,1,,,,586
3160004,播放视频,3,17,3,1,对%1打开%2并自动播放视频,4,"1,1,0,0,1,0",,,,1018|1|0,3|60009,1073|1|0,,,,,,,,,,,,,,,,,,,,2,,,,587
3160005,播放广告,3,17,3,1,对%1播放广告，广告位名字%2，并且运行%3(仅按下按钮和松开按钮可触发),4,"0,0,0,0,1,0",,,,1018|1|0,3|60009,1010|1|0,,1038|1|0,,,,,,,,,,,,,,,,,,1,,,,588
3160011,打开开发者商店皮肤页面,3,17,3,1,对%1打开开发者商店皮肤页面（仅按下按钮和松开按钮可触发）,4,"0,0,0,0,1,0",,,,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,6,,,,589
3160006,打开开发者商店,3,17,3,1,对%1打开开发者商店,4,"1,0,0,0,1,0",,,,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,1,,,,590
3160007,打开开发者商店购买页指定分类,3,17,3,1,对%1打开开发者商店%2，商店名为%3,4,"1,0,0,0,1,0",,,,1018|1|0,3|60009,1101|1|0,,1010|1|0,,,,,,,,,,,,,,,,,,1,,,,591
3160012,打开开发者商店指定分类,3,17,3,1,对%1打开开发者商店%2，商店名为%3,4,"1,1,0,1,1,0",,,,1018|1|0,3|60009,1144|1|0,5|1450001,1010|1|0,,,,,,,,,,,,,,,,,,1,,,,592
3160013,打开对象的皮肤商店购买弹框,3,17,3,1,对%1显示%2的皮肤商店购买弹框,4,"1,1,0,1,1,0",,,,1018|1|0,3|60009,1048|1|0,,,,,,,,,,,,,,,,,,,,4,,,,593
3160014,打开皮肤试用商店,3,17,3,1,对%1打开皮肤试用商店,4,"1,1,0,1,1,0",,,,1018|1|0,3|60009,3|60009,,,,,,,,,,,,,,,,,,,,4,,,,594
3160009,打开皮肤商品详情页,3,17,3,1,对%1打开%2详情页（仅按下按钮和松开按钮可触发）,4,"0,0,0,0,1,0",,,,1018|1|0,3|60009,1138|1|0,,,,,,,,,,,,,,,,,,,,6,,,,595
3160008,打开商品详情页,3,17,3,1,对%1打开%2详情页,4,"1,1,0,1,1,0",,,,1018|1|0,3|60009,1059|1|0,,,,,,,,,,,,,,,,,,,,1,,,,596
3161001,设置课程目标状态,3,17,3,1,设置任务序号%1的完成状态为%2,4,"1,1,1,1,1,0",,,,1091|1|0,1|1,1092|1|0,5|800001,,,,,,,,,,,,,,,,,,,3,,,,597
3161002,显示课程目标区,3,17,3,1,设置任务目标区为%1,4,"1,1,1,1,1,0",,,,1093|1|0,5|810001,,,,,,,,,,,,,,,,,,,,,3,,,,598
3220001,对玩家显示评价弹窗,3,17,3,1,对%1显示评价弹窗,4,"1,1,0,1,1,0",,,,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,1,,"①玩家游玩一段时间后（当前为进入地图后3分钟）才可以触发
②10分钟只会弹一次，且玩家已评价过该地图不会触发
③重进地图或转换编辑地图可重新弹出一次，方便测试",,599
3220002,对玩家显示收藏弹窗,3,17,3,1,对%1显示收藏弹窗,4,"1,1,0,1,1,0",,,,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,1,,"①玩家游玩一段时间后（当前为进入地图后3分钟）才可以触发
②10分钟只会弹一次，且玩家已评价过该地图不会触发
③重进地图或转换编辑地图可重新弹出一次，方便测试",,600
