任务ID,名称,类型（0=主线、1=支线、2=成就、3=科技树）,描述(加上@goal_index#会显示对应任务目标序号的任务计数，使用@item_道具id#添加可查看详情的道具),任务追踪框描述(加上@goal_index#会显示对应任务目标序号的任务计数，使用@item_道具id#添加道具文本，默认颜色#c7bbe3a),任务目标(道具：I_itemID(若使用组则填“IG_道具ID”)、生物：M_monsterID、生态：B_biometypename、星球：P_planet(0=迷拉星，1=烈焰星，2=萌眼星)、T_tunestoneEnchantType，0代表任意),奖励（成就型任务只读取index=1的奖励）,奖励发放类型(1=自动发放 2=手动领取),任务icon(填写“id”，获取显示对应item的图标，填写“#id”表示使用生物头像，路径：Assetruntime\Assets\Resources\ui\roles),指引图片(读取Assetruntime\Assets\Resources\ui\survivetaskguide目录下的文件名),继承存量已完成任务id,条件记录方式（科技树专用）,能否预完成（0=允许，1=不允许）,是否上报服务器（0=不上报，1=上报）,上报参数1,上报参数2
100502,金属冶炼：铝,0,"[
{
""String"" : ""把采集到的@item_175#放入#c7bbe3a冶炼台#n吧#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""冶炼获得@item_12758#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""在#c7bbe3a冶炼台#n中冶炼"",
""@item_175#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 5,
""GoalID1"" : ""I_12758"",
""GoalNum"" : 3
}
]","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 50
}
]",1,12758,100502,[],0,,0,,
100503,铝制工具,0,"[
{
""String"" : ""用@item_12758#升级一下如下工具吧！#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""@item_12761#@goal_1#"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""@item_11017#@goal_2#"",
""UnlockTaskId"" : 0,
}
]","[
""制作获得"",
""@item_12761#@goal_1#"",
""@item_11017#@goal_2#""
]","[
{
""Index"" : 1,
""Type"" : 3,
""GoalID1"" : ""I_12761"",
""GoalNum"" : 1
},
{
""Index"" : 2,
""Type"" : 3,
""GoalID1"" : ""I_11017"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 50
}
]",1,12761,100503,[],0,,0,,
100504,铝制装备,0,"[
{
""String"" : ""再升级一下装备吧，老的装备强度有点不够看了#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""制作并穿戴任意#c7bbe3a铝制装备#n@goal_1#吧#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""@item_12764#、@item_12765#"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""@item_12766#、@item_12767#·#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""都可以"",
""UnlockTaskId"" : 0,
}
]","[
""制作并穿戴"",
""任意#c7bbe3a铝制装备#n@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 34,
""GoalID1"" : ""I_12764,I_12765,I_12766,I_12767,I_12209"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 50
}
]",1,12764,100504,[],0,,0,,
100601,特级矿工,0,"[
{
""String"" : ""我们需要获得更坚固的材料#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""这次需要更加深入地下，做好准备就出发吧！#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""这次下矿需要采集这些矿物#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""@item_452#@goal_1#·#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""#c7bbe3a钛矿位于迷拉星最深处，几乎快到基岩层了#n"",
""UnlockTaskId"" : 0,
}
]
","[
""在#c7bbe3a地下深层#n矿藏中采集以下矿物"",
""@item_452#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 2,
""GoalID1"" : ""I_452"",
""GoalNum"" : 3
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 452,
""RewardNum"" : 3
}
]",1,452,100601,[],0,,0,,
100602,金属冶炼：钛,0,"[
{
""String"" : ""把采集到的@item_452#放入#c7bbe3a冶炼台#n吧#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""冶炼@item_452#获得@item_11330#@goal_1#"",
""UnlockTaskId"" : 0,
}
]
","[
""在#c7bbe3a冶炼台#n中冶炼"",
""@item_452#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 5,
""GoalID1"" : ""I_11330"",
""GoalNum"" : 3
}
]","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 100
}
]",1,11330,100602,[],0,,0,,
100603,钛制工具,0,"[
{
""String"" : ""用@item_11330#升级一下如下工具吧！#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""@item_11014#@goal_1#"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""无需多言，多余的@item_11330#依然可以用来升级武器和装备，让自己变得更强吧！"",
""UnlockTaskId"" : 0,
}
]
","[
""制作获得"",
""@item_11014#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 3,
""GoalID1"" : ""I_11014"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 50
}
]",1,11014,100603,[],0,,0,,
100604,星能技术入门,0,"[
{
""String"" : ""我们又可以接触更先进的功能方块了#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""是时候尝试一下#c7bbe3a星能技术#n吧#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""制作@item_352#@goal_1#·#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""这是我们用到的第一个也是最重要的#c7bbe3a星能能源#n·#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""深入接触这一系统，会发现很多新奇的东西"",
""UnlockTaskId"" : 0,
}
]","[
""制作获得"",
""@item_352#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 3,
""GoalID1"" : ""I_352"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 100
}
]",1,352,100604,[],0,,0,,
100701,踏入雨林,0,"[
{
""String"" : ""迷拉星上遗落着#c7bbe3a生命圣物#n!#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""我们需要前往#c7bbe3a雨林生态#n才能找到它#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""迷拉星的雨林树木高大且非常密集，处处充满危险#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""在雨林的#c7bbe3a雷暴天#n最好减少外出，被雷劈中可不是闹着玩的！"",
""UnlockTaskId"" : 0,
}
]
","[
""前往#c7bbe3a雨林生态#n""
]","[
{
""Index"" : 1,
""Type"" : 14,
""GoalID1"" : ""B_RAINFOREST"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 50
}
]",1,395,100701,[1007001],0,,0,,
100702,雨林之芯,0,"[
{
""String"" : ""在雨林的乔木树干中寻找@item_396#。#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""采集@item_396#"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""获得@item_11601#@goal_1#·#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""雨林乔木的树干上偶尔会析出一些#c7bbe3a蓝色晶体#n，#r需要静下心来仔细找找"",
""UnlockTaskId"" : 0,
}
]","[
""采集@item_396#"",
""获得@item_11601#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 3,
""GoalID1"" : ""I_11601"",
""GoalNum"" : 3
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 11596,
""RewardNum"" : 2
}
]",1,11601,100702,[1007002],0,,0,,
100703,古老之钥,0,"[
{
""String"" : ""结合@item_11601#和@item_11330#，#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""制作@item_11597#@goal_1#·#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""@item_11597#上雕刻着古老迷拉星人的语言，#r记录着“#c7bbe3a雨林神庙#n”开启的方法"",
""UnlockTaskId"" : 0,
}
]","[
""制作获得"",
""@item_11597#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 3,
""GoalID1"" : ""I_11597"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 11593,
""RewardNum"" : 2
}
]",1,11597,100703,[1007003],0,,0,,
100704,雨林神庙！,0,"[
{
""String"" : ""想要找到#c7bbe3a雨林神庙#n，#r需要先找到有@item_578#的小神龛#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""手持@item_11597#点击@item_578#就可以激活石像#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""重新构造出#c7bbe3a雨林神庙#n！#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""准备好了吗？#c7bbe3a羽蛇神#n就在里面！"",
""UnlockTaskId"" : 0,
}
]","[
""找到@item_578#"",
""召唤出#c7bbe3a雨林神庙#n""
]","[
{
""Index"" : 1,
""Type"" : 17,
""GoalID1"" : ""I_11597"",
""GoalID2"" : ""I_578"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 11209,
""RewardNum"" : 3
}
]",1,578,100704,[1007004],0,,0,,
100705,羽蛇神,0,"[
{
""String"" : ""战胜#c7bbe3a羽蛇神#n！#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""羽蛇神的诞生源自一场意外。#r“神圣果实”深藏于其体内，经历了不知多久的岁月……"",
""UnlockTaskId"" : 0,
}
]","[
""战胜#c7bbe3a羽蛇神#n！""
]","[
{
""Index"" : 1,
""Type"" : 8,
""GoalID1"" : ""M_3878"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 300
}
]",1,#3878,100705,[1007005],0,,0,,
100801,神圣种子,0,"[
{
""String"" : ""战胜#c7bbe3a羽蛇神#n后别忘了拾取掉落物#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""获得@item_591#@goal_1#·#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""“神圣果实”中寄存的封印密钥，通过遗传基因代代相传……"",
""UnlockTaskId"" : 0,
}
]","[
""拾取"",
""@item_591#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 3,
""GoalID1"" : ""I_591"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 11209,
""RewardNum"" : 3
}
]",1,591,100801,[1007006],0,,0,,
100802,生命之奇迹,0,"[
{
""String"" : ""把@item_591#种到@item_103#里@goal_1#·#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""等待#c7bbe3a神圣树#n成熟吧!#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""#c7bbe3a神圣树#n与其他植物不同，无法使用@item_11311#加速其生长，只能慢慢等待#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""并且#c7bbe3a神圣树#n需要更大的生长空间，尽量在开阔的地方种植吧"",
""UnlockTaskId"" : 0,
}
]","[
""种下"",
""@item_591#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 17,
""GoalID1"" : ""I_591"",
""GoalID2"" : ""I_103"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 378,
""RewardNum"" : 10
}
]",1,590,100802,[1007007],0,,0,,
100803,生命圣物,0,"[
{
""String"" : ""#c7bbe3a神圣树#n成熟后高耸入云#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""然而果实却长在高处的树干内#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""我们需要向上攀登到接近#c7bbe3a树冠#n的位置#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""采集并获得@item_587#@goal_1##r"",
""UnlockTaskId"" : 0,
}
]","[
""待#c7bbe3a神圣树#n成熟"",
""在#c7bbe3a神圣树#n接近树冠处"",
""采集@item_587#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 3,
""GoalID1"" : ""I_587"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 100
}
]",1,587,100803,[1007008],0,,0,,
100901,星链工艺,0,"[
{
""String"" : ""制作@item_150902#@goal_1#·#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""起飞！恢复星链网络，就可以去烈焰星了！"",
""UnlockTaskId"" : 0,
}
]","[
""制作获得"",
""@item_150902#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 3,
""GoalID1"" : ""I_150902"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 100
}
]",1,597,100901,[1006007],0,,0,,
101001,抵达烈焰星,0,"[
{
""String"" : ""乘坐星站顺利抵达#c7bbe3a烈焰星#n·#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""烈焰星是星系中距离恒星最近的一颗行星，地表温度奇高，且几乎被熔岩所覆盖。#r#r前往烈焰星前必须做好充足的准备"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""烈焰星上遗落着#c7bbe3a勇气圣物#n!#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""需要尽快找到#c7bbe3a黑龙#n才行"",
""UnlockTaskId"" : 0,
}
]","[
""乘坐星站抵达#c7bbe3a烈焰星#n""
]
","[
{
""Index"" : 1,
""Type"" : 25,
""GoalID1"" : ""P_1"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 100
}
]",1,124,101001,[1008001],0,,0,,
101002,黑龙试炼Ⅰ,0,"[
{
""String"" : ""战胜#c7bbe3a远古黑龙#n！#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""黑龙守护烈焰断剑已过去了不知多长岁月，但仍未忘记其与“昔日者”们定下的约定。#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""想要得到“烈焰断剑”，就必须先通过它的试炼，向黑龙证明自己的力量吧！"",
""UnlockTaskId"" : 0,
}
]","[
""战胜#c7bbe3a远古黑龙！#n""
]","[
{
""Index"" : 1,
""Type"" : 8,
""GoalID1"" : ""M_3502"",
""GoalNum"" : 1
}
]
","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 500
}
]",1,#3502,101002,[1008002],0,,0,,
101003,勇气圣物,0,"[
{
""String"" : ""获得@item_588#·#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""烈焰断剑里寄存了封印密钥的其中一段，解除火山封印必不可少"",
""UnlockTaskId"" : 0,
}
]","[
""获得@item_588#""
]","[
{
""Index"" : 1,
""Type"" : 3,
""GoalID1"" : ""I_588"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 100
}
]",1,588,101003,[1008003],0,,0,,
101101,熔岩矿工,0,"[ 
{
""String"" : ""到了烈焰星意味着有#c7bbe3a更强力的矿物#n了"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""这次#c7bbe3a烈焰星#n下矿需要采集这些矿物#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""@item_177#@goal_1#·#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""#c7bbe3a烈焰星#n地表复杂，需要多加观察断壁，执意向下挖掘可能被岩浆淹没，十分危险"",
""UnlockTaskId"" : 0,
}
]","[
""在#c7bbe3a烈焰星#n矿藏中采集以下矿物"",
""@item_177#@goal_1#""
]
","[
{
""Index"" : 1,
""Type"" : 2,
""GoalID1"" : ""I_177"",
""GoalNum"" : 3
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 177,
""RewardNum"" : 3
}
]",1,177,101101,[],0,,0,,
101102,金属冶炼：钴,0,"[
{
""String"" : ""把采集到的@item_177#放入#c7bbe3a冶炼台#n吧#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""冶炼@item_177#获得@item_12759#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""在#c7bbe3a冶炼台#n中冶炼"",
""@item_177#@goal_1#""
]
","[
{
""Index"" : 1,
""Type"" : 5,
""GoalID1"" : ""I_12759"",
""GoalNum"" : 3
}
]","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 150
}
]",1,12759,101102,[],0,,0,,
101103,钴制工具,0,"[
{
""String"" : ""用@item_12759#升级一下如下工具吧！#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""@item_11018#@goal_1#"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""@item_12762#@goal_2#"",
""UnlockTaskId"" : 0,
}
]","[
""制作获得"",
""@item_11018#@goal_1#"",
""@item_12762#@goal_2#""
]","[
{
""Index"" : 1,
""Type"" : 3,
""GoalID1"" : ""I_11018"",
""GoalNum"" : 1
},
{
""Index"" : 2,
""Type"" : 3,
""GoalID1"" : ""I_12762"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 12759,
""RewardNum"" : 3
},
{
""Index"" : 2,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 100
}
]",1,11018,101103,[],0,,0,,
101104,钴制装备,0,"[
{
""String"" : ""再升级一下装备吧，老的装备强度有点不够看了"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""制作并穿戴任意#c7bbe3a钴制装备#n@goal_1#吧#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""@item_12768#、@item_12769#"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""@item_12770#、@item_12771#·#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""都可以"",
""UnlockTaskId"" : 0,
}
]","[
""制作并穿戴"",
""任意#c7bbe3a钴制装备#n@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 34,
""GoalID1"" : ""I_12768,I_12769,I_12770,I_12771"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 12759,
""RewardNum"" : 3
}
]",1,12768,101104,[],0,,0,,
101201,抵达萌眼星,0,"[
{
""String"" : ""乘坐星站顺利抵达#c7bbe3a萌眼星#n#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""萌眼星是迷拉星唯一的卫星，引力比起迷拉星要小得多。"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""在这颗星球上生活着一群长相独特的原住生物，似乎有点难沟通……"",
""UnlockTaskId"" : 0,
}
]","[
""乘坐星站顺利抵达#c7bbe3a萌眼星#n""
]","[
{
""Index"" : 1,
""Type"" : 25,
""GoalID1"" : ""P_2"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 100
}
]",1,118,101201,[1009001],0,,0,,
101202,集齐四方,0,"[
{
""String"" : ""召唤远古巨人前需要先凑齐四种矿物方块#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""制作@item_457#@goal_1#"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""制作@item_180#@goal_2#"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""制作@item_408#@goal_3#"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""制作@item_449#@goal_4#·#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""@item_449#是#c7bbe3a萌眼星#n特有的一种矿物，一般在#c7bbe3a萌眼星空岛#n上可以找到，费老劲了~"",
""UnlockTaskId"" : 0,
}
]","[
""制作获得以下方块"",
""@item_457#@goal_1#"",
""@item_180#@goal_2#"",
""@item_408#@goal_3#"",
""@item_449#@goal_4#""
]","[
{
""Index"" : 1,
""Type"" : 3,
""GoalID1"" : ""I_457"",
""GoalNum"" : 1
},
{
""Index"" : 2,
""Type"" : 3,
""GoalID1"" : ""I_180"",
""GoalNum"" : 1
},
{
""Index"" : 3,
""Type"" : 3,
""GoalID1"" : ""I_408"",
""GoalNum"" : 1
},
{
""Index"" : 4,
""Type"" : 3,
""GoalID1"" : ""I_449"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 200
}
]",1,1042,101202,[1009002],0,,0,,
101203,驱散虚空侵蚀,0,"[
{
""String"" : ""需要找到祭坛后，在@item_1042#旁4格放下@item_457# 、@item_180# 、@item_408# 、@item_449# 唤醒#c7bbe3a远古巨人#n#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""帮助#c7bbe3a远古巨人#n摆脱虚空的侵蚀#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""#c7bbe3a远古巨人#n被虚空腐蚀太深，已经无法挽回，唯一的办法只能将其破坏。"",
""UnlockTaskId"" : 0,
}
]","[
""帮助#c7bbe3a远古巨人#n摆脱虚空的侵蚀""
]","[
{
""Index"" : 1,
""Type"" : 8,
""GoalID1"" : ""M_3514"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 750
}
]",1,#3514,101203,[1009002],0,,0,,
101204,智慧圣物,0,"[
{
""String"" : ""获得@item_589#@goal_1##r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""@item_589#曾是古老迷拉星人在人工生命领域的重大突破，里面寄存着火山封印三段密钥的其中一段"",
""UnlockTaskId"" : 0,
}
]","[
""获得@item_589#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 3,
""GoalID1"" : ""I_589"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 410,
""RewardNum"" : 1
}
]",1,589,101204,[1009003],0,,0,,
101301,萌眼矿工,0,"[ 
{
""String"" : ""到了萌眼星意味着有#c7bbe3a更强力的矿物#n了"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""这次#c7bbe3a萌眼星#n下矿需要采集这些矿物#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""@item_404#@goal_1#·#r"",
""UnlockTaskId"" : 0,
}
]","[
""在#c7bbe3a萌眼星#n矿藏中采集以下矿物"",
""@item_404#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 2,
""GoalID1"" : ""I_404"",
""GoalNum"" : 3
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 404,
""RewardNum"" : 3
}
]",1,404,101301,[],0,,0,,
101302,金属冶炼：钨,0,"[
{
""String"" : ""把采集到的@item_404#放入#c7bbe3a冶炼台#n吧#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""冶炼@item_404#获得@item_11203#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""在#c7bbe3a冶炼台#n中冶炼"",
""@item_404#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 5,
""GoalID1"" : ""I_11203"",
""GoalNum"" : 3
}
]","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 200
}
]",1,11203,101302,[],0,,0,,
101303,钨制工具,0,"[
{
""String"" : ""用@item_11203#升级一下如下工具吧！#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""@item_11015#@goal_1#"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""@item_12005#@goal_2#"",
""UnlockTaskId"" : 0,
}
]","[
""制作获得"",
""@item_11015#@goal_1#"",
""@item_12005#@goal_2#""
]","[
{
""Index"" : 1,
""Type"" : 3,
""GoalID1"" : ""I_11015"",
""GoalNum"" : 1
},
{
""Index"" : 2,
""Type"" : 3,
""GoalID1"" : ""I_12005"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 11203,
""RewardNum"" : 3
},
{
""Index"" : 2,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 100
}
]",1,11015,101303,[],0,,0,,
101304,钨制装备,0,"[
{
""String"" : ""再升级一下装备吧，老的装备强度有点不够看了"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""制作并穿戴任意#c7bbe3a钨制装备#n@goal_1#吧#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""@item_12241#、@item_12242#"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""@item_12243#、@item_12244#·#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""都可以"",
""UnlockTaskId"" : 0,
}
]","[
""制作并穿戴"",
""任意#c7bbe3a钨制装备#n@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 34,
""GoalID1"" : ""I_12241,I_12242,I_12243,I_12244"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 11203,
""RewardNum"" : 3
}
]",1,12241,101304,[],0,,0,,
101401,摆放圣器,0,"[
{
""String"" : ""现在，三圣物都已集齐，就差最后一步了#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""返回迷拉星，找到火山祭坛，终结宿命！#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""在@item_140#上放置@item_587#@goal_1##r“神圣果实”代表了“昔日者”曾经最辉煌的基因改造技术。#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""在@item_141#上放置@item_588#@goal_2##r“烈焰断剑”代表了“昔日者”曾经与“黑龙”长久合作的象征。#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""在@item_142#上放置@item_589#@goal_3##r“石人之眼”代表了“昔日者”曾经引以为傲的人工智慧。#r"",
""UnlockTaskId"" : 0,
}
]","[
""在@item_140#上放置#r@item_587#@goal_1#"",
""在@item_141#上放置#r@item_588#@goal_2#"",
""在@item_142#上放置#r@item_589#@goal_3#""
]","[
{
""Index"" : 1,
""Type"" : 33,
""GoalID1"" : ""I_587"",
""GoalID2"" : ""I_140"",
""GoalNum"" : 1
},
{
""Index"" : 2,
""Type"" : 33,
""GoalID1"" : ""I_588"",
""GoalID2"" : ""I_141"",
""GoalNum"" : 1
},
{
""Index"" : 3,
""Type"" : 33,
""GoalID1"" : ""I_589"",
""GoalID2"" : ""I_142"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 200
}
]",1,140,101401,[1001003],0,,0,,
101501,符文技术,1,"[
{
""String"" : ""武器、工具、装备还能通过符文技术进一步提升能力#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""需要先制作@item_785#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""制作获得"",
""@item_785#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 3,
""GoalID1"" : ""I_785"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 100
}
]",1,785,101501,[1005011],0,,0,,
101502,符文强化,1,"[
{
""String"" : ""打开@item_785#，放入一把武器#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""进行#c79b83e符文强化#n@goal_1#！#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""只需要花费星星就可以进行一般符文强化了#r"",
""UnlockTaskId"" : 0,
},
{
""String"" : ""但想要更强力的符文能力，则需要去寻找一些特定的附材料"",
""UnlockTaskId"" : 0,
}
]","[
""进行#c79b83e符文强化#n@goal_1#！""
]","[
{
""Index"" : 1,
""Type"" : 18,
""GoalID1"" : 0,
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 100
}
]",1,785,101502,[1005012],0,,0,,
