iD,备注（坐骑必须配置两个，服务器解锁用0级，客户端商店用1级）,被骑时高度,存档界面显示放缩,商城界面显示放缩,最小生命,最大生命,最小陆地速度,最大陆地速度,最小飞行速度,最大飞行速度,最小游泳速度,最大游泳速度,最小跳跃高度,最大跳跃高度,坐骑蛋ID,下蛋时间(刻),骑乘切换背视角,子模型显示（原鞍使用模型）,天生装备鞍,天生装备铠甲,铠甲栏位概率,天生技能1（1孵化蛋，2蓄力期间加速，3水上行走，4超级跳跃，5滑翔，6岩浆行走，7奔腾）,天生技能2（同天生技能1）,天生技能3（同天生技能1）,天生技能4（同天生技能1）,天生技能5（同天生技能1）,天生技能6（同天生技能1）,坐骑类型(1=变形关联坐骑2=驯服类坐骑3=解锁坐骑),骑乘绑点ID,"个人中心界面位置调整（基准位置-260, 20, -150）",,加速特效名称,食物,骑乘坐姿（0坐，1站）,变色
4791,狮子坐骑,290,0.8,0.8,220,220,1000,1000,,,,,150,150,,,1,4,12273,12274,100,269,270,271,248,,,3,,,,,12549,,1 1 1 |0 1 0.16|0.7 0 1|0 0.15 1
4792,铃铛坐骑0级,290,0.5,,160,160,600,600,,,,,100,100,,,1,1,11810,,1,,,,,,,3,,,,,12549,,
4793,铃铛坐骑,290,0.5,0.5,220,220,1000,1000,,,,,150,150,,,1,4,12273,12274,100,242,273,274,241,,,3,,,,,12549,,
4794,幻-玄武,190,1,,100,100,1000,1000,,,,,80,80,,,,1,11810,,,,,,,,,1,,,,,,,
4795,幻-玄武,190,1,1,100,100,1500,1500,,,,,80,80,,,,2,12273,12274,,,,,,,,1,,,,,,,
4796,凤凰齐天1-0级,200,1,0.4,100,100,2000,2000,,,,,70,70,,,,1,11810,,,,,,,,,1,,,,,,,
4797,凤凰齐天1,200,1,0.4,100,100,2000,2000,,,,,70,70,,,,2,12273,12274,,,,,,,,1,,,,,,,
4798,凤凰齐天2-0级,200,1,0.4,100,100,2000,2000,,,,,70,70,,,,1,11810,,,,,,,,,1,,,,,,,
4799,凤凰齐天2,200,1,0.4,100,100,2000,2000,,,,,70,70,,,,2,12273,12274,,,,,,,,1,,,,,,,
4800,幻海琉光兽0级,290,0.8,,160,160,600,600,,,,,100,100,,,1,1,11810,,1,,,,,,,3,,,,,12549,,
4801,幻海琉光兽,290,0.8,0.8,220,220,1000,1000,,,,,150,150,,,1,4,12273,12274,100,275,276,248,277,230,,3,,,,,12549,,
4802,王昭君灵御0级,190,0.5,,100,100,1000,1000,,,,,70,70,,,,1,11810,,,,,,,,,1,,,,,,,
4803,王昭君灵御,190,0.5,0.5,100,100,1500,1500,,,,,70,70,,,,2,12273,12274,,223,,,,,,1,,,,,,,
4804,庆典扭扭车0级,290,0.5,,160,160,600,600,,,,,40,40,,,1,1,11810,,1,,,,,,,3,,,,,12549,,
4805,庆典扭扭车,290,0.5,1,220,220,1000,1000,,,,,60,60,,,1,4,12273,12274,100,278,279,280,281,,,3,,,,,12549,,
4806,幻光闪电兔0级,290,0.8,,160,160,600,600,,,,,100,100,,,1,1,11810,,1,,,,,,,3,,,,,12549,,
4807,幻光闪电兔,290,0.8,0.8,220,220,1000,1000,,,,,150,150,,,1,4,12273,12274,100,282,283,284,248,,,3,,,,,12549,,
4808,童趣蹦蹦杆0级,290,0.8,,160,160,600,600,,,,,100,100,,,1,1,11810,,1,,,,,,,3,,,,,12549,,
4809,童趣蹦蹦杆,290,0.8,1.5,220,220,1000,1000,,,,,150,150,,,1,4,12273,12274,100,131,285,286,,,,3,,,,,12549,,
4810,星芒小帚0级,290,1,,160,160,600,600,,,,,100,100,,,1,1,11810,,1,,,,,,,3,,,,,12549,,
4811,星芒小帚1级,290,1,0.6,180,180,800,800,,,,,140,140,,,1,2,12273,12274,100,131,,,,,,3,,,,,12549,,
4812,星芒小帚2级,290,1,0.6,180,180,830,830,,,,,140,140,,,1,2,12273,12274,100,131,,,,,,3,,,,,12549,,
4813,星芒小帚3级,290,1,0.6,180,180,860,860,,,,,140,140,,,1,2,12273,12274,100,131,,,,,,3,,,,,12549,,
4814,星芒小帚4级,290,1,0.6,180,180,890,890,,,,,140,140,,,1,2,12273,12274,100,131,,,,,,3,,,,,12549,,
4815,星芒小帚5级,290,1,0.6,200,200,900,900,,,,,140,140,,,1,3,12273,12274,100,131,,,,,,3,,,,,12549,,
4816,星芒小帚6级,290,1,0.6,200,200,920,920,,,,,140,140,,,1,3,12273,12274,100,131,,,,,,3,,,,,12549,,
4817,星芒小帚7级,290,1,0.6,200,200,940,940,,,,,140,140,,,1,3,12273,12274,100,131,,,,,,3,,,,,12549,,
4818,星芒小帚8级,290,1,0.6,200,200,960,960,,,,,140,140,,,1,3,12273,12274,100,131,,,,,,3,,,,,12549,,
4819,星芒小帚9级,290,1,0.6,200,200,980,980,,,,,140,140,,,1,3,12273,12274,100,131,,,,,,3,,,,,12549,,
4820,星芒小帚10级（星掠逐风）,290,1,0.6,220,220,1000,1000,,,,,150,150,,,1,4,12273,12274,100,131,166,287,288,,,3,,,,,12549,,
