皮肤ID,皮肤名称,皮肤模型,贴图ID,头像,特效类型1[1=脚印，2=飞行，3=周身],特效1命名,特效类型2[1=脚印，2=飞行，3=周身],特效2命名,特效类型3[1=脚印，2=飞行，3=周身，4=拖尾],特效3命名,商店特效,购买天数1,钱类型1/1道具可用迷你币代替2只迷你币3只道具4迷你豆5道具可用迷你豆代替6仅激活码解锁,消耗道具ID1,价格1,购买天数2,钱类型2/1道具可用迷你币代替2只迷你币3只道具4迷你豆5道具可用迷你豆代替,消耗道具ID2,价格2,购买天数3,钱类型3/1道具可用迷你币代替2只迷你币3只道具4迷你豆5道具可用迷你豆代替,消耗道具ID3,价格3,皮肤描述,购买提示类型（1前往家园和取消 2只有确定）,购买提示,标签（1限时 2折扣 3特惠 4典藏）,限时开始,限时结束,开放渠道ID（-1全关，0全开）,音效,高度,宽度,厚度,受击高度,受击宽度,受击厚度,特别效果类型1（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果1图标,特别效果1描述,特别效果类型2（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果2图标,特别效果2描述,特别效果类型3（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果3图标,特别效果3描述,特别效果类型4（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果4图标,特别效果4描述,特别效果类型5（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果5图标,特别效果5描述,特别效果类型6（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果6图标,特别效果6描述,背景图,背景动画文件,背景动画文件,动态商城图标（已废弃，改为读SkinCostDef装扮服务器表）,变形类型[不填=不显示变形按钮，1=变身为坐骑（且优先显示装扮），2=变身为装扮2（且优先显示装扮1），3=变身为坐骑（且优先显示坐骑）],变形关联（填入坐骑、装扮ID）,小窗logo,小窗尺寸(正常不填为2.0),野人举起高度,AR动捕支持（1支持，空则不支持）,备注标准人形骨骼（1为支持，0为不支持）,换装ID,新换装ID,头像框：只能永久,"表情动作（100140,100108）",解锁道具,装扮图片,互动关联,"多重换装ID(index_skinid,index表示对应的第几条特性,skinid表示皮肤id,有多个变色效果时用逗号隔开)",多重换装前置id,切换顺序,局部换肤,是否显示（1=不显示）,语音范围（半径）,出场语音,间隔时间1,初次判断时间1,休闲语音,间隔时间2,初次判断时间2,死亡语音,间隔时间3,社交语音,间隔时间4,初次判断时间3,光照条件,幻化特效,幻化准备时间,功能说明(1:幻化),动作播放顺序,主题序号（1=奇迹派对，2=探险小队，3=龙响天下，4=棉花泡泡，5=花蔓四季，6=幻想童话，7=小马宝莉，8=瑞雪丰年，9=梦旅笙歌，10=晨星战队，11=琉光圣灵）,主题图标,召唤ID,变身条件（1=水环境之外的环境，2=水环境）,变身特效,变身时间,天赋buff,跳转ID（全局跳转id_定制id）,左侧边栏背景色,可搭配部件类型,列表模型缩放比|y轴位移,变形坐骑移动端是否显示技能按钮（0=显示，1=不显示）,商城场景动画,皮肤类型 1常规皮肤（陆地移动）2飞行皮肤,,冒险互动类皮肤（默认不填）,死亡特效(放在particles目录下，只填特效名称即可，如scene_siwang_01）,换装皮肤贴图的名称,换装皮肤周身特效的名称,空手无道具时要切换的模型,cpID/支持配多个,cp效果范围半径/格,cp音效,cp特效,cpbuff,私人定制默认avt,私人定制皮肤列表
34,嘟嘟啵啵,140034,,63,,,,,,,140034_1,,,,,,,,,-1,2,,999,嘟嘟和啵啵是迷斯拉的好哥们，但常因为自己的力量太小而自卑。直到他们听说有一颗星球上能获得色彩魔法，便带着希望一路向前(购买迷你星工场图纸包，集齐嘟嘟+啵啵，将解锁随环境变换颜色的新装扮嘟嘟啵啵！),2,,4,,,999,skin34,180,60,60,220,120,120,,bodyeffcet,身体特效：随着环境变换颜色！,,headicon,头像：解锁头像。,,,,,,,,,,,,,,common_01,0,,,,,,180,,1,,,,,20411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
35,嘟嘟,140034,1,65,,,,,,,140034_1,,,,,,,,,-1,2,,999,嘟嘟和啵啵是迷斯拉的好哥们，但常因为自己的力量太小而自卑。直到他们听说有一颗星球上能获得色彩魔法，便带着希望一路向前（购买迷你星工场图纸包解锁，集齐嘟嘟、啵啵装扮将解锁变色装扮嘟嘟啵啵！）,2,,,,,999,skin34,180,60,60,220,120,120,,headicon,头像：解锁头像。,,,,,,,,,,,,,,,,,common_01,0,,,,,,180,,1,,,,,20412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
36,啵啵,140034,2,64,,,,,,,140034_1,,,,,,,,,-1,2,,999,嘟嘟和啵啵是迷斯拉的好哥们，但常因为自己的力量太小而自卑。直到他们听说有一颗星球上能获得色彩魔法，便带着希望一路向前（购买迷你星工场图纸包解锁，集齐嘟嘟、啵啵装扮将解锁变色装扮嘟嘟啵啵！）,2,,,,,999,skin34,180,60,60,220,120,120,,headicon,头像：解锁头像。,,,,,,,,,,,,,,,,,common_01,0,,,,,,180,,1,,,,,20413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
37,梦歌,140035,,66,,,1,140035_3,,,140035_1,,,,,,,,,-1,2,,999,如从梦中出走的少女，想来一场说走就走的旅行。这一次不仅为了探险，更为了活出自己想要的样子。,2,,1,,,999,skin35,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方留下花瓣脚印。,,,,,,,,,,,,,,common_01,0,,,,icon_55,,180,,,,"37,142",,,20414,,,,,,,,,,,,,,,,,,,,,,,,,9,lab_dresstheme_dream,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
38,斩浪,140036,,67,3,140036_2,1,140036_3,,,140036_1,,,,,,,,,-1,2,,999,久经风浪的水军大将，天下皆称此子有天蓬元帅下凡之能。,2,,1,,,999,skin36,180,60,60,220,120,120,,bodyeffcet,身体特效：身上散发水花！,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方留下水花脚印。,,,,,,,,,,,dtxx_beijingtu02,0,,,,,1.7,180,,,,,20231,,20415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
39,安吉洛斯,140037,,68,3,140037_2,,,,,140037_1,,,,,,,,,,,,,正直善良的安吉洛斯，挥舞手中的星杖，将爱心和希望洒落在迷你大陆的每个角落，守护着一代又一代的探险家们。（安吉洛斯仅能通过活动获得~）,2,解锁道具可由活动获得,1,,,999,skin37,180,60,60,220,120,120,,bodyeffcet,身体特效：身上飘散着羽毛！,,headicon,头像：解锁头像。,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,20416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,2,,,,,,,,,,,,,
40,暗星,140038,,69,3,140038_2,1,140038_3,,,140038_1,,,,,,,,,,,,,来自虚空的DJ，最爱劲爆的电音摇滚。有着超强节奏感的他，是派对舞台上最耀眼的星。,2,,1,,,999,skin38,180,60,60,220,120,120,,bodyeffcet,身体特效：尾巴带有闪电！,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方留下音符脚印。,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,20417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
41,兰斯洛特,140039,,70,3,140039_2,,,,,140039_1,,,,,,,,,,,,,何为骑士之道？剑锋所指，正义必达！,2,,1,,,999,skin39,180,60,60,220,120,120,,bodyeffcet,身体特效：身上飘散着星光！,,headicon,头像：解锁头像。,,,,,, ,,,,,,,,common_01,0,,,,,,180,,,,,,,20418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
42,喵小糖,140040,,71,,,1,140040_3,,,140040_1,,,,,,,,,,,,,系统网络连接正常，电磁炮台准备就绪。什么？说我是技术宅？不不不，这可是科学家的浪漫啊！哎？电力不足警告，要，要去充电啦。,2,,1,,,999,skin40,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方会留下电子颗粒。,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,20419,,,,,,,,,,,,,,,,,,,,,,,,,10,lab_dresstheme_team,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
43,千兵卫,140041,,72,,,1,140041_3,,,140041_1,,,,,,,,,,,,,你的武功不错！但那也赶不上我迅捷如风的二刀流哇。,,,,,,999,skin41,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方会留下尘埃脚印。,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,20420,,,,,,,,,,,,,,,,,,,,,,,,,15,lab_dresstheme_butterfly,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
44,星翼,140042,,73,,,1,140042_3,,,140042_1,,,,,,,,,-1,2,,298,“这次比赛的冠军奖杯，就是我的生日礼物!”热爱繁华都市生活的星翼又一次出现在了赛场上。对她来说，冠军固然重要，但更重要的是赢得漂亮！,,,,,,999,skin42,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方会留下小爱心脚印。,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,20421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
45,离,140043,,74,,,1,140043_3,,,140043_1,,,,,,,,,-1,2,,268,元气满满的刺客，经常自言自语的给自己打气。最喜欢使用飞针，以及将所有物品都织上毛线套。,,,,,,999,skin43,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方会留下毛球脚印。,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,20422,,,,,,,,,,,,,,,,,,,,,,,,,15,lab_dresstheme_butterfly,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
46,黯,140044,,75,,,1,140044_3,,,140044_1,,,,,,,,,-1,2,,298,他希望自己在别人眼里是个冷酷的人，日常装冷酷。却常常因为注意力不集中而被搭档吐槽。,,,,,,999,skin44,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方会留下飞镖脚印。,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,20423,,,,,,,,,,,,,,,,,,,,,,,,,15,lab_dresstheme_butterfly,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
47,啾啾,140045,,76,3,140045_2,,,,,140045_1,,,,,,,,,-1,2,,198,"你相信吗，天空的每一朵云，都有它独特的味道。我愿做你的翅膀,带你去世界最美丽的地方。",,,,,,999,skin45,180,60,60,220,120,120,,bodyeffcet,身体特效：皇冠上飘散着金光！,,headicon,头像：解锁头像。,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,20424,,,,,,,,,,,,,,,,,,,,,,,,,20,lab_dresstheme_ygxl,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
48,华乐,140046,,77,3,140046_2,,,,,140046_1,,,,,,,,,-1,2,,0,和平，就由我来守护，为了朋友和家园！,,,,,,999,skin46,180,60,60,220,120,120,,bodyeffcet,身体特效：背部机甲会飘散金色粒子和电光！,,headicon,头像：解锁头像。,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,20425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
49,大毛,140047,,78,,,1,140047_3,,,140047_1,,,,,,,,,-1,2,,0,来自珠穆朗玛峰的小雪人，电影《雪人奇缘》中的主角。拥有操控自然的神奇魔力，在探险途中，与你一路暖萌相伴。,,,,,,999,skin47,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方会留下冰晶大脚印。,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,20426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
50,乔克,140048,,79,3,140048_2,1,140048_3,,,140048_1,,,,,,,,,-1,2,,0,“哟！远道而来的旅行者，想来看看不可思议的魔术表演吗？最奇妙的演出都在这里啦！”,,,,,,999,skin48,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方会留下魔术图案。,,,,,,,,,,,,,,dtxx_beijingtu03,0,,,,icon_61,,180,,1,,,20245,,20427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
51,小艾,140049,,80,,,1,140049_3,,,140049_1,,,,,,,,,-1,2,,0,哈哈！规则就是用来打破的，不过我可以给你一个甜蜜的理由！,,,,,,999,skin49,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方会留下棒棒糖脚印。,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,20428,,,,,,,,,,,,,,,,,,,,,,,,,10,lab_dresstheme_team,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
52,擎天柱,140050,,81,3,140050_2,1,140050_3,,,140050_1,,,,,,,,,-1,2,,0,我是擎天柱，向星际间所有流亡的汽车人发出此讯息，我们在这里，等你们!,,,,,,999,skin50,180,60,60,220,120,120,,bodyeffcet,身体特效：游戏内可实现变形功能，切换形态！,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方会留下阵营标志脚印。,1,changeicon,变形：点击左侧变形按钮，可切换机器人/载具形态！,,skill,变形金刚专属技能：汽车人攻防！,,,,,dtxx_beijingtu04,0,transformers_icon1,1,3449,icon_52,1.7,180,,,,,,,20429,,,,,,,,,,,,,,,,,,,,,,,,,17,lab_dresstheme_mecha,,,,,,,1,"3,5,8,9,13,14,15,16,17,18,19",1.1|0,,,1,,,,,,,,,,,,,
53,威震天,140051,,82,3,140051_2,1,140051_3,,,140051_1,,,,,,,,,-1,2,,0,不论是失败还是背叛，我永远不会被征服，我是威震天。,,,,,,999,skin51,180,60,60,220,120,120,,bodyeffcet,身体特效：游戏内可实现变形功能，切换形态！,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方会留下阵营标志脚印。,1,changeicon,变形：点击左侧变形按钮，可切换机器人/载具形态！,,skill,变形金刚专属技能：聚变加农炮！,,,,,dtxx_beijingtu04,0,transformers_icon2,1,3451,icon_53,1.7,180,,,,,,,20430,,,,,,,,,,,,,,,,,,,,,,,,,17,lab_dresstheme_mecha,,,,,,,1,"3,5,8,9,13,14,15,16,17,18,19",1.2|0,,,1,,,,,,,,,,,,,
54,慕斯,140052,,83,,,1,140052_3,,,140052_1,,,,,,,,,-1,2,,0,圣诞节最不能缺少的，就是雪花、糕点、绚丽的魔法和甜甜的你！,,,,,,999,skin52,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方会留下草莓脚印。,,,,,,,,,,,,,,dtxx_beijingtu05,0,,,,,,180,,,,,20248,,20431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
55,金柚柚,140053,,84,,,1,140053_3,,,140053_1,,,,,,,,,-1,2,,0,初来到迷萌星球的可爱双子，来自一个丰饶富足的地方。开朗的金柚柚，最喜欢收集秋天的果实和落叶，然后在冬天做成各种物品提供给大家。用他的话说，共享才是「丰饶」的诀窍。,,,,,,999,skin53,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方会留下栗子脚印。,,,,,,,,,,,,,,dtxx_beijingtu06,0,,,,,,180,,,,,,,20432,,,,,,,,,,,,,,,,,,,,,,,,,21,lab_dresstheme_rxyc,,,,,,,4,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
56,喜团团,140054,,85,3,140054_2,1,140054_3,,,140054_1,,,,,,,,,-1,2,,0,初来到迷萌星球的可爱双子，来自一个丰饶富足的地方。勤劳的喜团团，总要花很多时间用自己的能力去帮助难以抵抗寒冬的小动物。她希望有更多伙伴来一起传递这份「丰饶」的力量。,,,,,,999,skin54,180,60,60,220,120,120,,bodyeffcet,身体特效：身上飘散着花朵！,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方会留下平安结脚印。,,,,,,,,,,,dtxx_beijingtu06,0,,,,,,180,,,,,,,20433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
57,林千树,140055,,86,,,1,140055_3,,,140055_1,,,,,,,,,-1,2,,0,看起来是个不修边幅的老顽童，其实武功高强，是朔野城长老；同时也是程锦衣、离和黯的师傅。他觉得当今世上一个能打的都没有，所以脾气温和了许多，也多年不问江湖。,2,解锁道具可由活动获得,,,,999,skin55,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方会留下酒葫芦脚印。,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,20434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
58,大黄蜂,140056,,87,3,140056_2,1,140050_3,,,140056_1,,,,,,,,,-1,2,,0,我是大黄蜂，和你认识最久的朋友，擎天柱，我愿意为你付出我的生命。,,,,,,999,skin56,180,60,60,220,120,120,,bodyeffcet,身体特效：游戏内可实现变形功能，切换形态！,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方会留下阵营标志脚印。,1,changeicon,变形：点击左侧变形按钮，可切换机器人/载具形态！,,skill,变形金刚专属技能：黄蜂突刺！ ,,,,,dtxx_beijingtu04,0,transformers_icon1,1,3453,icon_52,,180,,,,,,,20435,,,,,,,,,,,,,,,,,,,,,,,,,17,lab_dresstheme_mecha,,,,,,,1,"3,5,8,9,13,14,15,16,17,18,19",1.2|0,,,1,,,,,,,,,,,,,
59,花幽幽,140057,,88,3,140057_2,,,,,140057_1,,,,,,,,,-1,2,,0,仙气十足的花幽幽很享受徜徉在花海的感觉。她的房前屋后都种满了花朵，路过的小朋友都会被沁人的香气所吸引。而这次，听说魔法星球的能量会让鲜花产生一些奇妙的变化，作为园艺师的她欣然前往。,,,,,,999,skin57,180,60,60,220,120,120,,bodyeffcet,身体特效：身上飘散着星光！,,headicon,头像：解锁头像。,,,,,,,,,,,,,,common_01,0,,,,icon_55,,180,,,,"59,203",,,20436,,,,,,,,,,,,,,,,,,,,,,,,,5,lab_dresstheme_seasons,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,2,,,,,,,,,,,,,
60,星灵,140058,,89,3,140058_2,1,140058_3,4,140058_4,140058_1,,,,,,,,,-1,2,,0,每一个来自天空的闪亮星灵，都在寻找和它志趣相投的小朋友。当小朋友对着天空许愿时它就能听到诉求，来到小朋友身边一起创造新世界。,,,,,,999,skin58,180,60,60,220,120,120,,bodyeffcet,身体特效：身上飘散着彩虹！,,headicon,头像：解锁头像。,,,,,,,,,,,,,,common_01,0,giflogo_60,,,,,180,,,,,,,20437,,,,,,,,,,,,,,,,,,,,,,,,,14,lab_dresstheme_star,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
61,雪球球,140059,,90,3,140059_2,1,140059_3,,,140059_1,,,,,,,,,-1,2,,0,雪山上的豹族少女，出生时就被选定成为高原上的守护者，从小就尽职尽责地保护这片净土。虽然很温柔，但面对家园危机时展现出了令人钦佩的勇气和坚强。,2,解锁道具可由活动获得,,,,999,skin59,180,60,60,220,120,120,,bodyeffcet,身体特效：身上飘散着雪花！,,headicon,头像：解锁头像。,,,,,,,,,,,,,,common_01,0,giflogo_61,,,,,180,,,,,,,20438,,,,,,,,,,,,,,,,,,,,,,,,,1,lab_dresstheme_party,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
62,爱丽丝,140060,,91,3,140060_2,,,,,140060_1,,,,,,,,,-1,2,,0,魔法学院的少女爱丽丝被一张扑克牌带入到了一个奇妙的世界。在那里，她邂逅了善良的兔子先生。尽管这是一场未知的冒险，但只要有兔子先生一起，在哪里都是奇妙之旅。,,,,,,999,skin62,180,60,60,220,120,120,,bodyeffcet,身体特效：身上飘散着印花！,,headicon,头像：解锁头像。,,,,,,,,,,,,,,dtxx_beijingtu08,0,,,,,,180,,,,,,,20439,,,,,,,,,,,,,,,,,,,,,,,,,6,lab_dresstheme_storyes,,,,,,,4,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
63,蛙太郎,140061,,92,,,1,140061_3,,,140061_1,,,,,,,,,-1,2,,0,在迷萌蛙族长大的他从小就学会了许多忍术，也练就了超强的抗打击力。比起训练，蛙太郎最喜欢的事情，还是在夏天的夜晚躺在池塘边的芦苇里，听取蛙声一片。,2,解锁道具可由活动获得,,,,999,skin63,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方会留下青蛙脚印。,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,20440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
64,红蜘蛛,140062,,93,3,140064_2,1,140051_3,,,140064_1,,,,,,,,,-1,2,,888,红蜘蛛觉得自己“命中注定就是霸天虎领袖”，喜欢逞一时的口舌之快，时刻想着与威震天争权夺利，因此无意中破坏了不少狂派的进攻计划，让威震天头疼不已。,2,,,,,999,skin64,180,60,60,220,120,120,,bodyeffcet,身体特效：游戏内可实现变形功能，切换形态！,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方会留下阵营标志脚印。,1,changeicon,变形：点击左侧变形按钮，可切换机器人/载具形态！,,skill,变形金刚专属技能：空中警报！,,,,,dtxx_beijingtu04,0,transformers_icon2,1,3464,icon_53,,180,,,,,,,20441,,,,,,,,,,,,,,,,,,,,,,,,,17,lab_dresstheme_mecha,,,,,,,1,"3,5,8,9,13,14,15,16,17,18,19",1.2|0,,,1,,,,,,,,,,,,,
65,热破,140063,,94,3,140065_2,1,140050_3,,,140065_1,,,,,,,,,-1,2,,0,他沉稳、冷静、充满责任感，是博派的未来领袖，是宇宙和平新的希望，面对邪恶他无所畏惧，不论情况多么危险，他都会毫不迟疑地马上行动。,,,,,,999,skin65,180,60,60,220,120,120,,bodyeffcet,身体特效：游戏内可实现变形功能，切换形态！,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方会留下阵营标志脚印。,1,changeicon,变形：点击左侧变形按钮，可切换机器人/载具形态！,,skill,变形金刚专属技能：红色闪电！,,,,,dtxx_beijingtu04,0,transformers_icon1,1,3466,icon_52,1.8,180,,,,,,,20442,,,,,,,,,,,,,,,,,,,,,,,,,17,lab_dresstheme_mecha,,,,,,,1,"3,5,8,9,13,14,15,16,17,18,19",1.2|0,,,1,,,,,,,,,,,,,
66,惊破天,140064,,95,3,140066_2,1,140051_3,,,140066_1,,,,,,,,,-1,2,,0,他是比威震天更强大更残酷无情的暴君，经过改造，他的征服与统治的自信和野心无人能及，他是力量的化身，整个宇宙都满足不了这个无情的暴君的胃口。,,,,,,999,skin66,180,60,60,220,120,120,,bodyeffcet,身体特效：游戏内可实现变形功能，切换形态！,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方会留下阵营标志脚印。,1,changeicon,变形：点击左侧变形按钮，可切换机器人/载具形态！,,skill,变形金刚专属技能：聚变激光！,,,,,dtxx_beijingtu04,0,transformers_icon2,1,3468,icon_53,1.7,180,,,,,,,20443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"3,5,8,9,13,14,15,16,17,18,19",1.2|0,,,1,,,,,,,,,,,,,
67,全能玩家劳尔,140065,,96,3,140067_2,,,,,140067_1,,,,,,,,,-1,2,,0,游走在虚拟与现实之间，劳尔习惯把生活中的种种问题都当作游戏中的一个个关卡来解决。如果运气和实力都无法通关，那么就交给时间吧。时间会让人成长，而成长是解决问题的最终答案。,,解锁道具可由活动获得,,,,999,skin67,180,60,60,220,120,120,,bodyeffcet,身体特效：身上飘散着字符！,,headicon,头像：解锁头像。,,,,,,,,,,,,,,dtxx_beijingtu09,0,,,,,1.75,180,,,,,,,20444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,2,,,,,,,,,,,,,
68,电玩少女铃音,140066,,97,3,140068_2,,,,,140068_1,,,,,,,,,-1,2,,0,电玩少女铃音最喜欢的事，就是带着机械伙伴小魔方穿梭于虚拟与现实之间，饶有兴致地探索这个世界的乐趣，享受着热闹与繁华。但每次铃音都只是短暂停留，因为她一直在寻找能真正触动到她的霓虹光彩。,2,解锁道具可由活动获得,,,,999,skin68,180,60,60,220,120,120,,bodyeffcet,身体特效：身上飘散着紫色粒子！,,headicon,头像：解锁头像。,,,,,,,,,,,,,,dtxx_beijingtu10,0,,,,,,180,,,,,,,20445,,,,,,,,,,,,,,,,,,,,,,,,,1,lab_dresstheme_party,,,,,,,4,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,2,,,,,,,,,,,,,
69,青弦,140067,,98,3,140069_2,,,,,140069_1,,,,,,,,,-1,2,,0,身为“粽艺坊”的传人，青弦却梦想着成为古筝大师。她与父母约定，只要她能让“粽艺坊”声名不坠，家人就不能阻止她学习古筝。对于青弦来说，“粽艺坊”与“古筝大师”，从来不是二选一，因为她两个都要。,,,,,,999,skin69,180,60,60,220,120,120,,bodyeffcet,身体特效：身上飘散着粽叶！,,headicon,头像：解锁头像。,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,20446,,,,,,,,,,,,,,,,,,,,,,,,,13,lab_dresstheme_feather,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
