状态ID,名字,等级,作用时间(秒),"调用Update周期(秒), 0表示不调用","脚本名字:开始Script_Start,结束Script_End,Tick:Script_Tick",作为插件编辑效果[0代表不开放，1150=有害，1151=有益，1152=中立 ],触发器开放[0代表不开放，1=有害效果，2=有益效果，3=中立效果 ],效果库ID1,默认值1（时间需要除以10）,效果库ID2,默认值2,效果库ID3,默认值3,效果库ID4,默认值4,效果库ID5,默认值5,效果库ID6,默认值6,效果库ID7,默认值7,效果库ID8,默认值8,效果库ID9,默认值9,效果库ID10,默认值10,睡觉获取权重,睡觉获取权重生态加成,图标(填图标库ID),特效(填特效库ID),音效(填音效库ID),持续模式（0=无限时间 大于0=有限时间）,优先级（1=覆盖 2=并存）,死亡不清除（1=清除 2=不清除）,主动攻击清除效果（1=清除 2=不清除）,受到伤害清除效果（1=清除 2=不清除）,冷却时间（获取后这段时间内无法再次获得同一个buff，填秒数）（未开发）,冷却说明（描述冷却原因，填stringid）（未开发）,插件编辑模板(不填=不是模板 1=作为模板),属性类型1（废弃）,属性值1（废弃）,属性类型2（废弃）,属性值2（废弃）,属性类型3（废弃）,属性值3（废弃）,属性类型4（废弃）,属性值4（废弃）,属性类型5（废弃）,属性值5（废弃）,描述,图标名字,类型(0有益，1不利，2特殊),状态类型(0-无，1-火，2-变身，3-毒素，4-流血，5-冰，6-冻结),状态类型名称（填stringid）,特效名称,音效类型（0单次1循环）,音效名称,身体模型,中BUFF变第三人称,禁止做一切事,图标缺失,部件放大(将来除以1000等于部件),在buff栏隐藏,备注,标签,预制资源名
1016001,剧毒,1,5,,,,,1008,10|3|101005,1048,40|1017001,,,,,,,,,,,,,,,,,,,1107,1613,10095,5,1,1,2,2,,,,,,,,,,,,,,会使生物不断失去生命，并在一定时间造成神经麻痹，十分危险。,highly_venom,1,3,25467,,,,,,,,,,,,
1017001,神经麻痹1级,1,1,,,,,1049,,,,,,,,,,,,,,,,,,,,,,1108,1612,,1,1,1,2,2,,,,,,,,,,,,,,麻了，动弹不得……,,1,,,,,,,,,,,,,,
1017002,神经麻痹2级,1,1,,,,,1049,,,,,,,,,,,,,,,,,,,,,,1108,1612,,2,1,1,2,2,,,,,,,,,,,,,,麻了，动弹不得……,,1,,,,,,,,,,,,,,
1017003,雷霆麻痹,1,4,,,,,1049,,1051,,,,,,,,,,,,,,,,,,,,1108,1612,,1,1,1,2,2,,,,,,,,,,,,,,麻了，动弹不得……,,1,,,,,,,,,,,,,,
1018001,蝎毒1级,1,5,,,,,1008,30|1|101005,,,,,,,,,,,,,,,,,,,,,1107,1613,10095,6,1,1,2,2,,,,,,,,,,,,,,蝎子的毒素会越叠越猛，要小心！,damagebuff_poison,1,3,25467,BUFF_POISON_1,0,buff.buff_wither_1,,0,,,,,,,
1018002,蝎毒2级,2,5,,,,,1008,20|1|101005,,,,,,,,,,,,,,,,,,,,,1107,1613,10095,6,1,1,2,2,,,,,,,,,,,,,,蝎子的毒素会越叠越猛，要小心！,damagebuff_poison,1,3,25467,BUFF_POISON_1,0,buff.buff_wither_1,,0,,,,,,,
1018003,蝎毒3级,3,5,,,,,1008,10|1|101005,,,,,,,,,,,,,,,,,,,,,1107,1613,10095,6,1,1,2,2,,,,,,,,,,,,,,蝎子的毒素会越叠越猛，要小心！,damagebuff_poison,1,3,25467,BUFF_POISON_1,0,buff.buff_wither_1,,0,,,,,,,
1018004,蝎毒4级,4,5,,,,,1008,10|2|101005,,,,,,,,,,,,,,,,,,,,,1107,1613,10095,6,1,1,2,2,,,,,,,,,,,,,,蝎子的毒素会越叠越猛，要小心！,damagebuff_poison,1,3,25467,BUFF_POISON_1,0,buff.buff_wither_1,,0,,,,,,,
1018005,蝎毒5级,5,5,,,,,1008,10|3|101005,1048,40|1017001,,,,,,,,,,,,,,,,,,,1107,1613,10095,6,1,1,2,2,,,,,,,,,,,,,,蝎子的毒素会越叠越猛，要小心！,damagebuff_poison,1,3,25467,BUFF_POISON_1,0,buff.buff_wither_1,,0,,,,,,,
1019001,意识丧失,1,3,,,,,1051,,1049,,,,,,,,,,,,,,,,,,,,1109,1436,10086,3,1,1,2,2,,,,,,,,,,,,,,意识逐渐远离……,,1,,,,,,,,,,,,,,
1019002,意识丧失2级,2,5,,,,,1051,,1049,,,,,,,,,,,,,,,,,,,,1109,1436,10086,5,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019003,意识丧失3级,2,0.1,,,,,1051,,1049,,,,,,,,,,,,,,,,,,,,1109,1436,10086,5,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020001,流血1级,1,4,,,1150,1,1008,10|3|101007,1001,100101|-25,,,,,,,,,,,,,,,,,,,1079,1584,10086,3,1,1,2,2,,,,,,,,,,,,,,啊，止不住了！医生在哪里？！,damagebuff_bleed,1,4,25468,BUFF_POISON_1,,buff.buff_wither_1,,,,,,,,,
1020002,流血2级,2,5,,,1150,1,1008,10|3|101007,1001,100101|-25,,,,,,,,,,,,,,,,,,,1079,1584,10086,3,1,1,2,2,,,,,,,,,,,,,,啊，止不住了！医生在哪里？！,damagebuff_bleed,1,4,25468,BUFF_POISON_1,,buff.buff_wither_1,,,,,,,,,
1020003,流血3级,3,4,,,1150,1,1008,10|4|101007,1001,100101|-25,,,,,,,,,,,,,,,,,,,1079,1584,10086,3,1,1,2,2,,,,,,,,,,,,,,啊，止不住了！医生在哪里？！,damagebuff_bleed,1,4,25468,BUFF_POISON_1,,buff.buff_wither_1,,,,,,,,,
1020004,流血4级,4,5,,,1150,1,1008,10|4|101007,1001,100101|-25,,,,,,,,,,,,,,,,,,,1079,1584,10086,3,1,1,2,2,,,,,,,,,,,,,,啊，止不住了！医生在哪里？！,damagebuff_bleed,1,4,25468,BUFF_POISON_1,,buff.buff_wither_1,,,,,,,,,
1020005,流血5级,5,5,,,1150,1,1008,10|5|101007,1001,100101|-25,,,,,,,,,,,,,,,,,,,1079,1584,10086,3,1,1,2,2,,,,,,,,,,,,,,啊，止不住了！医生在哪里？！,damagebuff_bleed,1,4,25468,BUFF_POISON_1,,buff.buff_wither_1,,,,,,,,,
1021001,突发恶疾,1,5,,,,,1053,,,,,,,,,,,,,,,,,,,,,,1119,1631,,3,1,1,2,1,,,,,,,,,,,,,,突然感觉身体不对劲，无法控制身体…,,1,0,,,,,,,,,,,,,
1022001,荧光棒藻鱼无敌,1,20,,,,,1018,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,,,,,,,,,,,,,,处于保护状态，不受任何伤害。,,0,,,,,,,,,,,,,,
1023001,被缠住了……,1,1,,,,,1001,100103|-45,1034,101203|+200,,,,,,,,,,,,,,,,,,,1117,,,1,1,1,2,2,,,,,,,,,,,,,,不能在水草里停留太久，这草全绑在身上了……,,1,0,,,,,,,,,,,,,
1024001,钓鱼,1,999,,,,,,,,,,,,,,,,,,,,,,,,,,,1118,,,0,2,1,2,2,,,,,,,,,,,,,,PC端-按住鼠标右键蓄力抛竿，单击右键提竿；移动端-按住钓鱼键蓄力抛竿，单击钓鱼键提竿；,,0,0,,,,,,,,,,,,,
1025001,海灵守卫全身变！,1,5,,,1151,2,1016,3224|1|0,1054,3224|10|5,1055,3224|10,,,,,,,,,,,,,,,,,1120,1630,10992,60,1,1,2,2,,,,,,,,,,,,,,巴啦啦~海灵守卫，变！,damagebuff_wither,0,2,25472,,0,buff.buff_chicken,3400,1,1,,,,,,
1026001,热泉烫伤,1,1,,,,,1008,10|10|101004,,,,,,,,,,,,,,,,,,,,,1032,,,1,1,1,2,2,,,,,,,,,,,,,,热泉水也太烫了！！,,1,0,25469,,,,,,,,,,,,
1027001,海马坐骑,1,999,,,1152,3,,3415|1|1,,,,,,,,,,,,,,,,,,,,,1122,,10083,0,2,1,2,2,,,,,,,,,,,,,,骑上我的大海马畅游海底~,damagebuff_wither,0,0,,,0,buff.buff_dumpling,,1,1,,,,,,
1028001,海神庇护,1,120,,,1151,3,,,,,,,,,,,,,,,,,,,,,,,1121,,10083,120,2,1,2,2,,,,,,,,,,,,,,受到海神的庇护，降低钓鱼时被海鸥捣乱的概率，降低鲨鱼出现的概率,damagebuff_wither,0,0,25472,,0,buff.buff_dumpling,3415,1,1,,,,,,
1029001,极热,1,,,,1152,3,1034,101201|20,1003,100311|50,1002,50,,,,,,,,,,,,,,,,,4031,,,0,1,1,2,2,,,,,,,,,,,,,,在极热环境下热血沸腾，体力值消耗增加，力量大幅提升,,2,0,,,,,,,,,,,冰原,,
1030001,炎热,1,,,,1152,3,1034,101201|10,1003,100311|25,1002,25,,,,,,,,,,,,,,,,,4030,,,0,1,1,2,2,,,,,,,,,,,,,,在炎热环境下热血沸腾，体力值消耗增加，力量提升,,2,0,,,,,,,,,,,冰原,,
1031001,寒冷,1,,,,1152,3,1034,101201|10,1010,100412|-25,,,,,,,,,,,,,,,,,,,4026,,,0,1,1,2,2,,,,,,,,,,,,,,在寒冷环境下坚如磐石，体力值消耗增加，伤害减免,,2,0,,,,,,,,,,,冰原,,
1032001,极寒,1,,,,1152,3,1034,101201|20,1056,24002|1,1010,100412|-50,,,,,,,,,,,,,,,,,4027,,,0,1,1,2,2,,,,,,,,,,,,,,在极寒环境下坚如磐石，体力值消耗增加，伤害大幅减免,,2,0,,,,,,,,,,,冰原,,
1033001,冻结,1,,,,1150,1,1056,24003|0,1057,,1058,0|0|0,1060,-3,1061,3033|11085,1062,101501|300|250|5|0,1063,100412|80,1049,,1008,10|5|101008,,,,,4029,3032,11084,10,1,1,2,2,,,,,,,,,,,,,,被冻住不能行动，受到一定伤害后解除,,1,6,25473,,,,,1,1,,,,冰原,,
1034001,深度冻结,1,,,,1150,3,1056,24003|0,1057,,1059,3035|12|1,1060,-3,1061,3033|11085,1062,101501|0|0|0|1000,1049,,1018,,,,,,,,4017,3032,11084,0,1,1,2,2,,,,,,,,,,,,,,被冻住不能行动，但是也不会受到伤害，受热后会融化,,1,6,25473,,,,,1,1,,,,冰原,,
1035001,持续改变温度（测试）,1,3,,,,,1064,1|-15|1,,,,,,,,,,,,,,,,,,,,,4016,,,3,1,1,2,2,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,冰原,,
1036001,环境温度改变（测试）,1,3,,,,,1065,100|0,,,,,,,,,,,,,,,,,,,,,1095,,,3,1,1,2,2,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,冰原,,
1037001,冻结2,1,2,,,1150,1,1056,24003|0,1057,,1058,0|0|0,1060,-6,1061,3033|10982,1063,100412|40,1049,,1062,101501|300|150|5|0,,,,,,,4029,,,2,1,1,2,2,,,,,,,,,,,,,,被冻住不能行动，受到一定伤害后解除,freeze,1,6,25473,,,,,,,,,,,,
1037002,冻结3,2,3,,,1150,1,1056,24003|0,1057,,1058,0|0|0,1060,-6,1061,3033|10982,1063,100412|40,1049,,1062,101501|300|100|5|0,,,,,,,4029,,,3,1,1,2,2,,,,,,,,,,,,,,被冻住不能行动，受到一定伤害后解除,freeze,1,6,25473,,,,,,,,,,,,
1038001,冰缓1,1,3,,,1150,1,1064,1|-10|1,1001,100101|-33,,,,,,,,,,,,,,,,,,,4022,1233,,3,1,1,2,2,,,,,,,,,,,,,,寒冷会使你移动缓慢。,IceSlow,1,5,25470,ice_bingwushouji_jineng,,,,,,,,,,,
1038002,冰缓2,2,5,,,1150,1,1064,1|-15|1,1001,100101|-66,,,,,,,,,,,,,,,,,,,4022,1233,,5,1,1,2,2,,,,,,,,,,,,,,寒冷会使你移动缓慢。,IceSlow,1,5,25470,ice_bingwushouji_jineng,,,,,,,,,,,
1038003,冰缓3,3,3,,,1150,1,1064,1|-40|1,1001,100101|-88,,,,,,,,,,,,,,,,,,,4022,1233,,3,1,1,2,2,,,,,,,,,,,,,,寒冷会使你移动缓慢。,IceSlow,1,5,25470,ice_bingwushouji_jineng,,,,,,,,,,,
1039001,抗寒,1,,,,1151,2,1065,30|0,,,,,,,,,,,,,,,,,,,,,4028,1229,10081,180,1,1,2,2,,,,,,,,,,,,,,提升对寒冷的抵抗,damaged_punch_add,0,0,,BUFF_DAMAGED_1,0,buff.buff_damaged_1,,,,,,,冰原,,
1040001,抗热,1,,,,1151,2,1065,-30|0,,,,,,,,,,,,,,,,,,,,,4032,1229,10081,180,1,1,2,2,,,,,,,,,,,,,,提升对炎热的抵抗,damaged_punch_add,0,0,,BUFF_DAMAGED_1,0,buff.buff_damaged_1,,,,,,,冰原,,
1041001,御寒,1,180,,,,,1064,1|1|0,,,,,,,,,,,,,,,,,,,,,4032,,,3,1,1,2,2,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
1042001,耐热,1,180,,,,,1064,1|-100|0,,,,,,,,,,,,,,,,,,,,,4028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043001,增加冰伤害（测试）,1,30,,,,,1003,100313|100,,,,,,,,,,,,,,,,,,,,,1055,,,30,1,1,2,2,,,,,,,,,,,,,,增加冰伤害（测试）,,,,,,,,,,,,,,,,
1044001,持续受到冰冻伤害（测试）,1,30,,,,,1008,1|10|101008,,,,,,,,,,,,,,,,,,,,,1055,,,30,1,1,2,2,,,,,,,,,,,,,,持续受到冰冻伤害（测试）,,,,,,,,,,,,,,,,
1045001,增加受到的冰冻伤害（测试）,1,30,,,,,1010,100413|100,,,,,,,,,,,,,,,,,,,,,1055,,,30,1,1,2,2,,,,,,,,,,,,,,增加受到的冰冻伤害（测试）,,,,,,,,,,,,,,,,
1046001,增加冰攻击（测试）,1,30,,,,,1023,100908|10,,,,,,,,,,,,,,,,,,,,,1055,,,30,1,1,2,2,,,,,,,,,,,,,,增加冰攻击（测试）,,,,,,,,,,,,,,,,
1047001,增加冰防御（测试）,1,30,,,,,1026,100508|10,,,,,,,,,,,,,,,,,,,,,1055,,,30,1,1,2,2,,,,,,,,,,,,,,增加冰防御（测试）,,,,,,,,,,,,,,,,
1048001,执行动作时受到冰伤害（测试）,1,30,,,,,1046,101401|10|101008,,,,,,,,,,,,,,,,,,,,,1055,,,30,1,1,2,2,,,,,,,,,,,,,,执行动作时受到冰伤害（测试）,,,,,,,,,,,,,,,,
1049001,陨魔之力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050001,冰伤1,1,3,,,1150,1,1064,1|-5|1,1001,100101|-25,1008,30|10|101008,,,,,,,,,,,,,,,,,4022,1233,,3,1,1,2,2,,,,,,,,,,,,,,受到了冰属性的攻击，你感到寒冷，移动缓慢,IceSlow,1,5,25470,ice_bingwushouji_jineng,,,,,,,,,,,
1050002,冰伤2,2,3,,,1150,1,1064,1|-5|1,1001,100101|-25,1008,30|15|101008,,,,,,,,,,,,,,,,,4022,1233,,3,1,1,2,2,,,,,,,,,,,,,,受到了冰属性的攻击，你感到寒冷，移动缓慢,IceSlow,1,5,25470,ice_bingwushouji_jineng,,,,,,,,,,,
1050003,冰伤3,3,3,,,1150,1,1064,1|-10|1,1001,100101|-35,1008,30|15|101008,,,,,,,,,,,,,,,,,4022,1233,,3,1,1,2,2,,,,,,,,,,,,,,受到了冰属性的攻击，你感到寒冷，移动缓慢,IceSlow,1,5,25470,ice_bingwushouji_jineng,,,,,,,,,,,
1050004,冰伤4,4,3,,,1150,1,1064,1|-10|1,1001,100101|-35,1008,30|20|101008,,,,,,,,,,,,,,,,,4022,1233,,3,1,1,2,2,,,,,,,,,,,,,,受到了冰属性的攻击，你感到寒冷，移动缓慢,IceSlow,1,5,25470,ice_bingwushouji_jineng,,,,,,,,,,,
1050005,冰伤5,5,3,,,1150,1,1064,1|-15|1,1062,101501|300|80|5|0,1056,24003|0,1057,,1058,0|0|0,1060,-6,1061,3033|10982,1063,100412|150,1049,,1008,30|15|101008,,,4022,1233,,3,1,1,2,2,,,,,,,,,,,,,,受到了冰属性的攻击，你感到寒冷，冻上了！,freeze,1,5,25470,ice_bingwushouji_jineng,,,,,,,,,,,
1051001,自燃,1,,,,1150,1,1008,10|10|101004,1056,24006|0,1060,3,,,,,,,,,,,,,,,,,1032,1232,10668,5,1,1,2,2,,,,,,,,,,,,,,烧起来了，持续受到伤害,,1,1,25469,BUFF_FIRE_1,1,fire.fire,,,,,,,冰原,,
1052001,易伤,1,5,,,,,1010,100401|25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053001,法力恢复,1,30,,,1151,2,1086,20|5,,,,,,,,,,,,,,,,,,,,,1001,1234,10087,30,1,1,2,2,,,,,,,,,,,,,,每2秒恢复5点法力值,,0,,,,,,,0,,,,,,,
1054001,法力涌动,1,60,,,1151,2,1087,10|5,,,,,,,,,,,,,,,,,,,,,1001,1238,10094,60,1,1,2,2,,,,,,,,,,,,,,法力值上限提高20%,,0,,,,,,,0,,,,,,,
1055001,法力充盈,1,45,,,1151,2,1088,102501|50,,,,,,,,,,,,,,,,,,,,,1001,1417,10094,45,1,1,2,2,,,,,,,,,,,,,,法力值恢复速度提高50%,,0,,,,,,,0,,,,,,,
1056001,增大法力上限,1,30,,,1151,2,1089,102301|100,,,,,,,,,,,,,,,,,,,,,1001,1234,10087,30,1,1,2,2,,,,,,,,,,,,,,每3秒恢复15%法力值,,0,,,,,,,0,,,,,,,
1057001,降低重力,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1058,,,10,1,1,2,2,,,,,,,,,,,,,,,,降低重力,knock,0,,,,,,,,0,,,,1057001
1058001,草精灵倒计时,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1,2,2,,,,,,,,,,,,,,,,草精灵倒计时,,0,,,,,,,,,,,,1058001
1059001,混乱侵蚀,1,3,,,1150,1,1008,10|3|101006,,,,,,,,,,,,,,,,,,,,,1126,3072,20319,3,1,1,2,2,,,,,,,,,,,,,,受到混乱能量的侵蚀，每秒损失3点生命值。,damagebuff_wither,1,0,,,,,,,,,,0,,,
1060001,雪球-无球,1,199980,,,,,,,,,,,,,,,,,,,,,,,,,,,4033,,,0,1,1,2,2,,,,,,,,,,,,,,具有团球操作,,0,,,,,,,,,,,,,,
1060002,雪球-有球,2,199980,,,,,,,,,,,,,,,,,,,,,,,,,,,4034,,,0,1,1,2,2,,,,,,,,,,,,,,具有堆叠、蓄力、脱离操作,,0,,,,,,,,,,,,,,
1061001,免疫控制,1,,,,,,1050,6,1050,2,1047,2253001,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,,,,,,,,,,,,,,免疫冰冻控制效果,,2,0,,,,,,,,,,,冰原,,
1062001,虚空之夜,1,199980,,,1152,3,1005,100201|20,1001,100101|10,,,,,,,,,,,,,,,,,,,1126,3072,,0,1,1,2,2,,,,,,,,,,,,,,被虚空感染了！,,2,0,,,,,,,,,,,,,
1069001,韧性破除（怪物）,1,199980,,,,,1010,100412|20,1049,,,,,,,,,,,,,,,,,,,,1123,1436,10086,3,1,1,2,2,,,,,,,,,,,,,,韧性被破除了，暂时失去行动能力,,2,,,,,,,,,,,,,,
1070001,韧性破除,1,199980,,,,,1010,100412|20,1049,,,,,,,,,,,,,,,,,,,,1123,,,2,1,1,2,2,,,,,,,,,,,,,,韧性被破除了，暂时失去行动能力,,2,,,,,,,,,,,,,,
1071001,防守反击（毒）,1,199980,,,1151,2,1069,1|90|1073001,,,,,,,,,,,,,,,,,,,,,1124,,,0,1,1,2,2,,,,,,,,,,,,,,能使攻击者陷入中毒状态,,0,,,,,,,,,,,,,,
1072001,胃口大开,1,300,,,,,1070,101701|101801|30,,,,,,,,,,,,,,,,,,,700,,1125,,,300,1,1,2,2,,,,,,,,,,,,,,昨晚睡得香，今早胃口棒！,,0,,,,,,,,,,,,,,
1073001,防反蝎毒1级,1,5,,,1150,1,1008,10|1|101005,,,,,,,,,,,,,,,,,,,,,1107,1613,10095,5,1,1,2,2,,,,,,,,,,,,,,蝎子的毒素会越叠越猛，要小心！,damagebuff_poison,1,3,25467,BUFF_POISON_1,0,buff.buff_wither_1,,0,,,,,,,
1073002,防反蝎毒2级,2,5,,,1150,1,1008,10|2|101005,,,,,,,,,,,,,,,,,,,,,1107,1613,10095,5,1,1,2,2,,,,,,,,,,,,,,蝎子的毒素会越叠越猛，要小心！,damagebuff_poison,1,3,25467,BUFF_POISON_1,0,buff.buff_wither_1,,0,,,,,,,
1073003,防反蝎毒3级,3,5,,,1150,1,1008,10|3|101005,,,,,,,,,,,,,,,,,,,,,1107,1613,10095,5,1,1,2,2,,,,,,,,,,,,,,蝎子的毒素会越叠越猛，要小心！,damagebuff_poison,1,3,25467,BUFF_POISON_1,0,buff.buff_wither_1,,0,,,,,,,
1073004,防反蝎毒4级,4,5,,,1150,1,1008,10|4|101005,,,,,,,,,,,,,,,,,,,,,1107,1613,10095,5,1,1,2,2,,,,,,,,,,,,,,蝎子的毒素会越叠越猛，要小心！,damagebuff_poison,1,3,25467,BUFF_POISON_1,0,buff.buff_wither_1,,0,,,,,,,
1073005,防反蝎毒5级,5,5,,,1150,1,1008,10|5|101005,1048,30|1017001,,,,,,,,,,,,,,,,,,,1107,1613,10095,5,1,1,2,2,,,,,,,,,,,,,,蝎子的毒素会越叠越猛，要小心！,damagebuff_poison,1,3,25467,BUFF_POISON_1,0,buff.buff_wither_1,,0,,,,,,,
1074001,点燃1级,1,4,1,DamageBuff,1150,1,1008,10|3|101007,,,,,,,,,,,,,,,,,,,,,1032,1232,10668,4,1,1,2,2,,,1,SCRIPT_VAR,3,SCRIPT_VAR,5,,,,,,,每1秒造成3点伤害。,damagebuff_fire,1,1,25469,BUFF_FIRE_1,1,fire.fire,,0,,,,,属性值1是伤害类型，属性值2是伤害点数,,
1074002,点燃2级,2,5,1,DamageBuff,1150,1,1008,10|4|101007,,,,,,,,,,,,,,,,,,,,,1032,1232,10668,4,1,1,2,2,,,1,SCRIPT_VAR,3,SCRIPT_VAR,5,,,,,,,每1秒造成5点伤害。,damagebuff_fire,1,1,25469,BUFF_FIRE_1,1,fire.fire,,0,,,,,属性值1是伤害类型，属性值2是伤害点数,,
1074003,点燃3级,3,5,1,DamageBuff,1150,1,1008,10|5|101007,,,,,,,,,,,,,,,,,,,,,1032,1232,10668,4,1,1,2,2,,,1,SCRIPT_VAR,3,SCRIPT_VAR,10,,,,,,,每1秒造成10点伤害。,damagebuff_fire,1,1,25469,BUFF_FIRE_1,1,fire.fire,,0,,,,,,,
1075001,免疫变身,1,,,,,,1050,2,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,,,,,,,,,,,,,,免疫冰冻控制效果,,2,0,,,,,,,,,,,boss免疫变身,,
1076001,着火,1,3,1,DamageBuff,1150,1,1008,10|8|101004,,,,,,,,,,,,,,,,,,,,,1032,1232,10668,3,1,1,2,2,,,1,SCRIPT_VAR,3,SCRIPT_VAR,5,,,,,,,每1秒造成5点伤害。,damagebuff_fire,1,1,25469,BUFF_FIRE_1,1,fire.fire,,0,,,,,属性值1是伤害类型，属性值2是伤害点数,,
1077001,彩虹之力,1,60,,,1151,,1001,100101|100,,,,,,,,,,,,,,,,,,,,,1067,3204,10094,60,1,1,2,2,,,1,MOVE_SPEED,1,,,,,,,,,受到彩虹之力的祝福，移动速度提升100%。,move_speed_add,0,,,Milk_rainbow,0,buff.buff_speed_1,,0,,,,,,,
1078001,免疫混乱侵蚀,1,199980,,,,,1047,1059001,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,,,,,,,,,,,,,,免疫混乱侵蚀效果,,2,0,,,,,,,,,,,,,
1081001,枪械攻击提升（长时间）,1,199980,,,,,1073,102101|15,,,,,,,,,,,,,,,,,,,,,1083,,,0,,,,,,,,,,,,,,,,,,枪械伤害提升,sta_growthrate,0,0,,,,,,,,,,,,,
1081002,枪械攻击提升（长时间）,2,199980,,,,,1073,102101|25,,,,,,,,,,,,,,,,,,,,,1083,,,0,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1081003,枪械攻击提升（长时间）,3,199980,,,,,1073,102101|35,,,,,,,,,,,,,,,,,,,,,1083,,,0,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1081004,枪械攻击提升（长时间）,4,199980,,,,,1073,102101|50,,,,,,,,,,,,,,,,,,,,,1083,,,0,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1082001,后坐力降低（长时间）,1,199980,,,,,1073,102104|-5,,,,,,,,,,,,,,,,,,,,,1083,,,0,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1082002,后坐力降低（长时间）,2,199980,,,,,1073,102104|-10,,,,,,,,,,,,,,,,,,,,,1083,,,0,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1082003,后坐力降低（长时间）,3,199980,,,,,1073,102104|-15,,,,,,,,,,,,,,,,,,,,,1083,,,0,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1082004,后坐力降低（长时间）,4,199980,,,,,1073,102104|-20,,,,,,,,,,,,,,,,,,,,,1083,,,0,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1083001,换弹速度提升（长时间）,1,199980,,,,,1073,102103|5,,,,,,,,,,,,,,,,,,,,,1083,,,0,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1083002,换弹速度提升（长时间）,2,199980,,,,,1073,102103|10,,,,,,,,,,,,,,,,,,,,,1083,,,0,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1083003,换弹速度提升（长时间）,3,199980,,,,,1073,102103|15,,,,,,,,,,,,,,,,,,,,,1083,,,0,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1083004,换弹速度提升（长时间）,4,199980,,,,,1073,102103|20,,,,,,,,,,,,,,,,,,,,,1083,,,0,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1088001,射速提升（短时间）,1,3,,,,,1073,102114|1,,,,,,,,,,,,,,,,,,,,,1083,,,3,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1088002,射速提升（短时间）,2,3,,,,,1073,102114|2,,,,,,,,,,,,,,,,,,,,,1083,,,3,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1088003,射速提升（短时间）,3,3,,,,,1073,102114|3,,,,,,,,,,,,,,,,,,,,,1083,,,3,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1088004,射速提升（短时间）,4,3,,,,,1073,102114|4,,,,,,,,,,,,,,,,,,,,,1083,,,3,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1088005,射速提升（短时间）,5,3,,,,,1073,102114|5,,,,,,,,,,,,,,,,,,,,,1083,,,3,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1088006,射速提升（短时间）,6,3,,,,,1073,102114|6,,,,,,,,,,,,,,,,,,,,,1083,,,3,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1089001,恢复血量（瞬间）,1,1,,,,,1043,10|15,,,,,,,,,,,,,,,,,,,,,1083,,,1,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1089002,恢复血量（瞬间）,2,1,,,,,1043,10|20,,,,,,,,,,,,,,,,,,,,,1083,,,1,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1089003,恢复血量（瞬间）,3,1,,,,,1043,10|30,,,,,,,,,,,,,,,,,,,,,1083,,,1,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
